"datetime";"time";"summary";"icon";"precipIntensity";"precipProbability";"temperature";"apparentTemperature";"dewPoint";"humidity";"pressure";"windSpeed";"windGust";"windBearing";"cloudCover";"uvIndex";"visibility";"ozone";"precipType";"Rad";"GHI";"TOA";"ForecastOrNot";"month";"predicted_P"
2019-03-28 00:00:00;1553727600;"Clear";"clear-night";0;0;3.39;1.79;-2.46;0.65;1031.35;1.75;2.01;14;0.02;0;16.09;348.69;"rain";0;0;0;1;3;0
2019-03-28 00:15:00;1553728500;"Clear";"clear-night";0;0;3.2825;1.645;-2.5;0.655;1031.3875;1.765;2.0525;12.25;0.025;0;16.09;348.1;"rain";0;0;0;1;3;0
2019-03-28 00:30:00;1553729400;"Clear";"clear-night";0;0;3.175;1.5;-2.54;0.66;1031.425;1.78;2.095;10.5;0.03;0;16.09;347.51;"rain";0;0;0;1;3;0
2019-03-28 00:45:00;1553730300;"Clear";"clear-night";0;0;3.0675;1.355;-2.58;0.665;1031.4625;1.795;2.1375;8.75;0.035;0;16.09;346.92;"rain";0;0;0;1;3;0
2019-03-28 01:00:00;1553731200;"Clear";"clear-night";0;0;2.96;1.21;-2.62;0.67;1031.5;1.81;2.18;7;0.04;0;16.09;346.33;"rain";0;0;0;1;3;0
2019-03-28 01:15:00;1553732100;"Clear";"clear-night";0;0;2.8;1.0375;-2.7;0.6725;1031.49;1.8;2.1975;5.5;0.0375;0;16.09;345.735;"rain";0;0;0;1;3;0
2019-03-28 01:30:00;1553733000;"Clear";"clear-night";0;0;2.64;0.865;-2.78;0.675;1031.48;1.79;2.215;4;0.035;0;16.09;345.14;"rain";0;0;0;1;3;0
2019-03-28 01:45:00;1553733900;"Clear";"clear-night";0;0;2.48;0.6925;-2.86;0.6775;1031.47;1.78;2.2325;2.5;0.0325;0;16.09;344.545;"rain";0;0;0;1;3;0
2019-03-28 02:00:00;1553734800;"Clear";"clear-night";0;0;2.32;0.52;-2.94;0.68;1031.46;1.77;2.25;1;0.03;0;16.09;343.95;"rain";0;0;0;1;3;0
2019-03-28 02:15:00;1553735700;"Clear";"clear-night";0;0;2.145;0.3475;-3.0275;0.685;1031.4175;1.75;2.265;90;0.025;0;16.09;343.3825;"rain";0;0;0;1;3;0
2019-03-28 02:30:00;1553736600;"Clear";"clear-night";0;0;1.97;0.175;-3.115;0.69;1031.375;1.73;2.28;179;0.02;0;16.09;342.815;"rain";0;0;0;1;3;0
2019-03-28 02:45:00;1553737500;"Clear";"clear-night";0;0;1.795;0.00249999999999995;-3.2025;0.695;1031.3325;1.71;2.295;268;0.015;0;16.09;342.2475;"rain";0;0;0;1;3;0
2019-03-28 03:00:00;1553738400;"Clear";"clear-night";0;0;1.62;-0.17;-3.29;0.7;1031.29;1.69;2.31;357;0.01;0;16.09;341.68;"rain";0;0;0;1;3;0
2019-03-28 03:15:00;1553739300;"Clear";"clear-night";0;0;1.53;-0.2575;-3.3275;0.7025;1031.2775;1.6775;2.34;356.25;0.0075;0;16.09;341.2275;"rain";0;0;0;1;3;0
2019-03-28 03:30:00;1553740200;"Clear";"clear-night";0;0;1.44;-0.345;-3.365;0.705;1031.265;1.665;2.37;355.5;0.005;0;16.09;340.775;"rain";0;0;0;1;3;0
2019-03-28 03:45:00;1553741100;"Clear";"clear-night";0;0;1.35;-0.4325;-3.4025;0.7075;1031.2525;1.6525;2.4;354.75;0.0025;0;16.09;340.3225;"rain";0;0;0;1;3;0
2019-03-28 04:00:00;1553742000;"Clear";"clear-night";0;0;1.26;-0.52;-3.44;0.71;1031.24;1.64;2.43;354;0;0;16.09;339.87;"rain";0;0;0;1;3;0
