"datetime";"time";"summary";"icon";"precipIntensity";"precipProbability";"temperature";"apparentTemperature";"dewPoint";"humidity";"pressure";"windSpeed";"windGust";"windBearing";"cloudCover";"uvIndex";"visibility";"ozone";"precipType";"Rad";"GHI";"TOA";"ForecastOrNot";"predicted_P"
2019-03-13 00:00:00;1552431600;"Clear";"clear-night";0;0;1.34;-1.09;-4.16;0.67;1021.24;2.18;2.75;189;0;0;16.09;335.54;"rain";0;0;0;1;0
2019-03-13 00:15:00;1552432500;"Clear";"clear-night";0;0;1.2175;-1.3575;-4.1975;0.6725;1021.1025;2.2975;2.92;187;0;0;16.09;334.81;"rain";0;0;0;1;0
2019-03-13 00:30:00;1552433400;"Clear";"clear-night";0;0;1.095;-1.625;-4.235;0.675;1020.965;2.415;3.09;185;0;0;16.09;334.08;"rain";0;0;0;1;0
2019-03-13 00:45:00;1552434300;"Clear";"clear-night";0;0;0.9725;-1.8925;-4.2725;0.6775;1020.8275;2.5325;3.26;183;0;0;16.09;333.35;"rain";0;0;0;1;0
2019-03-13 01:00:00;1552435200;"Clear";"clear-night";0;0;0.85;-2.16;-4.31;0.68;1020.69;2.65;3.43;181;0;0;16.09;332.62;"rain";0;0;0;1;0
2019-03-13 01:15:00;1552436100;"Clear";"clear-night";0;0;0.7675;-2.315;-4.285;0.6875;1020.51;2.7125;3.645;180.5;0.005;0;16.09;331.44;"rain";0;0;0;1;0
2019-03-13 01:30:00;1552437000;"Clear";"clear-night";0;0;0.685;-2.47;-4.26;0.695;1020.33;2.775;3.86;180;0.01;0;16.09;330.26;"rain";0;0;0;1;0
2019-03-13 01:45:00;1552437900;"Clear";"clear-night";0;0;0.6025;-2.625;-4.235;0.7025;1020.15;2.8375;4.075;179.5;0.015;0;16.09;329.08;"rain";0;0;0;1;0
2019-03-13 02:00:00;1552438800;"Clear";"clear-night";0;0;0.52;-2.78;-4.21;0.71;1019.97;2.9;4.29;179;0.02;0;16.09;327.9;"rain";0;0;0;1;0
2019-03-13 02:15:00;1552439700;"Clear";"clear-night";0;0;0.49;-2.8525;-4.145;0.715;1019.7725;2.94;4.545;178;0.0275;0;16.09;326.515;"rain";0;0;0;1;0
2019-03-13 02:30:00;1552440600;"Clear";"clear-night";0;0;0.46;-2.925;-4.08;0.72;1019.575;2.98;4.8;177;0.035;0;16.09;325.13;"rain";0;0;0;1;0
2019-03-13 02:45:00;1552441500;"Clear";"clear-night";0;0;0.43;-2.9975;-4.015;0.725;1019.3775;3.02;5.055;176;0.0425;0;16.09;323.745;"rain";0;0;0;1;0
2019-03-13 03:00:00;1552442400;"Clear";"clear-night";0;0;0.4;-3.07;-3.95;0.73;1019.18;3.06;5.31;175;0.05;0;16.09;322.36;"rain";0;0;0;1;0
2019-03-13 03:15:00;1552443300;"Clear";"clear-night";0;0;0.4475;-3.0475;-3.91;0.7275;1018.9825;3.105;5.575;174.5;0.065;0;16.09;321.42;"rain";0;0;0;1;0
2019-03-13 03:30:00;1552444200;"Clear";"clear-night";0;0;0.495;-3.025;-3.87;0.725;1018.785;3.15;5.84;174;0.08;0;16.09;320.48;"rain";0;0;0;1;0
2019-03-13 03:45:00;1552445100;"Clear";"clear-night";0;0;0.5425;-3.0025;-3.83;0.7225;1018.5875;3.195;6.105;173.5;0.095;0;16.09;319.54;"rain";0;0;0;1;0
2019-03-13 04:00:00;1552446000;"Clear";"clear-night";0;0;0.59;-2.98;-3.79;0.72;1018.39;3.24;6.37;173;0.11;0;16.09;318.6;"rain";0;0;0;1;0
2019-03-13 04:15:00;1552446900;"Clear";"clear-night";0;0;0.6575;-2.9575;-3.8125;0.7175;1018.205;3.3125;6.715;172.5;0.1275;0;16.09;318.34;"rain";0;0;0;1;0
2019-03-13 04:30:00;1552447800;"Clear";"clear-night";0;0;0.725;-2.935;-3.835;0.715;1018.02;3.385;7.06;172;0.145;0;16.09;318.08;"rain";0;0;0;1;0
2019-03-13 04:45:00;1552448700;"Clear";"clear-night";0;0;0.7925;-2.9125;-3.8575;0.7125;1017.835;3.4575;7.405;171.5;0.1625;0;16.09;317.82;"rain";0;0;0;1;0
2019-03-13 05:00:00;1552449600;"Clear";"clear-night";0;0;0.86;-2.89;-3.88;0.71;1017.65;3.53;7.75;171;0.18;0;16.09;317.56;"rain";0;0;0;1;0
2019-03-13 05:15:00;1552450500;"Partly Cloudy";"partly-cloudy-night";0;0;0.9725;-2.81;-3.9225;0.7;1017.4825;3.6075;8.11;170.75;0.205;0;16.09;317.705;"rain";0;0;0;1;0
2019-03-13 05:30:00;1552451400;"Partly Cloudy";"partly-cloudy-night";0;0;1.085;-2.73;-3.965;0.69;1017.315;3.685;8.47;170.5;0.23;0;16.09;317.85;"rain";0;0;0;1;0
2019-03-13 05:45:00;1552452300;"Partly Cloudy";"partly-cloudy-night";0;0;1.1975;-2.65;-4.0075;0.68;1017.1475;3.7625;8.83;170.25;0.255;0;16.09;317.995;"rain";0;0;0;1;0
2019-03-13 06:00:00;1552453200;"Partly Cloudy";"partly-cloudy-night";0;0;1.31;-2.57;-4.05;0.67;1016.98;3.84;9.19;170;0.28;0;16.09;318.14;"rain";1;0;0;1;0
2019-03-13 06:15:00;1552454100;"Partly Cloudy";"partly-cloudy-day";0;0;1.5025;-2.3625;-4.065;0.6625;1016.8525;3.885;9.34;170;0.3125;0;16.09;318.6075;"rain";20;0.2047;0.9739;1;7
2019-03-13 06:30:00;1552455000;"Partly Cloudy";"partly-cloudy-day";0;0;1.695;-2.155;-4.08;0.655;1016.725;3.93;9.49;170;0.345;0;16.09;319.075;"rain";49;3.584;13.3219;1;22
2019-03-13 06:45:00;1552455900;"Partly Cloudy";"partly-cloudy-day";0;0;1.8875;-1.9475;-4.095;0.6475;1016.5975;3.975;9.64;170;0.3775;0;16.09;319.5425;"rain";77;9.6802;28.8294;1;38
2019-03-13 07:00:00;1552456800;"Partly Cloudy";"partly-cloudy-day";0;0;2.08;-1.74;-4.11;0.64;1016.47;4.02;9.79;170;0.41;0;16.09;320.01;"rain";105;17.4557;44.1624;1;40
2019-03-13 07:15:00;1552457700;"Mostly Cloudy";"partly-cloudy-day";0;0;2.565;-1.14;-4.0775;0.62;1016.4275;4.0125;9.575;169.75;0.46;0.25;16.09;320.7775;"rain";132;26.4947;59.2554;1;72
2019-03-13 07:30:00;1552458600;"Mostly Cloudy";"partly-cloudy-day";0;0;3.05;-0.54;-4.045;0.6;1016.385;4.005;9.36;169.5;0.51;0.5;16.09;321.545;"rain";158;36.444;74.0437;1;98
2019-03-13 07:45:00;1552459500;"Mostly Cloudy";"partly-cloudy-day";0;0;3.535;0.0599999999999998;-4.0125;0.58;1016.3425;3.9975;9.145;169.25;0.56;0.75;16.09;322.3125;"rain";184;46.9601;88.4641;1;118
2019-03-13 08:00:00;1552460400;"Mostly Cloudy";"partly-cloudy-day";0;0;4.02;0.66;-3.98;0.56;1016.3;3.99;8.93;169;0.61;1;16.09;323.08;"rain";208;57.773;102.4548;1;170
2019-03-13 08:15:00;1552461300;"Mostly Cloudy";"partly-cloudy-day";0;0;4.5975;1.39;-3.93;0.54;1016.2975;3.95;8.505;169;0.665;1;16.09;324.1475;"rain";231;68.6607;115.956;1;148
2019-03-13 08:30:00;1552462200;"Mostly Cloudy";"partly-cloudy-day";0;0;5.175;2.12;-3.88;0.52;1016.295;3.91;8.08;169;0.72;1;16.09;325.215;"rain";253;79.4421;128.91;1;228
2019-03-13 08:45:00;1552463100;"Mostly Cloudy";"partly-cloudy-day";0;0;5.7525;2.85;-3.83;0.5;1016.2925;3.87;7.655;169;0.775;1;16.09;326.2825;"rain";274;89.9697;141.2612;1;235
2019-03-13 09:00:00;1552464000;"Mostly Cloudy";"partly-cloudy-day";0;0;6.33;3.58;-3.78;0.48;1016.29;3.83;7.23;169;0.83;1;16.09;327.35;"rain";294;100.1222;152.957;1;243
2019-03-13 09:15:00;1552464900;"Overcast";"cloudy";0;0;6.845;4.2325;-3.7625;0.465;1016.265;3.79;6.8575;169.75;0.8725;1.25;16.09;328.7025;"rain";312;109.7996;163.9471;1;254
2019-03-13 09:30:00;1552465800;"Overcast";"cloudy";0;0;7.36;4.885;-3.745;0.45;1016.24;3.75;6.485;170.5;0.915;1.5;16.09;330.055;"rain";328;118.9178;174.1846;1;249
2019-03-13 09:45:00;1552466700;"Overcast";"cloudy";0;0;7.875;5.5375;-3.7275;0.435;1016.215;3.71;6.1125;171.25;0.9575;1.75;16.09;331.4075;"rain";343;127.4062;183.6258;1;254
2019-03-13 10:00:00;1552467600;"Overcast";"cloudy";0;0;8.39;6.19;-3.71;0.42;1016.19;3.67;5.74;172;1;2;16.09;332.76;"rain";356;135.2042;192.2303;1;253
2019-03-13 10:15:00;1552468500;"Overcast";"cloudy";0;0;8.8425;7.1925;-3.725;0.4075;1016.1125;3.645;5.5125;174.75;1;2;16.09;334.51;"rain";367;142.3188;199.9611;1;233
2019-03-13 10:30:00;1552469400;"Overcast";"cloudy";0;0;9.295;8.195;-3.74;0.395;1016.035;3.62;5.285;177.5;1;2;16.09;336.26;"rain";377;148.706;206.7854;1;201
2019-03-13 10:45:00;1552470300;"Overcast";"cloudy";0;0;9.7475;9.1975;-3.755;0.3825;1015.9575;3.595;5.0575;180.25;1;2;16.09;338.01;"rain";385;154.2703;212.674;1;168
2019-03-13 11:00:00;1552471200;"Overcast";"cloudy";0;0;10.2;10.2;-3.77;0.37;1015.88;3.57;4.83;183;1;2;16.09;339.76;"rain";391;158.9812;217.6016;1;191
2019-03-13 11:15:00;1552472100;"Overcast";"cloudy";0;0;10.5225;10.5225;-3.8;0.3625;1015.7725;3.535;4.65;186.25;1;2.25;16.09;341.79;"rain";395;162.8139;221.5473;1;182
2019-03-13 11:30:00;1552473000;"Overcast";"cloudy";0;0;10.845;10.845;-3.83;0.355;1015.665;3.5;4.47;189.5;1;2.5;16.09;343.82;"rain";397;165.7492;224.4943;1;178
2019-03-13 11:45:00;1552473900;"Overcast";"cloudy";0;0;11.1675;11.1675;-3.86;0.3475;1015.5575;3.465;4.29;192.75;1;2.75;16.09;345.85;"rain";397;167.7755;226.4299;1;172
2019-03-13 12:00:00;1552474800;"Overcast";"cloudy";0;0;11.49;11.49;-3.89;0.34;1015.45;3.43;4.11;196;1;3;16.09;347.88;"rain";396;168.8923;227.346;1;173
2019-03-13 12:15:00;1552475700;"Overcast";"cloudy";0;0;11.775;11.775;-3.935;0.3325;1015.3275;3.375;3.9425;197;1;2.75;16.09;349.6625;"rain";392;169.0871;227.2387;1;157
2019-03-13 12:30:00;1552476600;"Overcast";"cloudy";0;0;12.06;12.06;-3.98;0.325;1015.205;3.32;3.775;198;1;2.5;16.09;351.445;"rain";387;168.3603;226.1086;1;142
2019-03-13 12:45:00;1552477500;"Overcast";"cloudy";0;0;12.345;12.345;-4.025;0.3175;1015.0825;3.265;3.6075;199;1;2.25;16.09;353.2275;"rain";379;166.7186;223.9606;1;149
2019-03-13 13:00:00;1552478400;"Overcast";"cloudy";0;0;12.63;12.63;-4.07;0.31;1014.96;3.21;3.44;200;1;2;16.09;355.01;"rain";370;164.1733;220.804;1;173
2019-03-13 13:15:00;1552479300;"Mostly Cloudy";"partly-cloudy-day";0;0;12.8425;12.8425;-4.1425;0.305;1014.7875;3.095;3.27;195.5;0.9675;2;16.09;356.2425;"rain";359;160.6688;216.6523;1;189
2019-03-13 13:30:00;1552480200;"Mostly Cloudy";"partly-cloudy-day";0;0;13.055;13.055;-4.215;0.3;1014.615;2.98;3.1;191;0.935;2;16.09;357.475;"rain";346;156.2248;211.5235;1;192
2019-03-13 13:45:00;1552481100;"Mostly Cloudy";"partly-cloudy-day";0;0;13.2675;13.2675;-4.2875;0.295;1014.4425;2.865;2.93;186.5;0.9025;2;16.09;358.7075;"rain";332;150.9377;205.4396;1;141
2019-03-13 14:00:00;1552482000;"Mostly Cloudy";"partly-cloudy-day";0;0;13.48;13.48;-4.36;0.29;1014.27;2.75;2.76;182;0.87;2;16.09;359.94;"rain";316;144.8376;198.4268;1;220
2019-03-13 14:15:00;1552482900;"Mostly Cloudy";"partly-cloudy-day";0;0;13.6125;13.6125;-4.44;0.285;1014.0725;2.425;2.6175;168.25;0.8275;1.75;16.09;360.935;"rain";298;137.9601;190.5152;1;229
2019-03-13 14:30:00;1552483800;"Mostly Cloudy";"partly-cloudy-day";0;0;13.745;13.745;-4.52;0.28;1013.875;2.1;2.475;154.5;0.785;1.5;16.09;361.93;"rain";279;130.3457;181.7388;1;227
2019-03-13 14:45:00;1552484700;"Mostly Cloudy";"partly-cloudy-day";0;0;13.8775;13.8775;-4.6;0.275;1013.6775;1.775;2.3325;140.75;0.7425;1.25;16.09;362.925;"rain";259;122.0411;172.1352;1;186
2019-03-13 15:00:00;1552485600;"Mostly Cloudy";"partly-cloudy-day";0;0;14.01;14.01;-4.68;0.27;1013.48;1.45;2.19;127;0.7;1;16.09;363.92;"rain";237;113.0992;161.7458;1;193
2019-03-13 15:15:00;1552486500;"Partly Cloudy";"partly-cloudy-day";0;0;13.9175;13.9175;-4.66;0.2725;1013.355;1.3725;2.1075;100.5;0.67;1;16.09;364.995;"rain";214;103.58;150.615;1;143
2019-03-13 15:30:00;1552487400;"Partly Cloudy";"partly-cloudy-day";0;0;13.825;13.825;-4.64;0.275;1013.23;1.295;2.025;74;0.64;1;16.09;366.07;"rain";190;93.5523;138.7907;1;85
2019-03-13 15:45:00;1552488300;"Partly Cloudy";"partly-cloudy-day";0;0;13.7325;13.7325;-4.62;0.2775;1013.105;1.2175;1.9425;47.5;0.61;1;16.09;367.145;"rain";165;83.095;126.3236;1;125
2019-03-13 16:00:00;1552489200;"Partly Cloudy";"partly-cloudy-day";0;0;13.64;13.64;-4.6;0.28;1012.98;1.14;1.86;21;0.58;1;16.09;368.22;"rain";139;72.3072;113.2673;1;101
2019-03-13 16:15:00;1552490100;"Partly Cloudy";"partly-cloudy-day";0;0;13.2625;13.2625;-4.405;0.2925;1012.9825;1.0975;2.195;18.75;0.5775;0.75;16.09;369.4725;"rain";112;61.2984;99.6777;1;113
2019-03-13 16:30:00;1552491000;"Partly Cloudy";"partly-cloudy-day";0;0;12.885;12.885;-4.21;0.305;1012.985;1.055;2.53;16.5;0.575;0.5;16.09;370.725;"rain";84;50.1956;85.6131;1;129
