"datetime";"time";"summary";"icon";"precipIntensity";"precipProbability";"temperature";"apparentTemperature";"dewPoint";"humidity";"pressure";"windSpeed";"windGust";"windBearing";"cloudCover";"uvIndex";"visibility";"ozone";"precipType";"Rad";"ForecastOrNot";"GHI";"TOA";"predicted_P"
2019-03-06 02:30:00;1551835800;"Mostly Cloudy";"partly-cloudy-night";0;0;6.415;4.135;3.105;0.795;1016.215;3.11;6.79;78.5;0.565;0;16.09;376.965;"rain";0;1;0;0;0
2019-03-06 02:45:00;1551836700;"Mostly Cloudy";"partly-cloudy-night";0;0;6.3125;4.0525;3.0675;0.7975;1016.3875;3.05;6.315;49.75;0.5875;0;16.09;376.2525;"rain";0;1;0;0;0
2019-03-06 03:00:00;1551837600;"Mostly Cloudy";"partly-cloudy-night";0;0;6.21;3.97;3.03;0.8;1016.56;2.99;5.84;21;0.61;0;16.09;375.54;"rain";0;1;0;0;0
2019-03-06 03:15:00;1551838500;"Mostly Cloudy";"partly-cloudy-night";0;0;6.1;3.895;2.9725;0.8025;1016.7375;2.9125;5.415;94.5;0.6275;0;16.09;375.0825;"rain";0;1;0;0;0
2019-03-06 03:30:00;1551839400;"Mostly Cloudy";"partly-cloudy-night";0;0;5.99;3.82;2.915;0.805;1016.915;2.835;4.99;168;0.645;0;16.09;374.625;"rain";0;1;0;0;0
2019-03-06 03:45:00;1551840300;"Mostly Cloudy";"partly-cloudy-night";0;0;5.88;3.745;2.8575;0.8075;1017.0925;2.7575;4.565;241.5;0.6625;0;16.09;374.1675;"rain";0;1;0;0;0
2019-03-06 04:00:00;1551841200;"Mostly Cloudy";"partly-cloudy-night";0;0;5.77;3.67;2.8;0.81;1017.27;2.68;4.14;315;0.68;0;16.09;373.71;"rain";0;1;0;0;0
2019-03-06 04:15:00;1551842100;"Mostly Cloudy";"partly-cloudy-night";0;0;5.5625;3.52;2.685;0.815;1017.4525;2.57;3.8625;323.5;0.6875;0;16.09;373.6025;"rain";0;1;0;0;0
2019-03-06 04:30:00;1551843000;"Mostly Cloudy";"partly-cloudy-night";0;0;5.355;3.37;2.57;0.82;1017.635;2.46;3.585;332;0.695;0;16.09;373.495;"rain";0;1;0;0;0
2019-03-06 04:45:00;1551843900;"Mostly Cloudy";"partly-cloudy-night";0;0;5.1475;3.22;2.455;0.825;1017.8175;2.35;3.3075;340.5;0.7025;0;16.09;373.3875;"rain";0;1;0;0;0
2019-03-06 05:00:00;1551844800;"Mostly Cloudy";"partly-cloudy-night";0;0;4.94;3.07;2.34;0.83;1018;2.24;3.03;349;0.71;0;16.09;373.28;"rain";0;1;0;0;0
2019-03-06 05:15:00;1551845700;"Mostly Cloudy";"partly-cloudy-night";0;0;4.715;3.3125;2.195;0.835;1018.18;1.9275;2.7925;279.75;0.71;0;16.09;373.395;"rain";0;1;0;0;0
2019-03-06 05:30:00;1551846600;"Mostly Cloudy";"partly-cloudy-night";0;0;4.49;3.555;2.05;0.84;1018.36;1.615;2.555;210.5;0.71;0;16.09;373.51;"rain";0;1;0;0;0
2019-03-06 05:45:00;1551847500;"Mostly Cloudy";"partly-cloudy-night";0;0;4.265;3.7975;1.905;0.845;1018.54;1.3025;2.3175;141.25;0.71;0;16.09;373.625;"rain";0;1;0;0;0
2019-03-06 06:00:00;1551848400;"Mostly Cloudy";"partly-cloudy-night";0;0;4.04;4.04;1.76;0.85;1018.72;0.99;2.08;72;0.71;0;16.09;373.74;"rain";0;1;0;0;0
2019-03-06 06:15:00;1551849300;"Mostly Cloudy";"partly-cloudy-day";0;0;3.8175;3.8175;1.685;0.86;1018.8825;0.98;1.96;137;0.7075;0;16.09;373.7925;"rain";3;1;0;0;0
2019-03-06 06:30:00;1551850200;"Mostly Cloudy";"partly-cloudy-day";0;0;3.595;3.595;1.61;0.87;1019.045;0.97;1.84;202;0.705;0;16.09;373.845;"rain";26;1;0.4095;1.7283;5
2019-03-06 06:45:00;1551851100;"Mostly Cloudy";"partly-cloudy-day";0;0;3.3725;3.3725;1.535;0.88;1019.2075;0.96;1.72;267;0.7025;0;16.09;373.8975;"rain";54;1;4.932;15.073;26
2019-03-06 07:00:00;1551852000;"Mostly Cloudy";"partly-cloudy-day";0;0;3.15;3.15;1.46;0.89;1019.37;0.95;1.6;332;0.7;0;16.09;373.95;"rain";82;1;12.8739;30.4325;32
2019-03-06 07:15:00;1551852900;"Mostly Cloudy";"partly-cloudy-day";0;0;3.6025;3.35;1.4975;0.865;1019.52;1.08;1.6525;286.25;0.685;0;16.09;373.8;"rain";109;1;22.5932;45.5597;47
2019-03-06 07:30:00;1551853800;"Mostly Cloudy";"partly-cloudy-day";0;0;4.055;3.55;1.535;0.84;1019.67;1.21;1.705;240.5;0.67;0;16.09;373.65;"rain";135;1;33.2063;60.39;57
2019-03-06 07:45:00;1551854700;"Mostly Cloudy";"partly-cloudy-day";0;0;4.5075;3.75;1.5725;0.815;1019.82;1.34;1.7575;194.75;0.655;0;16.09;373.5;"rain";160;1;44.2826;74.8598;100
2019-03-06 08:00:00;1551855600;"Mostly Cloudy";"partly-cloudy-day";0;0;4.96;3.95;1.61;0.79;1019.97;1.47;1.81;149;0.64;0;16.09;373.35;"rain";185;1;55.5182;88.9072;96
2019-03-06 08:15:00;1551856500;"Partly Cloudy";"partly-cloudy-day";0;0;5.7025;4.6475;1.7025;0.7575;1020.095;1.615;1.9675;147;0.6225;0.25;16.09;373.115;"rain";208;1;66.7039;102.4722;71
2019-03-06 08:30:00;1551857400;"Partly Cloudy";"partly-cloudy-day";0;0;6.445;5.345;1.795;0.725;1020.22;1.76;2.125;145;0.605;0.5;16.09;372.88;"rain";230;1;77.6844;115.4967;127
2019-03-06 08:45:00;1551858300;"Partly Cloudy";"partly-cloudy-day";0;0;7.1875;6.0425;1.8875;0.6925;1020.345;1.905;2.2825;143;0.5875;0.75;16.09;372.645;"rain";251;1;88.3382;127.9249;179
2019-03-06 09:00:00;1551859200;"Partly Cloudy";"partly-cloudy-day";0;0;7.93;6.74;1.98;0.66;1020.47;2.05;2.44;141;0.57;1;16.09;372.41;"rain";270;1;98.5659;139.7037;197
2019-03-06 09:15:00;1551860100;"Partly Cloudy";"partly-cloudy-day";0;0;8.51;7.6175;2.0675;0.64;1020.515;2.1825;2.6275;140.25;0.555;1.25;16.09;372.1275;"rain";288;1;108.2848;150.7827;197
2019-03-06 09:30:00;1551861000;"Partly Cloudy";"partly-cloudy-day";0;0;9.09;8.495;2.155;0.62;1020.56;2.315;2.815;139.5;0.54;1.5;16.09;371.845;"rain";304;1;117.4245;161.1144;213
2019-03-06 09:45:00;1551861900;"Partly Cloudy";"partly-cloudy-day";0;0;9.67;9.3725;2.2425;0.6;1020.605;2.4475;3.0025;138.75;0.525;1.75;16.09;371.5625;"rain";319;1;125.9244;170.6548;273
2019-03-06 10:00:00;1551862800;"Partly Cloudy";"partly-cloudy-day";0;0;10.25;10.25;2.33;0.58;1020.65;2.58;3.19;138;0.51;2;16.09;371.28;"rain";332;1;133.7321;179.363;273
2019-03-06 10:15:00;1551863700;"Partly Cloudy";"partly-cloudy-day";0;0;10.7125;10.7125;2.395;0.565;1020.5825;2.7275;3.3425;139.5;0.5125;2;16.09;370.95;"rain";343;1;140.7302;187.2017;268
2019-03-06 10:30:00;1551864600;"Partly Cloudy";"partly-cloudy-day";0;0;11.175;11.175;2.46;0.55;1020.515;2.875;3.495;141;0.515;2;16.09;370.62;"rain";353;1;146.8766;194.1375;276
2019-03-06 10:45:00;1551865500;"Partly Cloudy";"partly-cloudy-day";0;0;11.6375;11.6375;2.525;0.535;1020.4475;3.0225;3.6475;142.5;0.5175;2;16.09;370.29;"rain";361;1;152.2079;200.1406;299
2019-03-06 11:00:00;1551866400;"Partly Cloudy";"partly-cloudy-day";0;0;12.1;12.1;2.59;0.52;1020.38;3.17;3.8;144;0.52;2;16.09;369.96;"rain";367;1;156.6956;205.1855;309
2019-03-06 11:15:00;1551867300;"Partly Cloudy";"partly-cloudy-day";0;0;12.4675;12.4675;2.6625;0.51;1020.23;3.3325;3.955;146.5;0.525;2.25;16.09;369.58;"rain";371;1;160.3161;209.2506;305
2019-03-06 11:30:00;1551868200;"Partly Cloudy";"partly-cloudy-day";0;0;12.835;12.835;2.735;0.5;1020.08;3.495;4.11;149;0.53;2.5;16.09;369.2;"rain";373;1;163.0503;212.3185;292
2019-03-06 11:45:00;1551869100;"Partly Cloudy";"partly-cloudy-day";0;0;13.2025;13.2025;2.8075;0.49;1019.93;3.6575;4.265;151.5;0.535;2.75;16.09;368.82;"rain";373;1;164.8839;214.3762;293
2019-03-06 12:00:00;1551870000;"Partly Cloudy";"partly-cloudy-day";0;0;13.57;13.57;2.88;0.48;1019.78;3.82;4.42;154;0.54;3;16.09;368.44;"rain";371;1;165.8074;215.4149;288
2019-03-06 12:15:00;1551870900;"Partly Cloudy";"partly-cloudy-day";0;0;13.9275;13.9275;2.96;0.4725;1019.605;3.9425;4.5925;156.25;0.54;2.75;16.09;368.05;"rain";368;1;165.8158;215.4303;286
2019-03-06 12:30:00;1551871800;"Partly Cloudy";"partly-cloudy-day";0;0;14.285;14.285;3.04;0.465;1019.43;4.065;4.765;158.5;0.54;2.5;16.09;367.66;"rain";362;1;164.9091;214.4223;203
2019-03-06 12:45:00;1551872700;"Partly Cloudy";"partly-cloudy-day";0;0;14.6425;14.6425;3.12;0.4575;1019.255;4.1875;4.9375;160.75;0.54;2.25;16.09;367.27;"rain";355;1;163.0917;212.3954;185
2019-03-06 13:00:00;1551873600;"Partly Cloudy";"partly-cloudy-day";0;0;15;15;3.2;0.45;1019.08;4.31;5.11;163;0.54;2;16.09;366.88;"rain";346;1;160.373;209.3583;229
2019-03-06 13:15:00;1551874500;"Partly Cloudy";"partly-cloudy-day";0;0;15.29;15.29;3.29;0.445;1018.875;4.3775;5.3;165.25;0.5225;2;16.09;366.445;"rain";335;1;156.7386;205.3241;240
2019-03-06 13:30:00;1551875400;"Partly Cloudy";"partly-cloudy-day";0;0;15.58;15.58;3.38;0.44;1018.67;4.445;5.49;167.5;0.505;2;16.09;366.01;"rain";323;1;152.2075;200.3102;247
2019-03-06 13:45:00;1551876300;"Partly Cloudy";"partly-cloudy-day";0;0;15.87;15.87;3.47;0.435;1018.465;4.5125;5.68;169.75;0.4875;2;16.09;365.575;"rain";308;1;146.8318;194.338;256
2019-03-06 14:00:00;1551877200;"Partly Cloudy";"partly-cloudy-day";0;0;16.16;16.16;3.56;0.43;1018.26;4.58;5.87;172;0.47;2;16.09;365.14;"rain";292;1;140.6402;187.4333;278
2019-03-06 14:15:00;1551878100;"Partly Cloudy";"partly-cloudy-day";0;0;16.345;16.345;3.655;0.4275;1018.03;4.6075;6.075;173.75;0.445;1.75;16.09;364.6475;"rain";275;1;133.6663;179.6258;294
2019-03-06 14:30:00;1551879000;"Partly Cloudy";"partly-cloudy-day";0;0;16.53;16.53;3.75;0.425;1017.8;4.635;6.28;175.5;0.42;1.5;16.09;364.155;"rain";256;1;125.9491;170.9489;295
2019-03-06 14:45:00;1551879900;"Partly Cloudy";"partly-cloudy-day";0;0;16.715;16.715;3.845;0.4225;1017.57;4.6625;6.485;177.25;0.395;1.25;16.09;363.6625;"rain";235;1;117.5338;161.44;278
2019-03-06 15:00:00;1551880800;"Partly Cloudy";"partly-cloudy-day";0;0;16.9;16.9;3.94;0.42;1017.34;4.69;6.69;179;0.37;1;16.09;363.17;"rain";214;1;108.4722;151.1398;254
2019-03-06 15:15:00;1551881700;"Partly Cloudy";"partly-cloudy-day";0;0;16.9;16.9;3.9875;0.4225;1017.1675;4.6925;6.895;180.25;0.3525;0.75;16.09;362.7425;"rain";191;1;98.8242;140.0925;243
2019-03-06 15:30:00;1551882600;"Partly Cloudy";"partly-cloudy-day";0;0;16.9;16.9;4.035;0.425;1016.995;4.695;7.1;181.5;0.335;0.5;16.09;362.315;"rain";167;1;88.6598;128.3455;195
2019-03-06 15:45:00;1551883500;"Partly Cloudy";"partly-cloudy-day";0;0;16.9;16.9;4.0825;0.4275;1016.8225;4.6975;7.305;182.75;0.3175;0.25;16.09;361.8875;"rain";142;1;78.0613;115.9494;145
2019-03-06 16:00:00;1551884400;"Partly Cloudy";"partly-cloudy-day";0;0;16.9;16.9;4.13;0.43;1016.65;4.7;7.51;184;0.3;0;16.09;361.46;"rain";116;1;67.1275;102.9571;136
2019-03-06 16:15:00;1551885300;"Partly Cloudy";"partly-cloudy-day";0;0;16.6325;16.6325;4.11;0.435;1016.5725;4.67;7.765;182.75;0.295;0;16.09;361.08;"rain";89;1;55.9693;89.4245;129
2019-03-06 16:30:00;1551886200;"Partly Cloudy";"partly-cloudy-day";0;0;16.365;16.365;4.09;0.44;1016.495;4.64;8.02;181.5;0.29;0;16.09;360.7;"rain";61;1;44.7411;75.4097;92
2019-03-06 16:45:00;1551887100;"Partly Cloudy";"partly-cloudy-day";0;0;16.0975;16.0975;4.07;0.445;1016.4175;4.61;8.275;180.25;0.285;0;16.09;360.32;"rain";33;1;33.6617;60.9726;79
2019-03-06 17:00:00;1551888000;"Partly Cloudy";"partly-cloudy-day";0;0;15.83;15.83;4.05;0.45;1016.34;4.58;8.53;179;0.28;0;16.09;359.94;"rain";7;1;23.0325;46.1754;52
2019-03-06 17:15:00;1551888900;"Partly Cloudy";"partly-cloudy-night";0;0;15.3875;15.3875;3.9825;0.4625;1016.3175;4.52;8.7875;177;0.2825;0;16.09;359.605;"rain";0;1;13.3198;31.0814;0
2019-03-06 17:30:00;1551889800;"Partly Cloudy";"partly-cloudy-night";0;0;14.945;14.945;3.915;0.475;1016.295;4.46;9.045;175;0.285;0;16.09;359.27;"rain";0;1;5.2947;15.7553;0
2019-03-06 17:45:00;1551890700;"Partly Cloudy";"partly-cloudy-night";0;0;14.5025;14.5025;3.8475;0.4875;1016.2725;4.4;9.3025;173;0.2875;0;16.09;358.935;"rain";0;1;0.5034;2.0583;0
2019-03-06 18:00:00;1551891600;"Partly Cloudy";"partly-cloudy-night";0;0;14.06;14.06;3.78;0.5;1016.25;4.34;9.56;171;0.29;0;16.09;358.6;"rain";0;1;0;0;0
2019-03-06 18:15:00;1551892500;"Partly Cloudy";"partly-cloudy-night";0;0;13.695;13.695;3.7075;0.51;1016.23;4.285;9.6375;170;0.295;0;16.09;358.32;"rain";0;1;0;0;0
2019-03-06 18:30:00;1551893400;"Partly Cloudy";"partly-cloudy-night";0;0;13.33;13.33;3.635;0.52;1016.21;4.23;9.715;169;0.3;0;16.09;358.04;"rain";0;1;0;0;0
2019-03-06 18:45:00;1551894300;"Partly Cloudy";"partly-cloudy-night";0;0;12.965;12.965;3.5625;0.53;1016.19;4.175;9.7925;168;0.305;0;16.09;357.76;"rain";0;1;0;0;0
2019-03-06 19:00:00;1551895200;"Partly Cloudy";"partly-cloudy-night";0;0;12.6;12.6;3.49;0.54;1016.17;4.12;9.87;167;0.31;0;16.09;357.48;"rain";0;1;0;0;0
2019-03-06 19:15:00;1551896100;"Partly Cloudy";"partly-cloudy-night";0;0;12.33;12.33;3.415;0.5475;1016.14;4.075;9.605;169;0.32;0;16.09;357.3525;"rain";0;1;0;0;0
2019-03-06 19:30:00;1551897000;"Partly Cloudy";"partly-cloudy-night";0;0;12.06;12.06;3.34;0.555;1016.11;4.03;9.34;171;0.33;0;16.09;357.225;"rain";0;1;0;0;0
2019-03-06 19:45:00;1551897900;"Partly Cloudy";"partly-cloudy-night";0;0;11.79;11.79;3.265;0.5625;1016.08;3.985;9.075;173;0.34;0;16.09;357.0975;"rain";0;1;0;0;0
2019-03-06 20:00:00;1551898800;"Partly Cloudy";"partly-cloudy-night";0;0;11.52;11.52;3.19;0.57;1016.05;3.94;8.81;175;0.35;0;16.09;356.97;"rain";0;1;0;0;0
2019-03-06 20:15:00;1551899700;"Partly Cloudy";"partly-cloudy-night";0;0;11.3325;11.3325;3.125;0.5725;1016.03;3.8975;8.3675;177.75;0.3625;0;16.09;356.8975;"rain";0;1;0;0;0
2019-03-06 20:30:00;1551900600;"Partly Cloudy";"partly-cloudy-night";0;0;11.145;11.145;3.06;0.575;1016.01;3.855;7.925;180.5;0.375;0;16.09;356.825;"rain";0;1;0;0;0
2019-03-06 20:45:00;1551901500;"Partly Cloudy";"partly-cloudy-night";0;0;10.9575;10.9575;2.995;0.5775;1015.99;3.8125;7.4825;183.25;0.3875;0;16.09;356.7525;"rain";0;1;0;0;0
2019-03-06 21:00:00;1551902400;"Partly Cloudy";"partly-cloudy-night";0;0;10.77;10.77;2.93;0.58;1015.97;3.77;7.04;186;0.4;0;16.09;356.68;"rain";0;1;0;0;0
2019-03-06 21:15:00;1551903300;"Partly Cloudy";"partly-cloudy-night";0;0;10.62;10.62;2.875;0.585;1015.925;3.745;6.74;187.75;0.415;0;16.09;356.44;"rain";0;1;0;0;0
2019-03-06 21:30:00;1551904200;"Partly Cloudy";"partly-cloudy-night";0;0;10.47;10.47;2.82;0.59;1015.88;3.72;6.44;189.5;0.43;0;16.09;356.2;"rain";0;1;0;0;0
2019-03-06 21:45:00;1551905100;"Partly Cloudy";"partly-cloudy-night";0;0;10.32;10.32;2.765;0.595;1015.835;3.695;6.14;191.25;0.445;0;16.09;355.96;"rain";0;1;0;0;0
2019-03-06 22:00:00;1551906000;"Partly Cloudy";"partly-cloudy-night";0;0;10.17;10.17;2.71;0.6;1015.79;3.67;5.84;193;0.46;0;16.09;355.72;"rain";0;1;0;0;0
2019-03-06 22:15:00;1551906900;"Partly Cloudy";"partly-cloudy-night";0;0;10.015;9.5325;2.67;0.605;1015.725;3.6625;5.8125;192.5;0.475;0;16.09;355.1925;"rain";0;1;0;0;0
2019-03-06 22:30:00;1551907800;"Partly Cloudy";"partly-cloudy-night";0;0;9.86;8.895;2.63;0.61;1015.66;3.655;5.785;192;0.49;0;16.09;354.665;"rain";0;1;0;0;0
2019-03-06 22:45:00;1551908700;"Partly Cloudy";"partly-cloudy-night";0;0;9.705;8.2575;2.59;0.615;1015.595;3.6475;5.7575;191.5;0.505;0;16.09;354.1375;"rain";0;1;0;0;0
2019-03-06 23:00:00;1551909600;"Partly Cloudy";"partly-cloudy-night";0;0;9.55;7.62;2.55;0.62;1015.53;3.64;5.73;191;0.52;0;16.09;353.61;"rain";0;1;0;0;0
2019-03-06 23:15:00;1551910500;"Partly Cloudy";"partly-cloudy-night";0;0;9.445;7.485;2.5275;0.6225;1015.4425;3.6525;5.845;190;0.535;0;16.09;352.905;"rain";0;1;0;0;0
2019-03-06 23:30:00;1551911400;"Partly Cloudy";"partly-cloudy-night";0;0;9.34;7.35;2.505;0.625;1015.355;3.665;5.96;189;0.55;0;16.09;352.2;"rain";0;1;0;0;0
2019-03-06 23:45:00;1551912300;"Partly Cloudy";"partly-cloudy-night";0;0;9.235;7.215;2.4825;0.6275;1015.2675;3.6775;6.075;188;0.565;0;16.09;351.495;"rain";0;1;0;0;0
