"datetime";"time";"summary";"icon";"precipIntensity";"precipProbability";"temperature";"apparentTemperature";"dewPoint";"humidity";"pressure";"windSpeed";"windGust";"windBearing";"cloudCover";"uvIndex";"visibility";"ozone";"Rad";"GHI";"TOA";"ForecastOrNot";"month";"predicted_P"
2019-05-14 00:00:00;1557784800;"Light Rain and Breezy";"rain";1.049;0.75;7.67;3.24;5.82;0.88;1022.03;9.52;17;5;1;0;4.59;357.16;0;0;0;1;5;0
2019-05-14 00:15:00;1557785700;"Light Rain and Breezy";"rain";1.022325;0.75;7.55;3.1275;5.7275;0.8825;1022.005;9.3525;16.735;4.25;1;0;4.1625;357.215;0;0;0;1;5;0
2019-05-14 00:30:00;1557786600;"Light Rain and Breezy";"rain";0.99565;0.75;7.43;3.015;5.635;0.885;1021.98;9.185;16.47;3.5;1;0;3.735;357.27;0;0;0;1;5;0
2019-05-14 00:45:00;1557787500;"Light Rain and Breezy";"rain";0.968975;0.75;7.31;2.9025;5.5425;0.8875;1021.955;9.0175;16.205;2.75;1;0;3.3075;357.325;0;0;0;1;5;0
2019-05-14 01:00:00;1557788400;"Light Rain and Breezy";"rain";0.9423;0.75;7.19;2.79;5.45;0.89;1021.93;8.85;15.94;2;1;0;2.88;357.38;0;0;0;1;5;0
2019-05-14 01:15:00;1557789300;"Light Rain and Breezy";"rain";0.941675;0.7525;7.09;2.6875;5.3575;0.89;1021.8825;8.7375;15.7975;91.25;1;0;2.5875;357.4525;0;0;0;1;5;0
2019-05-14 01:30:00;1557790200;"Light Rain and Breezy";"rain";0.94105;0.755;6.99;2.585;5.265;0.89;1021.835;8.625;15.655;180.5;1;0;2.295;357.525;0;0;0;1;5;0
2019-05-14 01:45:00;1557791100;"Light Rain and Breezy";"rain";0.940425;0.7575;6.89;2.4825;5.1725;0.89;1021.7875;8.5125;15.5125;269.75;1;0;2.0025;357.5975;0;0;0;1;5;0
2019-05-14 02:00:00;1557792000;"Light Rain and Breezy";"rain";0.9398;0.76;6.79;2.38;5.08;0.89;1021.74;8.4;15.37;359;1;0;1.71;357.67;0;0;0;1;5;0
2019-05-14 02:15:00;1557792900;"Light Rain and Breezy";"rain";0.965825;0.76;6.715;2.28;4.975;0.8875;1021.66;8.41;15.475;359;1;0;1.6525;357.8425;0;0;0;1;5;0
2019-05-14 02:30:00;1557793800;"Light Rain and Breezy";"rain";0.99185;0.76;6.64;2.18;4.87;0.885;1021.58;8.42;15.58;359;1;0;1.595;358.015;0;0;0;1;5;0
2019-05-14 02:45:00;1557794700;"Light Rain and Breezy";"rain";1.017875;0.76;6.565;2.08;4.765;0.8825;1021.5;8.43;15.685;359;1;0;1.5375;358.1875;0;0;0;1;5;0
2019-05-14 03:00:00;1557795600;"Light Rain and Breezy";"rain";1.0439;0.76;6.49;1.98;4.66;0.88;1021.42;8.44;15.79;359;1;0;1.48;358.36;0;0;0;1;5;0
2019-05-14 03:15:00;1557796500;"Light Rain and Breezy";"rain";1.12455;0.7625;6.4175;1.8675;4.5525;0.8775;1021.315;8.5025;16.0125;269.5;1;0;1.5575;358.5625;0;0;0;1;5;0
2019-05-14 03:30:00;1557797400;"Light Rain and Breezy";"rain";1.2052;0.765;6.345;1.755;4.445;0.875;1021.21;8.565;16.235;180;1;0;1.635;358.765;0;0;0;1;5;0
2019-05-14 03:45:00;1557798300;"Light Rain and Breezy";"rain";1.28585;0.7675;6.2725;1.6425;4.3375;0.8725;1021.105;8.6275;16.4575;90.5;1;0;1.7125;358.9675;0;0;0;1;5;0
2019-05-14 04:00:00;1557799200;"Rain and Breezy";"rain";1.3665;0.77;6.2;1.53;4.23;0.87;1021;8.69;16.68;1;1;0;1.79;359.17;0;0;0;1;5;0
2019-05-14 04:15:00;1557800100;"Rain and Breezy";"rain";1.4681;0.7725;6.1;1.3925;4.1525;0.8725;1020.93;8.71;16.8125;0.75;1;0;1.8375;359.27;0;0;0;1;5;0
2019-05-14 04:30:00;1557801000;"Rain and Breezy";"rain";1.5697;0.775;6;1.255;4.075;0.875;1020.86;8.73;16.945;0.5;1;0;1.885;359.37;4;0;0;1;5;0
2019-05-14 04:45:00;1557801900;"Rain and Breezy";"rain";1.6713;0.7775;5.9;1.1175;3.9975;0.8775;1020.79;8.75;17.0775;0.25;1;0;1.9325;359.47;28;0;0;1;5;0
2019-05-14 05:00:00;1557802800;"Rain and Breezy";"rain";1.7729;0.78;5.8;0.98;3.92;0.88;1020.72;8.77;17.21;0;1;0;1.98;359.57;55;0;0;1;5;0
2019-05-14 05:15:00;1557803700;"Rain and Breezy";"rain";1.8434;0.78;5.6275;0.775;3.8925;0.8875;1020.7075;8.7075;17.1375;89.75;1;0;1.92;359.54;83;0;0;1;5;0
2019-05-14 05:30:00;1557804600;"Rain and Breezy";"rain";1.9139;0.78;5.455;0.57;3.865;0.895;1020.695;8.645;17.065;179.5;1;0;1.86;359.51;111;0.3298;1.5166;1;5;2
2019-05-14 05:45:00;1557805500;"Rain and Breezy";"rain";1.9844;0.78;5.2825;0.365;3.8375;0.9025;1020.6825;8.5825;16.9925;269.25;1;0;1.8;359.48;138;3.8817;13.2511;1;5;11
2019-05-14 06:00:00;1557806400;"Rain and Breezy";"rain";2.0549;0.78;5.11;0.16;3.81;0.91;1020.67;8.52;16.92;359;1;0;1.74;359.45;166;10.1493;27.1069;1;5;23
2019-05-14 06:15:00;1557807300;"Rain and Breezy";"rain";2.09935;0.775;5.0025;0.0475;3.8125;0.9175;1020.6825;8.4225;16.7525;358.25;1;0;1.65;359.3225;193;18.1325;41.1757;1;5;35
2019-05-14 06:30:00;1557808200;"Rain and Breezy";"rain";2.1438;0.77;4.895;-0.065;3.815;0.925;1020.695;8.325;16.585;357.5;1;0;1.56;359.195;221;27.3152;55.3976;1;5;47
2019-05-14 06:45:00;1557809100;"Rain and Breezy";"rain";2.18825;0.765;4.7875;-0.1775;3.8175;0.9325;1020.7075;8.2275;16.4175;356.75;1;0;1.47;359.0675;248;37.3439;69.7116;1;5;60
