"datetime";"time";"summary";"icon";"precipIntensity";"precipProbability";"temperature";"apparentTemperature";"dewPoint";"humidity";"pressure";"windSpeed";"windGust";"windBearing";"cloudCover";"uvIndex";"visibility";"ozone";"precipType";"Rad";"GHI";"TOA";"ForecastOrNot";"month";"predicted_P"
2019-04-08 00:00:00;1554674400;"Overcast";"cloudy";0.4623;0.31;11.76;11.76;9.36;0.85;1006.33;2.23;4.05;262;1;0;14;359.76;"rain";0;0;0;1;4;0
2019-04-08 00:15:00;1554675300;"Overcast";"cloudy";0.4515;0.3025;11.7075;11.7075;9.4425;0.8575;1006.2975;2.16;3.83;281.5;1;0;12.525;360.1425;"rain";0;0;0;1;4;0
2019-04-08 00:30:00;1554676200;"Overcast";"cloudy";0.4407;0.295;11.655;11.655;9.525;0.865;1006.265;2.09;3.61;301;1;0;11.05;360.525;"rain";0;0;0;1;4;0
2019-04-08 00:45:00;1554677100;"Overcast";"cloudy";0.4299;0.2875;11.6025;11.6025;9.6075;0.8725;1006.2325;2.02;3.39;320.5;1;0;9.575;360.9075;"rain";0;0;0;1;4;0
2019-04-08 01:00:00;1554678000;"Overcast";"cloudy";0.4191;0.28;11.55;11.55;9.69;0.88;1006.2;1.95;3.17;340;1;0;8.1;361.29;"rain";0;0;0;1;4;0
2019-04-08 01:15:00;1554678900;"Overcast";"cloudy";0.39815;0.27;11.4925;11.4925;9.725;0.8875;1006.16;2.01;3.0325;330.75;1;0;7.375;361.655;"rain";0;0;0;1;4;0
2019-04-08 01:30:00;1554679800;"Overcast";"cloudy";0.3772;0.26;11.435;11.435;9.76;0.895;1006.12;2.07;2.895;321.5;1;0;6.65;362.02;"rain";0;0;0;1;4;0
2019-04-08 01:45:00;1554680700;"Overcast";"cloudy";0.35625;0.25;11.3775;11.3775;9.795;0.9025;1006.08;2.13;2.7575;312.25;1;0;5.925;362.385;"rain";0;0;0;1;4;0
2019-04-08 02:00:00;1554681600;"Overcast";"cloudy";0.3353;0.24;11.32;11.32;9.83;0.91;1006.04;2.19;2.62;303;1;0;5.2;362.75;"rain";0;0;0;1;4;0
2019-04-08 02:15:00;1554682500;"Mostly Cloudy";"partly-cloudy-night";0.29275;0.2225;11.2225;11.2225;9.7725;0.91;1005.9875;2.13;2.54;300.75;0.965;0;6.0475;363.0675;"rain";0;0;0;1;4;0
2019-04-08 02:30:00;1554683400;"Mostly Cloudy";"partly-cloudy-night";0.2502;0.205;11.125;11.125;9.715;0.91;1005.935;2.07;2.46;298.5;0.93;0;6.895;363.385;"rain";0;0;0;1;4;0
2019-04-08 02:45:00;1554684300;"Mostly Cloudy";"partly-cloudy-night";0.20765;0.1875;11.0275;11.0275;9.6575;0.91;1005.8825;2.01;2.38;296.25;0.895;0;7.7425;363.7025;"rain";0;0;0;1;4;0
2019-04-08 03:00:00;1554685200;"Mostly Cloudy";"partly-cloudy-night";0.1651;0.17;10.93;10.93;9.6;0.91;1005.83;1.95;2.3;294;0.86;0;8.59;364.02;"rain";0;0;0;1;4;0
2019-04-08 03:15:00;1554686100;"Mostly Cloudy";"partly-cloudy-night";0.13145;0.1475;10.81;10.81;9.4875;0.9125;1005.7725;1.9625;2.2625;298.5;0.815;0;10.1975;364.3325;"rain";0;0;0;1;4;0
2019-04-08 03:30:00;1554687000;"Mostly Cloudy";"partly-cloudy-night";0.0978;0.125;10.69;10.69;9.375;0.915;1005.715;1.975;2.225;303;0.77;0;11.805;364.645;"rain";0;0;0;1;4;0
2019-04-08 03:45:00;1554687900;"Mostly Cloudy";"partly-cloudy-night";0.06415;0.1025;10.57;10.57;9.2625;0.9175;1005.6575;1.9875;2.1875;307.5;0.725;0;13.4125;364.9575;"rain";0;0;0;1;4;0
2019-04-08 04:00:00;1554688800;"Mostly Cloudy";"partly-cloudy-night";0.0305;0.08;10.45;10.45;9.15;0.92;1005.6;2;2.15;312;0.68;0;15.02;365.27;"rain";0;0;0;1;4;0
2019-04-08 04:15:00;1554689700;"Partly Cloudy";"partly-cloudy-night";0.022875;0.06;10.38;10.38;9.08;0.92;1005.5675;2.0075;2.1525;312.25;0.65;0;15.2875;365.54;"rain";0;0;0;1;4;0
2019-04-08 04:30:00;1554690600;"Partly Cloudy";"partly-cloudy-night";0.01525;0.04;10.31;10.31;9.01;0.92;1005.535;2.015;2.155;312.5;0.62;0;15.555;365.81;"rain";0;0;0;1;4;0
2019-04-08 04:45:00;1554691500;"Partly Cloudy";"partly-cloudy-night";0.007625;0.02;10.24;10.24;8.94;0.92;1005.5025;2.0225;2.1575;312.75;0.59;0;15.8225;366.08;"rain";0;0;0;1;4;0
2019-04-08 05:00:00;1554692400;"Partly Cloudy";"partly-cloudy-night";0;0;10.17;10.17;8.87;0.92;1005.47;2.03;2.16;313;0.56;0;16.09;366.35;"rain";0;0;0;1;4;0
2019-04-08 05:15:00;1554693300;"Partly Cloudy";"partly-cloudy-night";0;0;10.185;10.185;8.89;0.92;1005.48;2.035;2.245;314.5;0.565;0;16.09;366.605;"rain";0;0;0;1;4;0
2019-04-08 05:30:00;1554694200;"Partly Cloudy";"partly-cloudy-night";0;0;10.2;10.2;8.91;0.92;1005.49;2.04;2.33;316;0.57;0;16.09;366.86;"rain";17;0;0;1;4;0
2019-04-08 05:45:00;1554695100;"Partly Cloudy";"partly-cloudy-night";0;0;10.215;10.215;8.93;0.92;1005.5;2.045;2.415;317.5;0.575;0;16.09;367.115;"rain";46;0;0;1;4;0
2019-04-08 06:00:00;1554696000;"Partly Cloudy";"partly-cloudy-night";0;0;10.23;10.23;8.95;0.92;1005.51;2.05;2.5;319;0.58;0;16.09;367.37;"rain";75;0;0;1;4;0
2019-04-08 06:15:00;1554696900;"Mostly Cloudy";"partly-cloudy-day";0;0;10.27;10.27;9.015;0.92;1005.55;2.06;2.6325;321.5;0.6;0;16.09;367.5975;"rain";104;0;0;1;4;0
2019-04-08 06:30:00;1554697800;"Mostly Cloudy";"partly-cloudy-day";0;0;10.31;10.31;9.08;0.92;1005.59;2.07;2.765;324;0.62;0;16.09;367.825;"rain";132;0.7074;3.4632;1;4;46
2019-04-08 06:45:00;1554698700;"Mostly Cloudy";"partly-cloudy-day";0;0;10.35;10.35;9.145;0.92;1005.63;2.08;2.8975;326.5;0.64;0;16.09;368.0525;"rain";160;4.5405;17.9189;1;4;51
2019-04-08 07:00:00;1554699600;"Mostly Cloudy";"partly-cloudy-day";0;0;10.39;10.39;9.21;0.92;1005.67;2.09;3.03;329;0.66;0;16.09;368.28;"rain";188;10.1666;33.2335;1;4;73
2019-04-08 07:15:00;1554700500;"Mostly Cloudy";"partly-cloudy-day";0.0019;0.005;10.5575;10.5575;9.29;0.915;1005.6975;2.1;3.1425;332.25;0.6825;0;16.09;368.4525;"rain";215;17.2374;48.5396;1;4;83
2019-04-08 07:30:00;1554701400;"Mostly Cloudy";"partly-cloudy-day";0.0038;0.01;10.725;10.725;9.37;0.91;1005.725;2.11;3.255;335.5;0.705;0;16.09;368.625;"rain";241;25.5269;63.7717;1;4;89
2019-04-08 07:45:00;1554702300;"Mostly Cloudy";"partly-cloudy-day";0.0057;0.015;10.8925;10.8925;9.45;0.905;1005.7525;2.12;3.3675;338.75;0.7275;0;16.09;368.7975;"rain";266;34.7904;78.8646;1;4;98
2019-04-08 08:00:00;1554703200;"Mostly Cloudy";"partly-cloudy-day";0.0076;0.02;11.06;11.06;9.53;0.9;1005.78;2.13;3.48;342;0.75;0;16.09;368.97;"rain";291;44.7819;93.7536;1;4;111
2019-04-08 08:15:00;1554704100;"Mostly Cloudy";"partly-cloudy-day";0.0076;0.02;11.3625;11.3625;9.64;0.89;1005.7975;2.155;3.5475;256.75;0.765;0.25;16.09;369.0225;"rain";314;55.138;108.3752;1;4;123
2019-04-08 08:30:00;1554705000;"Mostly Cloudy";"partly-cloudy-day";0.0076;0.02;11.665;11.665;9.75;0.88;1005.815;2.18;3.615;171.5;0.78;0.5;16.09;369.075;"rain";336;65.6;122.6667;1;4;140
2019-04-08 08:45:00;1554705900;"Mostly Cloudy";"partly-cloudy-day";0.0076;0.02;11.9675;11.9675;9.86;0.87;1005.8325;2.205;3.6825;86.25;0.795;0.75;16.09;369.1275;"rain";357;76.1031;136.5669;1;4;145
2019-04-08 09:00:00;1554706800;"Mostly Cloudy";"partly-cloudy-day";0.0076;0.02;12.27;12.27;9.97;0.86;1005.85;2.23;3.75;1;0.81;1;16.09;369.18;"rain";376;86.5082;150.0165;1;4;149
2019-04-08 09:15:00;1554707700;"Mostly Cloudy";"partly-cloudy-day";0.0057;0.015;12.6575;12.6575;10.1;0.845;1005.8575;2.2625;3.8;6.5;0.825;1.25;16.09;369.165;"rain";394;96.699;162.9578;1;4;160
2019-04-08 09:30:00;1554708600;"Mostly Cloudy";"partly-cloudy-day";0.0038;0.01;13.045;13.045;10.23;0.83;1005.865;2.295;3.85;12;0.84;1.5;16.09;369.15;"rain";410;106.5767;175.3355;1;4;186
2019-04-08 09:45:00;1554709500;"Mostly Cloudy";"partly-cloudy-day";0.0019;0.005;13.4325;13.4325;10.36;0.815;1005.8725;2.3275;3.9;17.5;0.855;1.75;16.09;369.135;"rain";425;116.0564;187.0967;1;4;201
2019-04-08 10:00:00;1554710400;"Mostly Cloudy";"partly-cloudy-day";0;0;13.82;13.82;10.49;0.8;1005.88;2.36;3.95;23;0.87;2;16.09;369.12;"rain";438;125.0637;198.1911;1;4;223
2019-04-08 10:15:00;1554711300;"Mostly Cloudy";"partly-cloudy-day";0;0;14.26;14.26;10.5675;0.7825;1005.855;2.39;4;27.75;0.8775;2.25;16.09;369.1475;"rain";449;133.5322;208.5711;1;4;238
2019-04-08 10:30:00;1554712200;"Mostly Cloudy";"partly-cloudy-day";0;0;14.7;14.7;10.645;0.765;1005.83;2.42;4.05;32.5;0.885;2.5;16.09;369.175;"rain";459;141.4027;218.1924;1;4;238
2019-04-08 10:45:00;1554713100;"Mostly Cloudy";"partly-cloudy-day";0;0;15.14;15.14;10.7225;0.7475;1005.805;2.45;4.1;37.25;0.8925;2.75;16.09;369.2025;"rain";467;148.6221;227.0139;1;4;251
2019-04-08 11:00:00;1554714000;"Mostly Cloudy";"partly-cloudy-day";0;0;15.58;15.58;10.8;0.73;1005.78;2.48;4.15;42;0.9;3;16.09;369.23;"rain";472;155.1428;234.9979;1;4;251
