"datetime";"time";"summary";"icon";"precipIntensity";"precipProbability";"temperature";"apparentTemperature";"dewPoint";"humidity";"pressure";"windSpeed";"windGust";"windBearing";"cloudCover";"uvIndex";"visibility";"ozone";"Rad";"GHI";"TOA";"ForecastOrNot";"month";"predicted_P"
2019-05-27 00:00:00;1558908000;"Overcast";"cloudy";0;0;16.97;16.97;12.72;0.76;1013.48;1.85;3.18;143;1;0;16.09;342.44;0;0;0;1;5;0
2019-05-27 00:15:00;1558908900;"Overcast";"cloudy";0;0;16.82;16.82;12.755;0.77;1013.41;1.7725;3.085;142.75;1;0;16.09;342.5825;0;0;0;1;5;0
2019-05-27 00:30:00;1558909800;"Overcast";"cloudy";0;0;16.67;16.67;12.79;0.78;1013.34;1.695;2.99;142.5;1;0;16.09;342.725;0;0;0;1;5;0
2019-05-27 00:45:00;1558910700;"Overcast";"cloudy";0;0;16.52;16.52;12.825;0.79;1013.27;1.6175;2.895;142.25;1;0;16.09;342.8675;0;0;0;1;5;0
2019-05-27 01:00:00;1558911600;"Overcast";"cloudy";0;0;16.37;16.37;12.86;0.8;1013.2;1.54;2.8;142;1;0;16.09;343.01;0;0;0;1;5;0
2019-05-27 01:15:00;1558912500;"Overcast";"cloudy";0;0;16.2025;16.2025;12.89;0.81;1013.1375;1.4725;2.7175;145.5;1;0;16.09;343.07;0;0;0;1;5;0
2019-05-27 01:30:00;1558913400;"Overcast";"cloudy";0;0;16.035;16.035;12.92;0.82;1013.075;1.405;2.635;149;1;0;16.09;343.13;0;0;0;1;5;0
2019-05-27 01:45:00;1558914300;"Overcast";"cloudy";0;0;15.8675;15.8675;12.95;0.83;1013.0125;1.3375;2.5525;152.5;1;0;16.09;343.19;0;0;0;1;5;0
2019-05-27 02:00:00;1558915200;"Overcast";"cloudy";0;0;15.7;15.7;12.98;0.84;1012.95;1.27;2.47;156;1;0;16.09;343.25;0;0;0;1;5;0
2019-05-27 02:15:00;1558916100;"Overcast";"cloudy";0;0;15.5275;15.5275;12.97;0.8475;1013.035;1.3;2.4275;162;0.9975;0;16.09;343.17;0;0;0;1;5;0
