"datetime";"time";"summary";"icon";"precipIntensity";"precipProbability";"temperature";"apparentTemperature";"dewPoint";"humidity";"pressure";"windSpeed";"windGust";"windBearing";"cloudCover";"uvIndex";"visibility";"ozone";"precipType";"Rad";"GHI";"TOA";"ForecastOrNot";"month";"predicted_P"
2019-03-26 00:00:00;1553554800;"Overcast";"cloudy";0.0152;0.07;6.42;3.38;1.43;0.7;1019.1;4.44;10.74;350;1;0;3.69;400.32;"rain";0;0;0;1;3;0
2019-03-26 00:15:00;1553555700;"Overcast";"cloudy";0.0133;0.0625;6.3725;3.325;1.3075;0.6975;1019.19;4.4325;11.0375;350.5;1;0;4.075;400.12;"rain";0;0;0;1;3;0
2019-03-26 00:30:00;1553556600;"Overcast";"cloudy";0.0114;0.055;6.325;3.27;1.185;0.695;1019.28;4.425;11.335;351;1;0;4.46;399.92;"rain";0;0;0;1;3;0
2019-03-26 00:45:00;1553557500;"Overcast";"cloudy";0.0095;0.0475;6.2775;3.215;1.0625;0.6925;1019.37;4.4175;11.6325;351.5;1;0;4.845;399.72;"rain";0;0;0;1;3;0
2019-03-26 01:00:00;1553558400;"Overcast";"cloudy";0.0076;0.04;6.23;3.16;0.94;0.69;1019.46;4.41;11.93;352;1;0;5.23;399.52;"rain";0;0;0;1;3;0
2019-03-26 01:15:00;1553559300;"Overcast";"cloudy";0.0057;0.03;6.1875;3.0925;0.8275;0.685;1019.5;4.435;12.0575;351.5;1;0;6.6375;399.3925;"rain";0;0;0;1;3;0
2019-03-26 01:30:00;1553560200;"Overcast";"cloudy";0.0038;0.02;6.145;3.025;0.715;0.68;1019.54;4.46;12.185;351;1;0;8.045;399.265;"rain";0;0;0;1;3;0
2019-03-26 01:45:00;1553561100;"Overcast";"cloudy";0.0019;0.01;6.1025;2.9575;0.6025;0.675;1019.58;4.485;12.3125;350.5;1;0;9.4525;399.1375;"rain";0;0;0;1;3;0
2019-03-26 02:00:00;1553562000;"Overcast";"cloudy";0;0;6.06;2.89;0.49;0.67;1019.62;4.51;12.44;350;1;0;10.86;399.01;"rain";0;0;0;1;3;0
2019-03-26 02:15:00;1553562900;"Overcast";"cloudy";0;0;5.995;2.79;0.395;0.67;1019.6475;4.5525;12.485;349;1;0;12.1675;398.9275;"rain";0;0;0;1;3;0
2019-03-26 02:30:00;1553563800;"Overcast";"cloudy";0;0;5.93;2.69;0.3;0.67;1019.675;4.595;12.53;348;1;0;13.475;398.845;"rain";0;0;0;1;3;0
2019-03-26 02:45:00;1553564700;"Overcast";"cloudy";0;0;5.865;2.59;0.205;0.67;1019.7025;4.6375;12.575;347;1;0;14.7825;398.7625;"rain";0;0;0;1;3;0
2019-03-26 03:00:00;1553565600;"Overcast";"cloudy";0;0;5.8;2.49;0.11;0.67;1019.73;4.68;12.62;346;1;0;16.09;398.68;"rain";0;0;0;1;3;0
