"datetime";"time";"summary";"icon";"precipIntensity";"precipProbability";"temperature";"apparentTemperature";"dewPoint";"humidity";"pressure";"windSpeed";"windGust";"windBearing";"cloudCover";"uvIndex";"visibility";"ozone";"precipType";"Rad";"GHI";"TOA";"ForecastOrNot";"month";"predicted_P"
2019-04-20 00:00:00;1555711200;"Clear";"clear-night";0;0;13.54;13.54;3.31;0.5;1028.97;2.09;2.37;48;0.21;0;16.09;320.65;"rain";0;0;0;1;4;0
2019-04-20 00:15:00;1555712100;"Partly Cloudy";"partly-cloudy-night";0;0;13.4125;13.4125;3.2375;0.5025;1029.0275;2.265;2.575;53.75;0.2525;0;16.09;320.74;"rain";0;0;0;1;4;0
2019-04-20 00:30:00;1555713000;"Partly Cloudy";"partly-cloudy-night";0;0;13.285;13.285;3.165;0.505;1029.085;2.44;2.78;59.5;0.295;0;16.09;320.83;"rain";0;0;0;1;4;0
2019-04-20 00:45:00;1555713900;"Partly Cloudy";"partly-cloudy-night";0;0;13.1575;13.1575;3.0925;0.5075;1029.1425;2.615;2.985;65.25;0.3375;0;16.09;320.92;"rain";0;0;0;1;4;0
2019-04-20 01:00:00;1555714800;"Partly Cloudy";"partly-cloudy-night";0;0;13.03;13.03;3.02;0.51;1029.2;2.79;3.19;71;0.38;0;16.09;321.01;"rain";0;0;0;1;4;0
2019-04-20 01:15:00;1555715700;"Partly Cloudy";"partly-cloudy-night";0;0;12.8425;12.8425;2.9;0.51;1029.24;2.895;3.3275;75;0.3975;0;16.09;321.215;"rain";0;0;0;1;4;0
2019-04-20 01:30:00;1555716600;"Partly Cloudy";"partly-cloudy-night";0;0;12.655;12.655;2.78;0.51;1029.28;3;3.465;79;0.415;0;16.09;321.42;"rain";0;0;0;1;4;0
2019-04-20 01:45:00;1555717500;"Partly Cloudy";"partly-cloudy-night";0;0;12.4675;12.4675;2.66;0.51;1029.32;3.105;3.6025;83;0.4325;0;16.09;321.625;"rain";0;0;0;1;4;0
2019-04-20 02:00:00;1555718400;"Partly Cloudy";"partly-cloudy-night";0;0;12.28;12.28;2.54;0.51;1029.36;3.21;3.74;87;0.45;0;16.09;321.83;"rain";0;0;0;1;4;0
2019-04-20 02:15:00;1555719300;"Partly Cloudy";"partly-cloudy-night";0;0;11.905;11.905;2.335;0.5175;1029.385;3.2125;3.72;87.5;0.425;0;16.09;322.1375;"rain";0;0;0;1;4;0
2019-04-20 02:30:00;1555720200;"Partly Cloudy";"partly-cloudy-night";0;0;11.53;11.53;2.13;0.525;1029.41;3.215;3.7;88;0.4;0;16.09;322.445;"rain";0;0;0;1;4;0
2019-04-20 02:45:00;1555721100;"Partly Cloudy";"partly-cloudy-night";0;0;11.155;11.155;1.925;0.5325;1029.435;3.2175;3.68;88.5;0.375;0;16.09;322.7525;"rain";0;0;0;1;4;0
2019-04-20 03:00:00;1555722000;"Partly Cloudy";"partly-cloudy-night";0;0;10.78;10.78;1.72;0.54;1029.46;3.22;3.66;89;0.35;0;16.09;323.06;"rain";0;0;0;1;4;0
2019-04-20 03:15:00;1555722900;"Clear";"clear-night";0;0;10.3625;9.94;1.475;0.545;1029.4625;3.175;3.565;87;0.3;0;16.09;323.42;"rain";0;0;0;1;4;0
2019-04-20 03:30:00;1555723800;"Clear";"clear-night";0;0;9.945;9.1;1.23;0.55;1029.465;3.13;3.47;85;0.25;0;16.09;323.78;"rain";0;0;0;1;4;0
2019-04-20 03:45:00;1555724700;"Clear";"clear-night";0;0;9.5275;8.26;0.985;0.555;1029.4675;3.085;3.375;83;0.2;0;16.09;324.14;"rain";0;0;0;1;4;0
2019-04-20 04:00:00;1555725600;"Clear";"clear-night";0;0;9.11;7.42;0.74;0.56;1029.47;3.04;3.28;81;0.15;0;16.09;324.5;"rain";0;0;0;1;4;0
2019-04-20 04:15:00;1555726500;"Clear";"clear-night";0;0;8.8625;7.15;0.595;0.5625;1029.4925;2.995;3.2725;79.5;0.1125;0;16.09;324.9975;"rain";0;0;0;1;4;0
2019-04-20 04:30:00;1555727400;"Clear";"clear-night";0;0;8.615;6.88;0.45;0.565;1029.515;2.95;3.265;78;0.075;0;16.09;325.495;"rain";0;0;0;1;4;0
2019-04-20 04:45:00;1555728300;"Clear";"clear-night";0;0;8.3675;6.61;0.305;0.5675;1029.5375;2.905;3.2575;76.5;0.0375;0;16.09;325.9925;"rain";0;0;0;1;4;0
2019-04-20 05:00:00;1555729200;"Clear";"clear-night";0;0;8.12;6.34;0.16;0.57;1029.56;2.86;3.25;75;0;0;16.09;326.49;"rain";2;0;0;1;4;0
