"datetime";"time";"summary";"icon";"precipIntensity";"precipProbability";"temperature";"apparentTemperature";"dewPoint";"humidity";"pressure";"windSpeed";"windGust";"windBearing";"cloudCover";"uvIndex";"visibility";"ozone";"precipType";"Rad";"GHI";"TOA";"ForecastOrNot";"predicted_P"
2019-03-22 00:00:00;1553209200;"Clear";"clear-night";0;0;4.78;4.78;-3.52;0.55;1034.36;0.93;1.01;54;0.23;0;16.09;306.31;"rain";0;0;0;1;0
2019-03-22 00:15:00;1553210100;"Partly Cloudy";"partly-cloudy-night";0;0;4.655;4.655;-3.57;0.5525;1034.3425;0.9175;0.9925;49.5;0.235;0;16.09;306.2075;"rain";0;0;0;1;0
2019-03-22 00:30:00;1553211000;"Partly Cloudy";"partly-cloudy-night";0;0;4.53;4.53;-3.62;0.555;1034.325;0.905;0.975;45;0.24;0;16.09;306.105;"rain";0;0;0;1;0
2019-03-22 00:45:00;1553211900;"Partly Cloudy";"partly-cloudy-night";0;0;4.405;4.405;-3.67;0.5575;1034.3075;0.8925;0.9575;40.5;0.245;0;16.09;306.0025;"rain";0;0;0;1;0
2019-03-22 01:00:00;1553212800;"Partly Cloudy";"partly-cloudy-night";0;0;4.28;4.28;-3.72;0.56;1034.29;0.88;0.94;36;0.25;0;16.09;305.9;"rain";0;0;0;1;0
2019-03-22 01:15:00;1553213700;"Clear";"clear-night";0;0;4.1375;4.1375;-3.775;0.5625;1034.2475;0.88;0.9375;34;0.2375;0;16.09;305.6625;"rain";0;0;0;1;0
2019-03-22 01:30:00;1553214600;"Clear";"clear-night";0;0;3.995;3.995;-3.83;0.565;1034.205;0.88;0.935;32;0.225;0;16.09;305.425;"rain";0;0;0;1;0
2019-03-22 01:45:00;1553215500;"Clear";"clear-night";0;0;3.8525;3.8525;-3.885;0.5675;1034.1625;0.88;0.9325;30;0.2125;0;16.09;305.1875;"rain";0;0;0;1;0
2019-03-22 02:00:00;1553216400;"Clear";"clear-night";0;0;3.71;3.71;-3.94;0.57;1034.12;0.88;0.93;28;0.2;0;16.09;304.95;"rain";0;0;0;1;0
2019-03-22 02:15:00;1553217300;"Clear";"clear-night";0;0;3.575;3.575;-3.99;0.575;1034.0625;0.8875;0.9325;27;0.1825;0;16.09;304.62;"rain";0;0;0;1;0
