"datetime";"time";"summary";"icon";"precipIntensity";"precipProbability";"precipType";"temperature";"apparentTemperature";"dewPoint";"humidity";"pressure";"windSpeed";"windGust";"windBearing";"cloudCover";"uvIndex";"visibility";"ozone";"Rad";"GHI";"TOA";"ForecastOrNot";"predicted_P"
2019-03-12 00:00:00;1552345200;"Overcast";"cloudy";0;0;"rain";2.96;-0.17;-1.17;0.74;1018.1;3.29;11.92;321;1;0;16.09;473.34;0;0;0;1;0
2019-03-12 00:15:00;1552346100;"Overcast";"cloudy";0;0;"rain";2.915;-0.2675;-1.41;0.73;1018.1425;3.3525;12.04;323.25;1;0;16.09;474.015;0;0;0;1;0
2019-03-12 00:30:00;1552347000;"Overcast";"cloudy";0;0;"rain";2.87;-0.365;-1.65;0.72;1018.185;3.415;12.16;325.5;1;0;16.09;474.69;0;0;0;1;0
2019-03-12 00:45:00;1552347900;"Overcast";"cloudy";0;0;"rain";2.825;-0.4625;-1.89;0.71;1018.2275;3.4775;12.28;327.75;1;0;16.09;475.365;0;0;0;1;0
2019-03-12 01:00:00;1552348800;"Overcast";"cloudy";0;0;"rain";2.78;-0.56;-2.13;0.7;1018.27;3.54;12.4;330;1;0;16.09;476.04;0;0;0;1;0
2019-03-12 01:15:00;1552349700;"Mostly Cloudy";"partly-cloudy-night";0;0;"rain";2.7025;-0.69;-2.2525;0.6975;1018.2875;3.59;12.5425;331;0.9825;0;16.09;476.64;0;0;0;1;0
2019-03-12 01:30:00;1552350600;"Mostly Cloudy";"partly-cloudy-night";0;0;"rain";2.625;-0.82;-2.375;0.695;1018.305;3.64;12.685;332;0.965;0;16.09;477.24;0;0;0;1;0
2019-03-12 01:45:00;1552351500;"Mostly Cloudy";"partly-cloudy-night";0;0;"rain";2.5475;-0.95;-2.4975;0.6925;1018.3225;3.69;12.8275;333;0.9475;0;16.09;477.84;0;0;0;1;0
2019-03-12 02:00:00;1552352400;"Mostly Cloudy";"partly-cloudy-night";0;0;"rain";2.47;-1.08;-2.62;0.69;1018.34;3.74;12.97;334;0.93;0;16.09;478.44;0;0;0;1;0
2019-03-12 02:15:00;1552353300;"Mostly Cloudy";"partly-cloudy-night";0;0;"rain";2.3975;-1.195;-2.6775;0.69;1018.35;3.785;13.1025;334.25;0.905;0;16.09;478.78;0;0;0;1;0
2019-03-12 02:30:00;1552354200;"Mostly Cloudy";"partly-cloudy-night";0;0;"rain";2.325;-1.31;-2.735;0.69;1018.36;3.83;13.235;334.5;0.88;0;16.09;479.12;0;0;0;1;0
2019-03-12 02:45:00;1552355100;"Mostly Cloudy";"partly-cloudy-night";0;0;"rain";2.2525;-1.425;-2.7925;0.69;1018.37;3.875;13.3675;334.75;0.855;0;16.09;479.46;0;0;0;1;0
2019-03-12 03:00:00;1552356000;"Mostly Cloudy";"partly-cloudy-night";0;0;"rain";2.18;-1.54;-2.85;0.69;1018.38;3.92;13.5;335;0.83;0;16.09;479.8;0;0;0;1;0
2019-03-12 03:15:00;1552356900;"Mostly Cloudy";"partly-cloudy-night";0;0;"rain";2.1075;-1.6475;-2.8675;0.6925;1018.425;3.9425;13.5575;335.25;0.805;0;16.09;479.495;0;0;0;1;0
2019-03-12 03:30:00;1552357800;"Mostly Cloudy";"partly-cloudy-night";0;0;"rain";2.035;-1.755;-2.885;0.695;1018.47;3.965;13.615;335.5;0.78;0;16.09;479.19;0;0;0;1;0
2019-03-12 03:45:00;1552358700;"Mostly Cloudy";"partly-cloudy-night";0;0;"rain";1.9625;-1.8625;-2.9025;0.6975;1018.515;3.9875;13.6725;335.75;0.755;0;16.09;478.885;0;0;0;1;0
2019-03-12 04:00:00;1552359600;"Mostly Cloudy";"partly-cloudy-night";0;0;"rain";1.89;-1.97;-2.92;0.7;1018.56;4.01;13.73;336;0.73;0;16.09;478.58;0;0;0;1;0
2019-03-12 04:15:00;1552360500;"Mostly Cloudy";"partly-cloudy-night";0;0;"rain";1.8125;-2.0375;-2.92;0.705;1018.6675;3.9725;13.68;335.5;0.705;0;16.09;477.2325;0;0;0;1;0
2019-03-12 04:30:00;1552361400;"Mostly Cloudy";"partly-cloudy-night";0;0;"rain";1.735;-2.105;-2.92;0.71;1018.775;3.935;13.63;335;0.68;0;16.09;475.885;0;0;0;1;0
2019-03-12 04:45:00;1552362300;"Mostly Cloudy";"partly-cloudy-night";0;0;"rain";1.6575;-2.1725;-2.92;0.715;1018.8825;3.8975;13.58;334.5;0.655;0;16.09;474.5375;0;0;0;1;0
2019-03-12 05:00:00;1552363200;"Mostly Cloudy";"partly-cloudy-night";0;0;"rain";1.58;-2.24;-2.92;0.72;1018.99;3.86;13.53;334;0.63;0;16.09;473.19;0;0;0;1;0
2019-03-12 05:15:00;1552364100;"Partly Cloudy";"partly-cloudy-night";0;0;"rain";1.5025;-2.295;-2.885;0.725;1019.1375;3.7975;13.41;332.75;0.605;0;16.09;471.1275;0;0;0;1;0
2019-03-12 05:30:00;1552365000;"Partly Cloudy";"partly-cloudy-night";0;0;"rain";1.425;-2.35;-2.85;0.73;1019.285;3.735;13.29;331.5;0.58;0;16.09;469.065;0;0;0;1;0
2019-03-12 05:45:00;1552365900;"Partly Cloudy";"partly-cloudy-night";0;0;"rain";1.3475;-2.405;-2.815;0.735;1019.4325;3.6725;13.17;330.25;0.555;0;16.09;467.0025;0;0;0;1;0
2019-03-12 06:00:00;1552366800;"Partly Cloudy";"partly-cloudy-night";0;0;"rain";1.27;-2.46;-2.78;0.74;1019.58;3.61;13.05;329;0.53;0;16.09;464.94;0;0;0;1;0
2019-03-12 06:15:00;1552367700;"Partly Cloudy";"partly-cloudy-day";0;0;"rain";1.3175;-2.415;-2.695;0.7425;1019.72;3.6275;12.9;328.75;0.5;0;16.09;462.895;17;0.0779;0.3947;1;11
2019-03-12 06:30:00;1552368600;"Partly Cloudy";"partly-cloudy-day";0;0;"rain";1.365;-2.37;-2.61;0.745;1019.86;3.645;12.75;328.5;0.47;0;16.09;460.85;46;2.8735;11.334;1;5
2019-03-12 06:45:00;1552369500;"Partly Cloudy";"partly-cloudy-day";0;0;"rain";1.4125;-2.325;-2.525;0.7475;1020;3.6625;12.6;328.25;0.44;0;16.09;458.805;74;8.5189;26.8468;1;18
2019-03-12 07:00:00;1552370400;"Partly Cloudy";"partly-cloudy-day";0;0;"rain";1.46;-2.28;-2.44;0.75;1020.14;3.68;12.45;328;0.41;0;16.09;456.76;102;15.8442;42.1862;1;8
2019-03-12 07:15:00;1552371300;"Partly Cloudy";"partly-cloudy-day";0;0;"rain";1.8325;-1.93;-2.225;0.7425;1020.2625;3.85;12.255;329;0.3725;0;16.09;454.8775;129;24.4624;57.2867;1;33
2019-03-12 07:30:00;1552372200;"Partly Cloudy";"partly-cloudy-day";0;0;"rain";2.205;-1.58;-2.01;0.735;1020.385;4.02;12.06;330;0.335;0;16.09;452.995;155;34.0321;72.0837;1;90
