 MAVIR MKp - Adatok letõltése;
;
Létrehozás dátuma: 2019.06.04.;
Létrehozás idõpontja: 8:52;
Adatok letõltése az alábbi helyrõl:;EONEROMU;
;
Mérési pont ID + Mutatószám(ok);
1: HU000120B11-U-NAPE-SZIGVA-0400-32 // Szigetvár naperõmû kiadott (100 kW Gamma Kft.) // Szigetvár naperõmû kiadott (100 kW Gamma Kft.) (DPID: 16691) // 2.29.99.128  TG15 A-;

Egyedi értékek;
Mérési idõszak (perc);15;;;;
Mennyiségi egység;kW;;;;
Dátum / idõ;1. Adatsor;Állapot;Hihetoség;
2018.07.06. 11:45;184,888;W;E (1);
2018.07.06. 12:00;185,187;W;E (1);
2018.07.06. 12:15;168,924;W;E (1);
2018.07.06. 12:30;197,660;W;E (1);
2018.07.06. 12:45;138,591;W;E (1);
2018.07.06. 13:00;153,658;W;E (1);
2018.07.06. 13:15;313,202;W;E (1);
2018.07.06. 13:30;324,776;W;E (1);
2018.07.06. 13:45;432,536;W;E (1);
2018.07.06. 14:00;380,852;W;E (1);
2018.07.06. 14:15;117,638;W;E (1);
2018.07.06. 14:30;225,797;W;E (1);
2018.07.06. 14:45;385,840;W;E (1);
2018.07.06. 15:00;285,963;W;E (1);
2018.07.06. 15:15;425,452;W;E (1);
2018.07.06. 15:30;396,616;W;E (1);
2018.07.06. 15:45;376,761;W;E (1);
2018.07.06. 16:00;341,040;W;E (1);
2018.07.06. 16:15;350,619;W;E (1);
2018.07.06. 16:30;279,078;W;E (1);
2018.07.06. 16:45;295,941;W;E (1);
2018.07.06. 17:00;284,666;W;E (1);
2018.07.06. 17:15;241,462;W;E (1);
2018.07.06. 17:30;206,340;W;E (1);
2018.07.06. 17:45;179,001;W;E (1);
2018.07.06. 18:00;156,751;W;E (1);
2018.07.06. 18:15;121,330;W;E (1);
2018.07.06. 18:30;93,891;W;E (1);
2018.07.06. 18:45;70,443;W;E (1);
2018.07.06. 19:00;54,379;W;E (1);
2018.07.06. 19:15;31,330;W;E (1);
2018.07.06. 19:30;33,326;W;E (1);
2018.07.06. 19:45;25,244;W;E (1);
2018.07.06. 20:00;16,862;W;E (1);
2018.07.06. 20:15;8,581;W;E (1);
2018.07.06. 20:30;4,290;W;E (1);
2018.07.06. 20:45;1,297;W;E (1);
2018.07.06. 21:00;0,000;W;E (1);
2018.07.06. 21:15;0,000;W;E (1);
2018.07.06. 21:30;0,000;W;E (1);
2018.07.06. 21:45;0,000;W;E (1);
2018.07.06. 22:00;0,000;W;E (1);
2018.07.06. 22:15;0,000;W;E (1);
2018.07.06. 22:30;0,000;W;E (1);
2018.07.06. 22:45;0,000;W;E (1);
2018.07.06. 23:00;0,000;W;E (1);
2018.07.06. 23:15;0,000;W;E (1);
2018.07.06. 23:30;0,000;W;E (1);
2018.07.06. 23:45;0,000;W;E (1);
2018.07.07. 0:00;0,000;W;E (1);
2018.07.07. 0:15;0,000;W;E (1);
2018.07.07. 0:30;0,000;W;E (1);
2018.07.07. 0:45;0,000;W;E (1);
2018.07.07. 1:00;0,000;W;E (1);
2018.07.07. 1:15;0,000;W;E (1);
2018.07.07. 1:30;0,000;W;E (1);
2018.07.07. 1:45;0,000;W;E (1);
2018.07.07. 2:00;0,000;W;E (1);
2018.07.07. 2:15;0,000;W;E (1);
2018.07.07. 2:30;0,000;W;E (1);
2018.07.07. 2:45;0,000;W;E (1);
2018.07.07. 3:00;0,000;W;E (1);
2018.07.07. 3:15;0,000;W;E (1);
2018.07.07. 3:30;0,000;W;E (1);
2018.07.07. 3:45;0,000;W;E (1);
2018.07.07. 4:00;0,000;W;E (1);
2018.07.07. 4:15;0,000;W;E (1);
2018.07.07. 4:30;0,000;W;E (1);
2018.07.07. 4:45;0,000;W;E (1);
2018.07.07. 5:00;0,000;W;E (1);
2018.07.07. 5:15;0,000;W;E (1);
2018.07.07. 5:30;0,698;W;E (1);
2018.07.07. 5:45;7,184;W;E (1);
2018.07.07. 6:00;12,472;W;E (1);
2018.07.07. 6:15;13,071;W;E (1);
2018.07.07. 6:30;17,960;W;E (1);
2018.07.07. 6:45;48,991;W;E (1);
2018.07.07. 7:00;52,383;W;E (1);
2018.07.07. 7:15;45,997;W;E (1);
2018.07.07. 7:30;34,024;W;E (1);
2018.07.07. 7:45;30,332;W;E (1);
2018.07.07. 8:00;28,935;W;E (1);
2018.07.07. 8:15;27,938;W;E (1);
2018.07.07. 8:30;31,230;W;E (1);
2018.07.07. 8:45;44,700;W;E (1);
2018.07.07. 9:00;66,552;W;E (1);
2018.07.07. 9:15;71,640;W;E (1);
2018.07.07. 9:30;64,157;W;E (1);
2018.07.07. 9:45;82,117;W;E (1);
2018.07.07. 10:00;79,922;W;E (1);
2018.07.07. 10:15;84,412;W;E (1);
2018.07.07. 10:30;84,512;W;E (1);
2018.07.07. 10:45;29,634;W;E (1);
2018.07.07. 11:00;23,148;W;E (1);
2018.07.07. 11:15;68,248;W;E (1);
2018.07.07. 11:30;172,516;W;E (1);
2018.07.07. 11:45;191,074;W;E (1);
2018.07.07. 12:00;138,292;W;E (1);
2018.07.07. 12:15;125,321;W;E (1);
2018.07.07. 12:30;270,697;W;E (1);
2018.07.07. 12:45;442,614;W;E (1);
2018.07.07. 13:00;249,145;W;E (1);
2018.07.07. 13:15;392,526;W;E (1);
2018.07.07. 13:30;373,169;W;E (1);
2018.07.07. 13:45;167,527;W;E (1);
2018.07.07. 14:00;102,571;W;E (1);
2018.07.07. 14:15;182,793;W;E (1);
2018.07.07. 14:30;196,362;W;E (1);
2018.07.07. 14:45;141,385;W;E (1);
2018.07.07. 15:00;105,864;W;E (1);
2018.07.07. 15:15;70,343;W;E (1);
2018.07.07. 15:30;88,602;W;E (1);
2018.07.07. 15:45;205,542;W;E (1);
2018.07.07. 16:00;232,981;W;E (1);
2018.07.07. 16:15;339,144;W;E (1);
2018.07.07. 16:30;416,572;W;E (1);
2018.07.07. 16:45;300,530;W;E (1);
2018.07.07. 17:00;236,772;W;E (1);
2018.07.07. 17:15;230,287;W;E (1);
2018.07.07. 17:30;193,369;W;E (1);
2018.07.07. 17:45;229,888;W;E (1);
2018.07.07. 18:00;145,875;W;E (1);
2018.07.07. 18:15;141,884;W;E (1);
2018.07.07. 18:30;120,731;W;E (1);
2018.07.07. 18:45;89,301;W;E (1);
2018.07.07. 19:00;64,955;W;E (1);
2018.07.07. 19:15;51,485;W;E (1);
2018.07.07. 19:30;45,698;W;E (1);
2018.07.07. 19:45;36,618;W;E (1);
2018.07.07. 20:00;27,938;W;E (1);
2018.07.07. 20:15;12,472;W;E (1);
2018.07.07. 20:30;4,689;W;E (1);
2018.07.07. 20:45;0,898;W;E (1);
2018.07.07. 21:00;0,100;W;E (1);
2018.07.07. 21:15;0,000;W;E (1);
2018.07.07. 21:30;0,000;W;E (1);
2018.07.07. 21:45;0,000;W;E (1);
2018.07.07. 22:00;0,000;W;E (1);
2018.07.07. 22:15;0,000;W;E (1);
2018.07.07. 22:30;0,000;W;E (1);
2018.07.07. 22:45;0,000;W;E (1);
2018.07.07. 23:00;0,000;W;E (1);
2018.07.07. 23:15;0,000;W;E (1);
2018.07.07. 23:30;0,000;W;E (1);
2018.07.07. 23:45;0,000;W;E (1);
2018.07.08. 0:00;0,000;W;E (1);
2018.07.08. 0:15;0,000;W;E (1);
2018.07.08. 0:30;0,000;W;E (1);
2018.07.08. 0:45;0,000;W;E (1);
2018.07.08. 1:00;0,000;W;E (1);
2018.07.08. 1:15;0,000;W;E (1);
2018.07.08. 1:30;0,000;W;E (1);
2018.07.08. 1:45;0,000;W;E (1);
2018.07.08. 2:00;0,000;W;E (1);
2018.07.08. 2:15;0,000;W;E (1);
2018.07.08. 2:30;0,000;W;E (1);
2018.07.08. 2:45;0,000;W;E (1);
2018.07.08. 3:00;0,000;W;E (1);
2018.07.08. 3:15;0,000;W;E (1);
2018.07.08. 3:30;0,000;W;E (1);
2018.07.08. 3:45;0,000;W;E (1);
2018.07.08. 4:00;0,000;W;E (1);
2018.07.08. 4:15;0,000;W;E (1);
2018.07.08. 4:30;0,000;W;E (1);
2018.07.08. 4:45;0,000;W;E (1);
2018.07.08. 5:00;0,000;W;E (1);
2018.07.08. 5:15;0,199;W;E (1);
2018.07.08. 5:30;2,295;W;E (1);
2018.07.08. 5:45;5,787;W;E (1);
2018.07.08. 6:00;10,876;W;E (1);
2018.07.08. 6:15;22,949;W;E (1);
2018.07.08. 6:30;35,920;W;E (1);
2018.07.08. 6:45;47,095;W;E (1);
2018.07.08. 7:00;59,168;W;E (1);
2018.07.08. 7:15;70,443;W;E (1);
2018.07.08. 7:30;118,835;W;E (1);
2018.07.08. 7:45;175,509;W;E (1);
2018.07.08. 8:00;148,469;W;E (1);
2018.07.08. 8:15;180,198;W;E (1);
2018.07.08. 8:30;114,545;W;E (1);
2018.07.08. 8:45;94,390;W;E (1);
2018.07.08. 9:00;147,471;W;E (1);
2018.07.08. 9:15;288,956;W;E (1);
2018.07.08. 9:30;283,369;W;E (1);
2018.07.08. 9:45;349,122;W;E (1);
2018.07.08. 10:00;369,876;W;E (1);
2018.07.08. 10:15;386,938;W;E (1);
2018.07.08. 10:30;400,009;W;E (1);
2018.07.08. 10:45;420,164;W;E (1);
2018.07.08. 11:00;436,029;W;E (1);
2018.07.08. 11:15;446,406;W;E (1);
2018.07.08. 11:30;457,980;W;E (1);
2018.07.08. 11:45;467,558;W;E (1);
2018.07.08. 12:00;473,844;W;E (1);
2018.07.08. 12:15;477,836;W;E (1);
2018.07.08. 12:30;436,428;W;E (1);
2018.07.08. 12:45;417,770;W;E (1);
2018.07.08. 13:00;455,785;W;E (1);
2018.07.08. 13:15;353,812;W;E (1);
2018.07.08. 13:30;223,602;W;E (1);
2018.07.08. 13:45;301,828;W;E (1);
2018.07.08. 14:00;268,402;W;E (1);
2018.07.08. 14:15;176,207;W;E (1);
2018.07.08. 14:30;153,358;W;E (1);
2018.07.08. 14:45;117,139;W;E (1);
2018.07.08. 15:00;90,398;W;E (1);
2018.07.08. 15:15;86,906;W;E (1);
2018.07.08. 15:30;112,549;W;E (1);
2018.07.08. 15:45;134,700;W;E (1);
2018.07.08. 16:00;192,272;W;E (1);
2018.07.08. 16:15;329,366;W;E (1);
2018.07.08. 16:30;293,446;W;E (1);
2018.07.08. 16:45;195,365;W;E (1);
2018.07.08. 17:00;142,383;W;E (1);
2018.07.08. 17:15;115,942;W;E (1);
2018.07.08. 17:30;95,387;W;E (1);
2018.07.08. 17:45;82,017;W;E (1);
2018.07.08. 18:00;78,924;W;E (1);
2018.07.08. 18:15;80,221;W;E (1);
2018.07.08. 18:30;61,463;W;E (1);
2018.07.08. 18:45;43,303;W;E (1);
2018.07.08. 19:00;36,020;W;E (1);
2018.07.08. 19:15;29,035;W;E (1);
2018.07.08. 19:30;24,745;W;E (1);
2018.07.08. 19:45;18,858;W;E (1);
2018.07.08. 20:00;10,776;W;E (1);
2018.07.08. 20:15;5,488;W;E (1);
2018.07.08. 20:30;1,696;W;E (1);
2018.07.08. 20:45;0,100;W;E (1);
2018.07.08. 21:00;0,000;W;E (1);
2018.07.08. 21:15;0,000;W;E (1);
2018.07.08. 21:30;0,000;W;E (1);
2018.07.08. 21:45;0,000;W;E (1);
2018.07.08. 22:00;0,000;W;E (1);
2018.07.08. 22:15;0,000;W;E (1);
2018.07.08. 22:30;0,000;W;E (1);
2018.07.08. 22:45;0,000;W;E (1);
2018.07.08. 23:00;0,000;W;E (1);
2018.07.08. 23:15;0,000;W;E (1);
2018.07.08. 23:30;0,000;W;E (1);
2018.07.08. 23:45;0,000;W;E (1);
2018.07.09. 0:00;0,000;W;E (1);
2018.07.09. 0:15;0,000;W;E (1);
2018.07.09. 0:30;0,000;W;E (1);
2018.07.09. 0:45;0,000;W;E (1);
2018.07.09. 1:00;0,000;W;E (1);
2018.07.09. 1:15;0,000;W;E (1);
2018.07.09. 1:30;0,000;W;E (1);
2018.07.09. 1:45;0,000;W;E (1);
2018.07.09. 2:00;0,000;W;E (1);
2018.07.09. 2:15;0,000;W;E (1);
2018.07.09. 2:30;0,000;W;E (1);
2018.07.09. 2:45;0,000;W;E (1);
2018.07.09. 3:00;0,000;W;E (1);
2018.07.09. 3:15;0,000;W;E (1);
2018.07.09. 3:30;0,000;W;E (1);
2018.07.09. 3:45;0,000;W;E (1);
2018.07.09. 4:00;0,000;W;E (1);
2018.07.09. 4:15;0,000;W;E (1);
2018.07.09. 4:30;0,000;W;E (1);
2018.07.09. 4:45;0,000;W;E (1);
2018.07.09. 5:00;0,000;W;E (1);
2018.07.09. 5:15;0,100;W;E (1);
2018.07.09. 5:30;1,197;W;E (1);
2018.07.09. 5:45;2,594;W;E (1);
2018.07.09. 6:00;6,884;W;E (1);
2018.07.09. 6:15;14,567;W;E (1);
2018.07.09. 6:30;20,454;W;E (1);
2018.07.09. 6:45;25,244;W;E (1);
2018.07.09. 7:00;40,809;W;E (1);
2018.07.09. 7:15;86,806;W;E (1);
2018.07.09. 7:30;119,733;W;E (1);
2018.07.09. 7:45;120,631;W;E (1);
2018.07.09. 8:00;74,234;W;E (1);
2018.07.09. 8:15;103,270;W;E (1);
2018.07.09. 8:30;224,001;W;E (1);
2018.07.09. 8:45;251,240;W;E (1);
2018.07.09. 9:00;264,511;W;E (1);
2018.07.09. 9:15;292,948;W;E (1);
2018.07.09. 9:30;314,799;W;E (1);
2018.07.09. 9:45;326,572;W;E (1);
2018.07.09. 10:00;340,841;W;E (1);
2018.07.09. 10:15;381,450;W;E (1);
2018.07.09. 10:30;408,290;W;E (1);
2018.07.09. 10:45;426,151;W;E (1);
2018.07.09. 11:00;413,280;W;E (1);
2018.07.09. 11:15;406,395;W;E (1);
2018.07.09. 11:30;393,823;W;E (1);
2018.07.09. 11:45;394,122;W;E (1);
2018.07.09. 12:00;340,042;W;E (1);
2018.07.09. 12:15;387,437;W;E (1);
2018.07.09. 12:30;220,808;W;E (1);
2018.07.09. 12:45;360,198;W;E (1);
2018.07.09. 13:00;167,726;W;E (1);
2018.07.09. 13:15;85,709;W;E (1);
2018.07.09. 13:30;158,547;W;E (1);
2018.07.09. 13:45;221,706;W;E (1);
2018.07.09. 14:00;376,262;W;E (1);
2018.07.09. 14:15;274,888;W;E (1);
2018.07.09. 14:30;195,265;W;E (1);
2018.07.09. 14:45;216,019;W;E (1);
2018.07.09. 15:00;177,604;W;E (1);
2018.07.09. 15:15;416,872;W;E (1);
2018.07.09. 15:30;405,497;W;E (1);
2018.07.09. 15:45;369,676;W;E (1);
2018.07.09. 16:00;279,378;W;E (1);
2018.07.09. 16:15;363,091;W;E (1);
2018.07.09. 16:30;268,502;W;E (1);
2018.07.09. 16:45;138,192;W;E (1);
2018.07.09. 17:00;118,137;W;E (1);
2018.07.09. 17:15;142,283;W;E (1);
2018.07.09. 17:30;57,871;W;E (1);
2018.07.09. 17:45;16,363;W;E (1);
2018.07.09. 18:00;46,396;W;E (1);
2018.07.09. 18:15;31,031;W;E (1);
2018.07.09. 18:30;34,623;W;E (1);
2018.07.09. 18:45;72,738;W;E (1);
2018.07.09. 19:00;62,760;W;E (1);
2018.07.09. 19:15;50,487;W;E (1);
2018.07.09. 19:30;19,856;W;E (1);
2018.07.09. 19:45;10,576;W;E (1);
2018.07.09. 20:00;9,778;W;E (1);
2018.07.09. 20:15;9,578;W;E (1);
2018.07.09. 20:30;5,388;W;E (1);
2018.07.09. 20:45;0,100;W;E (1);
2018.07.09. 21:00;0,000;W;E (1);
2018.07.09. 21:15;0,000;W;E (1);
2018.07.09. 21:30;0,000;W;E (1);
2018.07.09. 21:45;0,000;W;E (1);
2018.07.09. 22:00;0,000;W;E (1);
2018.07.09. 22:15;0,000;W;E (1);
2018.07.09. 22:30;0,000;W;E (1);
2018.07.09. 22:45;0,000;W;E (1);
2018.07.09. 23:00;0,000;W;E (1);
2018.07.09. 23:15;0,000;W;E (1);
2018.07.09. 23:30;0,000;W;E (1);
2018.07.09. 23:45;0,000;W;E (1);
2018.07.10. 0:00;0,000;W;E (1);
2018.07.10. 0:15;0,000;W;E (1);
2018.07.10. 0:30;0,000;W;E (1);
2018.07.10. 0:45;0,000;W;E (1);
2018.07.10. 1:00;0,000;W;E (1);
2018.07.10. 1:15;0,000;W;E (1);
2018.07.10. 1:30;0,000;W;E (1);
2018.07.10. 1:45;0,000;W;E (1);
2018.07.10. 2:00;0,000;W;E (1);
2018.07.10. 2:15;0,000;W;E (1);
2018.07.10. 2:30;0,000;W;E (1);
2018.07.10. 2:45;0,000;W;E (1);
2018.07.10. 3:00;0,000;W;E (1);
2018.07.10. 3:15;0,000;W;E (1);
2018.07.10. 3:30;0,000;W;E (1);
2018.07.10. 3:45;0,000;W;E (1);
2018.07.10. 4:00;0,000;W;E (1);
2018.07.10. 4:15;0,000;W;E (1);
2018.07.10. 4:30;0,000;W;E (1);
2018.07.10. 4:45;0,000;W;E (1);
2018.07.10. 5:00;0,000;W;E (1);
2018.07.10. 5:15;0,199;W;E (1);
2018.07.10. 5:30;3,093;W;E (1);
2018.07.10. 5:45;8,980;W;E (1);
2018.07.10. 6:00;11,574;W;E (1);
2018.07.10. 6:15;15,964;W;E (1);
2018.07.10. 6:30;23,248;W;E (1);
2018.07.10. 6:45;36,618;W;E (1);
2018.07.10. 7:00;54,279;W;E (1);
2018.07.10. 7:15;75,132;W;E (1);
2018.07.10. 7:30;98,381;W;E (1);
2018.07.10. 7:45;124,722;W;E (1);
2018.07.10. 8:00;152,360;W;E (1);
2018.07.10. 8:15;180,697;W;E (1);
2018.07.10. 8:30;208,336;W;E (1);
2018.07.10. 8:45;233,979;W;E (1);
2018.07.10. 9:00;258,923;W;E (1);
2018.07.10. 9:15;281,872;W;E (1);
2018.07.10. 9:30;304,222;W;E (1);
2018.07.10. 9:45;326,273;W;E (1);
2018.07.10. 10:00;344,932;W;E (1);
2018.07.10. 10:15;364,388;W;E (1);
2018.07.10. 10:30;382,348;W;E (1);
2018.07.10. 10:45;395,619;W;E (1);
2018.07.10. 11:00;419,865;W;E (1);
2018.07.10. 11:15;444,809;W;E (1);
2018.07.10. 11:30;396,018;W;E (1);
2018.07.10. 11:45;451,594;W;E (1);
2018.07.10. 12:00;459,177;W;E (1);
2018.07.10. 12:15;311,706;W;E (1);
2018.07.10. 12:30;332,958;W;E (1);
2018.07.10. 12:45;424,155;W;E (1);
2018.07.10. 13:00;448,700;W;E (1);
2018.07.10. 13:15;471,949;W;E (1);
2018.07.10. 13:30;403,002;W;E (1);
2018.07.10. 13:45;449,499;W;E (1);
2018.07.10. 14:00;298,734;W;E (1);
2018.07.10. 14:15;337,548;W;E (1);
2018.07.10. 14:30;152,261;W;E (1);
2018.07.10. 14:45;411,583;W;E (1);
2018.07.10. 15:00;111,651;W;E (1);
2018.07.10. 15:15;313,302;W;E (1);
2018.07.10. 15:30;423,357;W;E (1);
2018.07.10. 15:45;234,777;W;E (1);
2018.07.10. 16:00;84,811;W;E (1);
2018.07.10. 16:15;87,505;W;E (1);
2018.07.10. 16:30;122,327;W;E (1);
2018.07.10. 16:45;189,178;W;E (1);
2018.07.10. 17:00;291,750;W;E (1);
2018.07.10. 17:15;233,280;W;E (1);
2018.07.10. 17:30;201,651;W;E (1);
2018.07.10. 17:45;140,587;W;E (1);
2018.07.10. 18:00;113,347;W;E (1);
2018.07.10. 18:15;115,343;W;E (1);
2018.07.10. 18:30;64,756;W;E (1);
2018.07.10. 18:45;47,494;W;E (1);
2018.07.10. 19:00;37,117;W;E (1);
2018.07.10. 19:15;26,940;W;E (1);
2018.07.10. 19:30;20,654;W;E (1);
2018.07.10. 19:45;13,570;W;E (1);
2018.07.10. 20:00;10,077;W;E (1);
2018.07.10. 20:15;8,780;W;E (1);
2018.07.10. 20:30;2,394;W;E (1);
2018.07.10. 20:45;0,100;W;E (1);
2018.07.10. 21:00;0,000;W;E (1);
2018.07.10. 21:15;0,000;W;E (1);
2018.07.10. 21:30;0,000;W;E (1);
2018.07.10. 21:45;0,000;W;E (1);
2018.07.10. 22:00;0,000;W;E (1);
2018.07.10. 22:15;0,000;W;E (1);
2018.07.10. 22:30;0,000;W;E (1);
2018.07.10. 22:45;0,000;W;E (1);
2018.07.10. 23:00;0,000;W;E (1);
2018.07.10. 23:15;0,000;W;E (1);
2018.07.10. 23:30;0,000;W;E (1);
2018.07.10. 23:45;0,000;W;E (1);
2018.07.11. 0:00;0,000;W;E (1);
2018.07.11. 0:15;0,000;W;E (1);
2018.07.11. 0:30;0,000;W;E (1);
2018.07.11. 0:45;0,000;W;E (1);
2018.07.11. 1:00;0,000;W;E (1);
2018.07.11. 1:15;0,000;W;E (1);
2018.07.11. 1:30;0,000;W;E (1);
2018.07.11. 1:45;0,000;W;E (1);
2018.07.11. 2:00;0,000;W;E (1);
2018.07.11. 2:15;0,000;W;E (1);
2018.07.11. 2:30;0,000;W;E (1);
2018.07.11. 2:45;0,000;W;E (1);
2018.07.11. 3:00;0,000;W;E (1);
2018.07.11. 3:15;0,000;W;E (1);
2018.07.11. 3:30;0,000;W;E (1);
2018.07.11. 3:45;0,000;W;E (1);
2018.07.11. 4:00;0,000;W;E (1);
2018.07.11. 4:15;0,000;W;E (1);
2018.07.11. 4:30;0,000;W;E (1);
2018.07.11. 4:45;0,000;W;E (1);
2018.07.11. 5:00;0,000;W;E (1);
2018.07.11. 5:15;0,100;W;E (1);
2018.07.11. 5:30;2,095;W;E (1);
2018.07.11. 5:45;5,488;W;E (1);
2018.07.11. 6:00;9,778;W;E (1);
2018.07.11. 6:15;26,241;W;E (1);
2018.07.11. 6:30;44,700;W;E (1);
2018.07.11. 6:45;44,600;W;E (1);
2018.07.11. 7:00;52,882;W;E (1);
2018.07.11. 7:15;66,851;W;E (1);
2018.07.11. 7:30;86,108;W;E (1);
2018.07.11. 7:45;105,864;W;E (1);
2018.07.11. 8:00;106,163;W;E (1);
2018.07.11. 8:15;117,738;W;E (1);
2018.07.11. 8:30;142,782;W;E (1);
2018.07.11. 8:45;91,097;W;E (1);
2018.07.11. 9:00;110,753;W;E (1);
2018.07.11. 9:15;90,199;W;E (1);
2018.07.11. 9:30;91,795;W;E (1);
2018.07.11. 9:45;71,840;W;E (1);
2018.07.11. 10:00;48,093;W;E (1);
2018.07.11. 10:15;74,534;W;E (1);
2018.07.11. 10:30;78,425;W;E (1);
2018.07.11. 10:45;74,733;W;E (1);
2018.07.11. 11:00;109,157;W;E (1);
2018.07.11. 11:15;121,729;W;E (1);
2018.07.11. 11:30;132,505;W;E (1);
2018.07.11. 11:45;263,413;W;E (1);
2018.07.11. 12:00;227,294;W;E (1);
2018.07.11. 12:15;272,992;W;E (1);
2018.07.11. 12:30;240,364;W;E (1);
2018.07.11. 12:45;150,066;W;E (1);
2018.07.11. 13:00;124,223;W;E (1);
2018.07.11. 13:15;120,332;W;E (1);
2018.07.11. 13:30;141,584;W;E (1);
2018.07.11. 13:45;146,174;W;E (1);
2018.07.11. 14:00;137,294;W;E (1);
2018.07.11. 14:15;211,329;W;E (1);
2018.07.11. 14:30;242,660;W;E (1);
2018.07.11. 14:45;183,092;W;E (1);
2018.07.11. 15:00;173,513;W;E (1);
2018.07.11. 15:15;271,695;W;E (1);
2018.07.11. 15:30;147,870;W;E (1);
2018.07.11. 15:45;235,276;W;E (1);
2018.07.11. 16:00;181,396;W;E (1);
2018.07.11. 16:15;278,480;W;E (1);
2018.07.11. 16:30;208,934;W;E (1);
2018.07.11. 16:45;137,693;W;E (1);
2018.07.11. 17:00;87,704;W;E (1);
2018.07.11. 17:15;139,589;W;E (1);
2018.07.11. 17:30;112,150;W;E (1);
2018.07.11. 17:45;80,421;W;E (1);
2018.07.11. 18:00;77,826;W;E (1);
2018.07.11. 18:15;60,665;W;E (1);
2018.07.11. 18:30;48,691;W;E (1);
2018.07.11. 18:45;63,059;W;E (1);
2018.07.11. 19:00;66,053;W;E (1);
2018.07.11. 19:15;57,671;W;E (1);
2018.07.11. 19:30;30,831;W;E (1);
2018.07.11. 19:45;27,139;W;E (1);
2018.07.11. 20:00;8,481;W;E (1);
2018.07.11. 20:15;4,789;W;E (1);
2018.07.11. 20:30;1,297;W;E (1);
2018.07.11. 20:45;0,100;W;E (1);
2018.07.11. 21:00;0,000;W;E (1);
2018.07.11. 21:15;0,000;W;E (1);
2018.07.11. 21:30;0,000;W;E (1);
2018.07.11. 21:45;0,000;W;E (1);
2018.07.11. 22:00;0,000;W;E (1);
2018.07.11. 22:15;0,000;W;E (1);
2018.07.11. 22:30;0,000;W;E (1);
2018.07.11. 22:45;0,000;W;E (1);
2018.07.11. 23:00;0,000;W;E (1);
2018.07.11. 23:15;0,000;W;E (1);
2018.07.11. 23:30;0,000;W;E (1);
2018.07.11. 23:45;0,000;W;E (1);
2018.07.12. 0:00;0,000;W;E (1);
2018.07.12. 0:15;0,000;W;E (1);
2018.07.12. 0:30;0,000;W;E (1);
2018.07.12. 0:45;0,000;W;E (1);
2018.07.12. 1:00;0,000;W;E (1);
2018.07.12. 1:15;0,000;W;E (1);
2018.07.12. 1:30;0,000;W;E (1);
2018.07.12. 1:45;0,000;W;E (1);
2018.07.12. 2:00;0,000;W;E (1);
2018.07.12. 2:15;0,000;W;E (1);
2018.07.12. 2:30;0,000;W;E (1);
2018.07.12. 2:45;0,000;W;E (1);
2018.07.12. 3:00;0,000;W;E (1);
2018.07.12. 3:15;0,000;W;E (1);
2018.07.12. 3:30;0,000;W;E (1);
2018.07.12. 3:45;0,000;W;E (1);
2018.07.12. 4:00;0,000;W;E (1);
2018.07.12. 4:15;0,000;W;E (1);
2018.07.12. 4:30;0,000;W;E (1);
2018.07.12. 4:45;0,000;W;E (1);
2018.07.12. 5:00;0,000;W;E (1);
2018.07.12. 5:15;0,100;W;E (1);
2018.07.12. 5:30;0,798;W;E (1);
2018.07.12. 5:45;3,093;W;E (1);
2018.07.12. 6:00;7,284;W;E (1);
2018.07.12. 6:15;13,869;W;E (1);
2018.07.12. 6:30;23,946;W;E (1);
2018.07.12. 6:45;27,538;W;E (1);
2018.07.12. 7:00;30,931;W;E (1);
2018.07.12. 7:15;55,776;W;E (1);
2018.07.12. 7:30;60,266;W;E (1);
2018.07.12. 7:45;105,565;W;E (1);
2018.07.12. 8:00;168,325;W;E (1);
2018.07.12. 8:15;118,935;W;E (1);
2018.07.12. 8:30;115,542;W;E (1);
2018.07.12. 8:45;110,853;W;E (1);
2018.07.12. 9:00;130,908;W;E (1);
2018.07.12. 9:15;161,939;W;E (1);
2018.07.12. 9:30;152,560;W;E (1);
2018.07.12. 9:45;158,048;W;E (1);
2018.07.12. 10:00;293,446;W;E (1);
2018.07.12. 10:15;373,268;W;E (1);
2018.07.12. 10:30;380,353;W;E (1);
2018.07.12. 10:45;397,415;W;E (1);
2018.07.12. 11:00;419,566;W;E (1);
2018.07.12. 11:15;422,958;W;E (1);
2018.07.12. 11:30;428,146;W;E (1);
2018.07.12. 11:45;434,233;W;E (1);
2018.07.12. 12:00;400,208;W;E (1);
2018.07.12. 12:15;406,794;W;E (1);
2018.07.12. 12:30;416,472;W;E (1);
2018.07.12. 12:45;435,430;W;E (1);
2018.07.12. 13:00;370,974;W;E (1);
2018.07.12. 13:15;465,862;W;E (1);
2018.07.12. 13:30;472,048;W;E (1);
2018.07.12. 13:45;450,596;W;E (1);
2018.07.12. 14:00;271,196;W;E (1);
2018.07.12. 14:15;255,431;W;E (1);
2018.07.12. 14:30;207,937;W;E (1);
2018.07.12. 14:45;275,486;W;E (1);
2018.07.12. 15:00;419,366;W;E (1);
2018.07.12. 15:15;230,387;W;E (1);
2018.07.12. 15:30;259,322;W;E (1);
2018.07.12. 15:45;330,564;W;E (1);
2018.07.12. 16:00;275,287;W;E (1);
2018.07.12. 16:15;343,834;W;E (1);
