"datetime";"termeles_kW";"cloudCover";"temperature";"humidity";"eromu";"icon";"precipProbability";"precipIntensity";"dewPoint";"apparentTemperature";"Rad";"ForecastOrNot";"GHI";"TOA"
2019-01-16 23:30:00;0;0,315;5,845;0,69;"szigetvar_gamma";"partly-cloudy-night";0;0;0,56;1,77;0;0;0;0
2019-01-16 23:45:00;0;0,3025;5,9325;0,69;"szigetvar_gamma";"partly-cloudy-night";0;0;0,665;1,85;0;0;0;0
2019-01-17 00:00:00;0;0,29;6,02;0,69;"szigetvar_gamma";"partly-cloudy-night";0;0;0,77;1,93;0;0;0;0
2019-01-17 00:15:00;0;0,28;6,1125;0,6925;"szigetvar_gamma";"wind";0;0;0,92;2,0175;0;0;0;0
2019-01-17 00:30:00;0;0,27;6,205;0,695;"szigetvar_gamma";"wind";0;0;1,07;2,105;0;0;0;0
2019-01-17 00:45:00;0;0,26;6,2975;0,6975;"szigetvar_gamma";"wind";0;0;1,22;2,1925;0;0;0;0
2019-01-17 01:00:00;0;0,25;6,39;0,7;"szigetvar_gamma";"wind";0;0;1,37;2,28;0;0;0;0
2019-01-17 01:15:00;0;0,2425;6,465;0,7025;"szigetvar_gamma";"wind";0;0;1,49;2,3525;0;0;0;0
2019-01-17 01:30:00;0;0,235;6,54;0,705;"szigetvar_gamma";"wind";0;0;1,61;2,425;0;0;0;0
2019-01-17 01:45:00;0;0,2275;6,615;0,7075;"szigetvar_gamma";"wind";0;0;1,73;2,4975;0;0;0;0
2019-01-17 02:00:00;0;0,22;6,69;0,71;"szigetvar_gamma";"wind";0;0;1,85;2,57;0;0;0;0
2019-01-17 02:15:00;0;0,2225;6,705;0,71;"szigetvar_gamma";"wind";0;0;1,875;2,58;0;0;0;0
2019-01-17 02:30:00;0;0,225;6,72;0,71;"szigetvar_gamma";"wind";0;0;1,9;2,59;0;0;0;0
2019-01-17 02:45:00;0;0,2275;6,735;0,71;"szigetvar_gamma";"wind";0;0;1,925;2,6;0;0;0;0
2019-01-17 03:00:00;0;0,23;6,75;0,71;"szigetvar_gamma";"wind";0;0;1,95;2,61;0;0;0;0
2019-01-17 03:15:00;0;0,235;6,735;0,71;"szigetvar_gamma";"wind";0;0;1,9275;2,595;0;0;0;0
2019-01-17 03:30:00;0;0,24;6,72;0,71;"szigetvar_gamma";"wind";0;0;1,905;2,58;0;0;0;0
2019-01-17 03:45:00;0;0,245;6,705;0,71;"szigetvar_gamma";"wind";0;0;1,8825;2,565;0;0;0;0
2019-01-17 04:00:00;0;0,25;6,69;0,71;"szigetvar_gamma";"wind";0;0;1,86;2,55;0;0;0;0
2019-01-17 04:15:00;0;0,255;6,3275;0,705;"szigetvar_gamma";"partly-cloudy-night";0;0;1,4;2,3725;0;0;0;0
2019-01-17 04:30:00;0;0,26;5,965;0,7;"szigetvar_gamma";"partly-cloudy-night";0;0;0,94;2,195;0;0;0;0
2019-01-17 04:45:00;0;0,265;5,6025;0,695;"szigetvar_gamma";"partly-cloudy-night";0;0;0,48;2,0175;0;0;0;0
2019-01-17 05:00:00;0;0,27;5,24;0,69;"szigetvar_gamma";"partly-cloudy-night";0;0;0,02;1,84;0;0;0;0
2019-01-17 05:15:00;0;0,2725;5,24;0,69;"szigetvar_gamma";"partly-cloudy-day";0;0;0,02;1,905;0;0;0;0
2019-01-17 05:30:00;0;0,275;5,24;0,69;"szigetvar_gamma";"partly-cloudy-day";0;0;0,02;1,97;0;0;0;0
2019-01-17 05:45:00;0;0,2775;5,24;0,69;"szigetvar_gamma";"partly-cloudy-day";0;0;0,02;2,035;0;0;0;0
2019-01-17 06:00:00;0;0,28;5,24;0,69;"szigetvar_gamma";"partly-cloudy-day";0;0;0,02;2,1;0;0;0;0
2019-01-17 06:15:00;0;0,2825;5,4875;0,69;"szigetvar_gamma";"partly-cloudy-day";0;0;0,2625;2,4775;0;0;0;0
2019-01-17 06:30:00;0;0,285;5,735;0,69;"szigetvar_gamma";"partly-cloudy-day";0;0;0,505;2,855;0;0;0;0
2019-01-17 06:45:00;0;0,2875;5,9825;0,69;"szigetvar_gamma";"partly-cloudy-day";0;0;0,7475;3,2325;0;0;0;0
2019-01-17 07:00:00;0;0,29;6,23;0,69;"szigetvar_gamma";"partly-cloudy-day";0;0;0,99;3,61;0;0;0;0
2019-01-17 07:15:00;1,496;0,295;6,48;0,68;"szigetvar_gamma";"partly-cloudy-day";0;0;0,99;3,99;0;0;0;0
2019-01-17 07:30:00;7,184;0,3;6,73;0,67;"szigetvar_gamma";"partly-cloudy-day";0;0;0,99;4,37;9;0;0;0
2019-01-17 07:45:00;15,366;0,305;6,98;0,66;"szigetvar_gamma";"partly-cloudy-day";0;0;0,99;4,75;32;0;1,6227;5,3575
2019-01-17 08:00:00;49,29;0,31;7,23;0,65;"szigetvar_gamma";"partly-cloudy-day";0;0;0,99;5,13;55;0;7,5201;18,6278
2019-01-17 08:15:00;61,962;0,3225;8,48;0,6125;"szigetvar_gamma";"wind";0;0;1,245;6,905;77;0;15,2947;31,5169
2019-01-17 08:30:00;85,41;0,335;9,73;0,575;"szigetvar_gamma";"wind";0;0;1,5;8,68;98;0;23,868;43,886
2019-01-17 08:45:00;122,427;0,3475;10,98;0,5375;"szigetvar_gamma";"wind";0;0;1,755;10,455;117;0;32,6813;55,6822
2019-01-17 09:00:00;146,374;0,36;12,23;0,5;"szigetvar_gamma";"wind";0;0;2,01;12,23;136;0;41,4206;66,8551
2019-01-17 09:15:00;155,154;0,38;12,48;0,4825;"szigetvar_gamma";"wind";0;0;1,755;12,48;152;0;49,8912;77,3567
2019-01-17 09:30:00;157,25;0,4;12,73;0,465;"szigetvar_gamma";"wind";0;0;1,5;12,73;168;0;57,9597;87,1423
2019-01-17 09:45:00;184,19;0,42;12,98;0,4475;"szigetvar_gamma";"wind";0;0;1,245;12,98;182;0;65,5263;96,1698
2019-01-17 10:00:00;238,17;0,44;13,23;0,43;"szigetvar_gamma";"wind";0;0;0,99;13,23;194;0;72,5118;104,4007
2019-01-17 10:15:00;297,438;0,44;13,23;0,4375;"szigetvar_gamma";"partly-cloudy-day";0;0;1,245;13,23;205;0;78,8712;111,7997
2019-01-17 10:30:00;333,756;0,44;13,23;0,445;"szigetvar_gamma";"partly-cloudy-day";0;0;1,5;13,23;214;0;84,5527;118,3353
2019-01-17 10:45:00;338,546;0,44;13,23;0,4525;"szigetvar_gamma";"partly-cloudy-day";0;0;1,755;13,23;221;0;89,4933;123,9793
2019-01-17 11:00:00;332,759;0,44;13,23;0,46;"szigetvar_gamma";"partly-cloudy-day";0;0;2,01;13,23;226;0;93,657;128,7077
2019-01-17 11:15:00;366,982;0,44;13,23;0,4525;"szigetvar_gamma";"partly-cloudy-day";0;0;1,755;13,23;230;0;97,0151;132,5002
2019-01-17 11:30:00;380,452;0,44;13,23;0,445;"szigetvar_gamma";"partly-cloudy-day";0;0;1,5;13,23;232;0;99,5452;135,3406
2019-01-17 11:45:00;378,656;0,44;13,23;0,4375;"szigetvar_gamma";"partly-cloudy-day";0;0;1,245;13,23;232;0;101,2311;137,2168
2019-01-17 12:00:00;378,956;0,44;13,23;0,43;"szigetvar_gamma";"partly-cloudy-day";0;0;0,99;13,23;231;0;102,0623;138,1207
2019-01-17 12:15:00;371,472;0,3775;12,98;0,4475;"szigetvar_gamma";"clear-day";0;0;1,245;12,98;227;0;102,0336;138,0485
2019-01-17 12:30:00;341,44;0,315;12,73;0,465;"szigetvar_gamma";"clear-day";0;0;1,5;12,73;222;0;101,1456;137,0005
2019-01-17 12:45:00;342,537;0,2525;12,48;0,4825;"szigetvar_gamma";"clear-day";0;0;1,755;12,48;216;0;99,4039;134,9812
2019-01-17 13:00:00;237,77;0,19;12,23;0,5;"szigetvar_gamma";"clear-day";0;0;2,01;12,23;207;0;96,8198;131,9992
2019-01-17 13:15:00;317,094;0,19;12,23;0,5;"szigetvar_gamma";"clear-day";0;0;2,01;12,23;197;0;93,4123;128,0674
2019-01-17 13:30:00;127,316;0,19;12,23;0,5;"szigetvar_gamma";"clear-day";0;0;2,01;12,23;185;0;89,2037;123,2026
2019-01-17 13:45:00;114,744;0,19;12,23;0,5;"szigetvar_gamma";"clear-day";0;0;2,01;12,23;171;0;84,2205;117,4255
2019-01-17 14:00:00;31,23;0,19;12,23;0,5;"szigetvar_gamma";"clear-day";0;0;2,01;12,23;156;0;78,4986;110,7611
2019-01-17 14:15:00;55,576;0,19;11,98;0,4975;"szigetvar_gamma";"clear-night";0;0;1,7575;11,98;140;0;72,082;103,2378
2019-01-17 14:30:00;30,931;0,19;11,73;0,495;"szigetvar_gamma";"clear-night";0;0;1,505;11,73;122;0;65,0238;94,8879
2019-01-17 14:45:00;25,842;0,19;11,48;0,4925;"szigetvar_gamma";"clear-night";0;0;1,2525;11,48;103;0;57,3879;85,747
2019-01-17 15:00:00;48,093;0,19;11,23;0,49;"szigetvar_gamma";"clear-night";0;0;1;11,23;83;0;49,2523;75,8545
2019-01-17 15:15:00;62,361;0,2275;10,48;0,53;"szigetvar_gamma";"partly-cloudy-night";0;0;1,25;10,48;61;0;40,7155;65,2526
2019-01-17 15:30:00;72,239;0,265;9,73;0,57;"szigetvar_gamma";"partly-cloudy-night";0;0;1,5;9,73;38;0;31,9099;53,9867
2019-01-17 15:45:00;28,436;0,3025;8,98;0,61;"szigetvar_gamma";"partly-cloudy-night";0;0;1,75;8,98;15;0;23,0333;42,1052
2019-01-17 16:00:00;10,377;0,34;8,23;0,65;"szigetvar_gamma";"partly-cloudy-night";0;0;2;8,23;0;0;14,4174;29,6588
2019-01-17 16:15:00;2,993;0,3225;8,155;0,655;"szigetvar_gamma";"partly-cloudy-night";0;0;2,0475;7,4425;0;0;6,6709;16,7009
2019-01-17 16:30:00;0;0,305;8,08;0,66;"szigetvar_gamma";"partly-cloudy-night";0;0;2,095;6,655;0;0;1,1079;3,7457
2019-01-17 16:45:00;0;0,2875;8,005;0,665;"szigetvar_gamma";"partly-cloudy-night";0;0;2,1425;5,8675;0;0;0;0
2019-01-17 17:00:00;0;0,27;7,93;0,67;"szigetvar_gamma";"partly-cloudy-night";0;0;2,19;5,08;0;0;0;0
2019-01-17 17:15:00;0;0,25;7,825;0,6725;"szigetvar_gamma";"clear-night";0;0;2,1425;4,9525;0;0;0;0
2019-01-17 17:30:00;0;0,23;7,72;0,675;"szigetvar_gamma";"clear-night";0;0;2,095;4,825;0;0;0;0
2019-01-17 17:45:00;0;0,21;7,615;0,6775;"szigetvar_gamma";"clear-night";0;0;2,0475;4,6975;0;0;0;0
2019-01-17 18:00:00;0;0,19;7,51;0,68;"szigetvar_gamma";"clear-night";0;0;2;4,57;0;0;0;0
2019-01-17 18:15:00;0;0,1675;7,4525;0,6825;"szigetvar_gamma";"clear-night";0;0;1,9675;4,4925;0;0;0;0
2019-01-17 18:30:00;0;0,145;7,395;0,685;"szigetvar_gamma";"clear-night";0;0;1,935;4,415;0;0;0;0
2019-01-17 18:45:00;0;0,1225;7,3375;0,6875;"szigetvar_gamma";"clear-night";0;0;1,9025;4,3375;0;0;0;0
2019-01-17 19:00:00;0;0,1;7,28;0,69;"szigetvar_gamma";"clear-night";0;0;1,87;4,26;0;0;0;0
2019-01-17 19:15:00;0;0,095;7,24;0,69;"szigetvar_gamma";"clear-night";0;0;1,86;4,215;0;0;0;0
2019-01-17 19:30:00;0;0,09;7,2;0,69;"szigetvar_gamma";"clear-night";0;0;1,85;4,17;0;0;0;0
2019-01-17 19:45:00;0;0,085;7,16;0,69;"szigetvar_gamma";"clear-night";0;0;1,84;4,125;0;0;0;0
2019-01-17 20:00:00;0;0,08;7,12;0,69;"szigetvar_gamma";"clear-night";0;0;1,83;4,08;0;0;0;0
2019-01-17 20:15:00;0;0,0975;7,105;0,6925;"szigetvar_gamma";"clear-night";0,0075;0,0019;1,855;4,09;0;0;0;0
2019-01-17 20:30:00;0;0,115;7,09;0,695;"szigetvar_gamma";"clear-night";0,015;0,0038;1,88;4,1;0;0;0;0
2019-01-17 20:45:00;0;0,1325;7,075;0,6975;"szigetvar_gamma";"clear-night";0,0225;0,0057;1,905;4,11;0;0;0;0
2019-01-17 21:00:00;0;0,15;7,06;0,7;"szigetvar_gamma";"clear-night";0,03;0,0076;1,93;4,12;0;0;0;0
2019-01-17 21:15:00;0;0,18;7,0625;0,7025;"szigetvar_gamma";"partly-cloudy-night";0,0325;0,011425;1,975;4,17;0;0;0;0
2019-01-17 21:30:00;0;0,21;7,065;0,705;"szigetvar_gamma";"partly-cloudy-night";0,035;0,01525;2,02;4,22;0;0;0;0
2019-01-17 21:45:00;0;0,24;7,0675;0,7075;"szigetvar_gamma";"partly-cloudy-night";0,0375;0,019075;2,065;4,27;0;0;0;0
2019-01-17 22:00:00;0;0,27;7,07;0,71;"szigetvar_gamma";"partly-cloudy-night";0,04;0,0229;2,11;4,32;0;0;0;0
2019-01-17 22:15:00;0;0,3025;7,0175;0,7025;"szigetvar_gamma";"partly-cloudy-night";0,045;0,027975;1,9375;4,375;0;0;0;0
2019-01-17 22:30:00;0;0,335;6,965;0,695;"szigetvar_gamma";"partly-cloudy-night";0,05;0,03305;1,765;4,43;0;0;0;0
2019-01-17 22:45:00;0;0,3675;6,9125;0,6875;"szigetvar_gamma";"partly-cloudy-night";0,055;0,038125;1,5925;4,485;0;0;0;0
2019-01-17 23:00:00;0;0,4;6,86;0,68;"szigetvar_gamma";"partly-cloudy-night";0,06;0,0432;1,42;4,54;0;0;0;0
2019-01-17 23:15:00;0;0,43;6,7275;0,6925;"szigetvar_gamma";"partly-cloudy-night";0,0675;0,050175;1,515;4,5875;0;0;0;0
2019-01-17 23:30:00;0;0,46;6,595;0,705;"szigetvar_gamma";"partly-cloudy-night";0,075;0,05715;1,61;4,635;0;0;0;0
2019-01-17 23:45:00;0;0,49;6,4625;0,7175;"szigetvar_gamma";"partly-cloudy-night";0,0825;0,064125;1,705;4,6825;0;0;0;0
2019-01-18 00:00:00;0;0,52;6,33;0,73;"szigetvar_gamma";"partly-cloudy-night";0,09;0,0711;1,8;4,73;0;0;0;0
2019-01-18 00:15:00;0;0,55;6,255;0,74;"szigetvar_gamma";"partly-cloudy-night";0,105;0,0819;1,9275;4,705;0;0;0;0
2019-01-18 00:30:00;0;0,58;6,18;0,75;"szigetvar_gamma";"partly-cloudy-night";0,12;0,0927;2,055;4,68;0;0;0;0
2019-01-18 00:45:00;0;0,61;6,105;0,76;"szigetvar_gamma";"partly-cloudy-night";0,135;0,1035;2,1825;4,655;0;0;0;0
2019-01-18 01:00:00;0;0,64;6,03;0,77;"szigetvar_gamma";"partly-cloudy-night";0,15;0,1143;2,31;4,63;0;0;0;0
2019-01-18 01:15:00;0;0,665;5,945;0,78;"szigetvar_gamma";"partly-cloudy-night";0,1825;0,13525;2,405;4,58;0;0;0;0
2019-01-18 01:30:00;0;0,69;5,86;0,79;"szigetvar_gamma";"partly-cloudy-night";0,215;0,1562;2,5;4,53;0;0;0;0
2019-01-18 01:45:00;0;0,715;5,775;0,8;"szigetvar_gamma";"partly-cloudy-night";0,2475;0,17715;2,595;4,48;0;0;0;0
2019-01-18 02:00:00;0;0,74;5,69;0,81;"szigetvar_gamma";"partly-cloudy-night";0,28;0,1981;2,69;4,43;0;0;0;0
2019-01-18 02:15:00;0;0,7525;5,6025;0,8175;"szigetvar_gamma";"partly-cloudy-night";0,3225;0,2686;2,7225;4,18;0;0;0;0
2019-01-18 02:30:00;0;0,765;5,515;0,825;"szigetvar_gamma";"partly-cloudy-night";0,365;0,3391;2,755;3,93;0;0;0;0
2019-01-18 02:45:00;0;0,7775;5,4275;0,8325;"szigetvar_gamma";"partly-cloudy-night";0,4075;0,4096;2,7875;3,68;0;0;0;0
2019-01-18 03:00:00;0;0,79;5,34;0,84;"szigetvar_gamma";"partly-cloudy-night";0,45;0,4801;2,82;3,43;0;0;0;0
2019-01-18 03:15:00;0;0,8;5,26;0,845;"szigetvar_gamma";"rain";0,495;0,6325;2,83;3,1525;0;0;0;0
2019-01-18 03:30:00;0;0,81;5,18;0,85;"szigetvar_gamma";"rain";0,54;0,7849;2,84;2,875;0;0;0;0
2019-01-18 03:45:00;0;0,82;5,1;0,855;"szigetvar_gamma";"rain";0,585;0,9373;2,85;2,5975;0;0;0;0
2019-01-18 04:00:00;0;0,83;5,02;0,86;"szigetvar_gamma";"rain";0,63;1,0897;2,86;2,32;0;0;0;0
2019-01-18 04:15:00;0;0,8725;5,075;0,8575;"szigetvar_gamma";"rain";0,6475;1,2224;2,895;2,0725;0;0;0;0
2019-01-18 04:30:00;0;0,915;5,13;0,855;"szigetvar_gamma";"rain";0,665;1,3551;2,93;1,825;0;0;0;0
2019-01-18 04:45:00;0;0,9575;5,185;0,8525;"szigetvar_gamma";"rain";0,6825;1,4878;2,965;1,5775;0;0;0;0
2019-01-18 05:00:00;0;1;5,24;0,85;"szigetvar_gamma";"rain";0,7;1,6205;3;1,33;0;0;0;0
2019-01-18 05:15:00;0;1;4,9875;0,835;"szigetvar_gamma";"rain";0,705;1,598925;2,4975;0,7275;0;0;0;0
2019-01-18 05:30:00;0;1;4,735;0,82;"szigetvar_gamma";"rain";0,71;1,57735;1,995;0,125;0;0;0;0
2019-01-18 05:45:00;0;1;4,4825;0,805;"szigetvar_gamma";"rain";0,715;1,555775;1,4925;-0,4775;0;0;0;0
2019-01-18 06:00:00;0;1;4,23;0,79;"szigetvar_gamma";"rain";0,72;1,5342;0,99;-1,08;0;0;0;0
2019-01-18 06:15:00;0;1;3,98;0,805;"szigetvar_gamma";"rain";0,705;1,43385;0,99;-1,22;0;0;0;0
2019-01-18 06:30:00;0;1;3,73;0,82;"szigetvar_gamma";"rain";0,69;1,3335;0,99;-1,36;0;0;0;0
2019-01-18 06:45:00;0;1;3,48;0,835;"szigetvar_gamma";"rain";0,675;1,23315;0,99;-1,5;0;0;0;0
2019-01-18 07:00:00;0;1;3,23;0,85;"szigetvar_gamma";"rain";0,66;1,1328;0,99;-1,64;0;0;0;0
2019-01-18 07:15:00;0;1;3,23;0,85;"szigetvar_gamma";"rain";0,6425;1,04835;0,99;-1,5325;0;0;0;0
2019-01-18 07:30:00;0;1;3,23;0,85;"szigetvar_gamma";"rain";0,625;0,9639;0,99;-1,425;11;0;0;0
2019-01-18 07:45:00;0,1;1;3,23;0,85;"szigetvar_gamma";"rain";0,6075;0,87945;0,99;-1,3175;34;0;1,8864;5,9437
2019-01-18 08:00:00;0,399;1;3,23;0,85;"szigetvar_gamma";"rain";0,59;0,795;0,99;-1,21;57;0;8,1554;19,2928
2019-01-18 08:15:00;1,496;1;3,48;0,835;"szigetvar_gamma";"cloudy";0,585;0,73595;0,99;-0,615;79;0;16,2582;32,2083
2019-01-18 08:30:00;3,692;1;3,73;0,82;"szigetvar_gamma";"cloudy";0,58;0,6769;0,99;-0,02;100;0;25,1114;44,6044
2019-01-18 08:45:00;4,689;1;3,98;0,805;"szigetvar_gamma";"cloudy";0,575;0,61785;0,99;0,575;119;0;34,161;56,4281
2019-01-18 09:00:00;7,284;1;4,23;0,79;"szigetvar_gamma";"cloudy";0,57;0,5588;0,99;1,17;137;0;43,1022;67,6288
2019-01-18 09:15:00;9,479;1;4,23;0,79;"szigetvar_gamma";"cloudy";0,56;0,5061;0,99;1,17;154;0;51,7496;78,1584
2019-01-18 09:30:00;18,06;1;4,23;0,79;"szigetvar_gamma";"cloudy";0,55;0,4534;0,99;1,17;170;0;59,9776;87,9721
2019-01-18 09:45:00;24,445;1;4,23;0,79;"szigetvar_gamma";"cloudy";0,54;0,4007;0,99;1,17;183;0;67,6941;97,0278
2019-01-18 10:00:00;19,756;1;4,23;0,79;"szigetvar_gamma";"cloudy";0,53;0,348;0,99;1,17;196;0;74,8199;105,2867
2019-01-18 10:15:00;17,66;1;4,23;0,79;"szigetvar_gamma";"cloudy";0,465;0,310525;0,99;0,96;206;0;81,2793;112,7134
2019-01-18 10:30:00;23,148;1;4,23;0,79;"szigetvar_gamma";"cloudy";0,4;0,27305;0,99;0,75;215;0;87,0212;119,2763
2019-01-18 10:45:00;19,357;1;4,23;0,79;"szigetvar_gamma";"cloudy";0,335;0,235575;0,99;0,54;223;0;92,016;124,9472
2019-01-18 11:00:00;32,827;1;4,23;0,79;"szigetvar_gamma";"cloudy";0,27;0,1981;0,99;0,33;228;0;96,2285;129,7018
2019-01-18 11:15:00;40,609;1;4,23;0,79;"szigetvar_gamma";"cloudy";0,2625;0,17905;0,99;0,26;232;0;99,6305;133,5199
2019-01-18 11:30:00;39,711;1;4,23;0,79;"szigetvar_gamma";"cloudy";0,255;0,16;0,99;0,19;234;0;102,1999;136,3851
2019-01-18 11:45:00;28,436;1;4,23;0,79;"szigetvar_gamma";"cloudy";0,2475;0,14095;0,99;0,12;234;0;103,9206;138,285
2019-01-18 12:00:00;21,851;1;4,23;0,79;"szigetvar_gamma";"cloudy";0,24;0,1219;0,99;0,05;233;0;104,7818;139,2117
2019-01-18 12:15:00;23,348;1;4,23;0,7775;"szigetvar_gamma";"cloudy";0,2275;0,110475;0,7475;0,2525;229;0;104,7783;139,1611
2019-01-18 12:30:00;37,816;1;4,23;0,765;"szigetvar_gamma";"cloudy";0,215;0,09905;0,505;0,455;224;0;103,91;138,1335
2019-01-18 12:45:00;31,929;1;4,23;0,7525;"szigetvar_gamma";"cloudy";0,2025;0,087625;0,2625;0,6575;217;0;102,1822;136,1333
2019-01-18 13:00:00;37,317;1;4,23;0,74;"szigetvar_gamma";"cloudy";0,19;0,0762;0,02;0,86;209;0;99,6055;133,1691
2019-01-18 13:15:00;40,709;1;4,23;0,7275;"szigetvar_gamma";"cloudy";0,175;0,068575;-0,2375;1,1225;199;0;96,2062;129,2535
2019-01-18 13:30:00;35,321;1;4,23;0,715;"szigetvar_gamma";"cloudy";0,16;0,06095;-0,495;1,385;187;0;92,0063;124,4034
2019-01-18 13:45:00;27,339;1;4,23;0,7025;"szigetvar_gamma";"cloudy";0,145;0,053325;-0,7525;1,6475;173;0;87,0233;118,6395
2019-01-18 14:00:00;26,64;1;4,23;0,69;"szigetvar_gamma";"cloudy";0,13;0,0457;-1,01;1,91;158;0;81,292;111,9866
2019-01-18 14:15:00;26,042;1;4,23;0,6775;"szigetvar_gamma";"cloudy";0,125;0,03935;-1,2525;1,81;142;0;74,8544;104,4731
2019-01-18 14:30:00;17,76;1;4,23;0,665;"szigetvar_gamma";"cloudy";0,12;0,033;-1,495;1,71;124;0;67,7607;96,1312
2019-01-18 14:45:00;16,563;1;4,23;0,6525;"szigetvar_gamma";"cloudy";0,115;0,02665;-1,7375;1,61;105;0;60,0709;86,9966
2019-01-18 15:00:00;16,463;1;4,23;0,64;"szigetvar_gamma";"cloudy";0,11;0,0203;-1,98;1,51;84;0;51,8566;77,1086
2019-01-18 15:15:00;14,468;0,9975;3,98;0,6525;"szigetvar_gamma";"cloudy";0,0975;0,0165;-1,9825;1,21;63;0;43,2059;66,5093
2019-01-18 15:30:00;6,984;0,995;3,73;0,665;"szigetvar_gamma";"cloudy";0,085;0,0127;-1,985;0,91;40;0;34,2356;55,2443
2019-01-18 15:45:00;6,186;0,9925;3,48;0,6775;"szigetvar_gamma";"cloudy";0,0725;0,0089;-1,9875;0,61;17;0;25,1189;43,3618
2019-01-18 16:00:00;3,292;0,99;3,23;0,69;"szigetvar_gamma";"cloudy";0,06;0,0051;-1,99;0,31;1;0;16,1515;30,9127
2019-01-18 16:15:00;0,698;0,99;3,0275;0,7175;"szigetvar_gamma";"cloudy";0,045;0,003825;-1,6775;0,1775;0;0;7,8935;17,9502
2019-01-18 16:30:00;0;0,99;2,825;0,745;"szigetvar_gamma";"cloudy";0,03;0,00255;-1,365;0,045;0;0;1,5661;4,7177
2019-01-18 16:45:00;0;0,99;2,6225;0,7725;"szigetvar_gamma";"cloudy";0,015;0,001275;-1,0525;-0,0875;0;0;0;0
2019-01-18 17:00:00;0;0,99;2,42;0,8;"szigetvar_gamma";"cloudy";0;0;-0,74;-0,22;0;0;0;0
2019-01-18 17:15:00;0;0,99;2,35;0,7975;"szigetvar_gamma";"cloudy";0;0;-0,8225;-0,2825;0;0;0;0
2019-01-18 17:30:00;0;0,99;2,28;0,795;"szigetvar_gamma";"cloudy";0;0;-0,905;-0,345;0;0;0;0
2019-01-18 17:45:00;0;0,99;2,21;0,7925;"szigetvar_gamma";"cloudy";0;0;-0,9875;-0,4075;0;0;0;0
2019-01-18 18:00:00;0;0,99;2,14;0,79;"szigetvar_gamma";"cloudy";0;0;-1,07;-0,47;0;0;0;0
2019-01-18 18:15:00;0;0,9925;2,0875;0,79;"szigetvar_gamma";"cloudy";0;0;-1,1225;-0,5575;0;0;0;0
2019-01-18 18:30:00;0;0,995;2,035;0,79;"szigetvar_gamma";"cloudy";0;0;-1,175;-0,645;0;0;0;0
2019-01-18 18:45:00;0;0,9975;1,9825;0,79;"szigetvar_gamma";"cloudy";0;0;-1,2275;-0,7325;0;0;0;0
2019-01-18 19:00:00;0;1;1,93;0,79;"szigetvar_gamma";"cloudy";0;0;-1,28;-0,82;0;0;0;0
2019-01-18 19:15:00;0;1;1,8875;0,79;"szigetvar_gamma";"cloudy";0;0;-1,3375;-0,88;0;0;0;0
2019-01-18 19:30:00;0;1;1,845;0,79;"szigetvar_gamma";"cloudy";0;0;-1,395;-0,94;0;0;0;0
2019-01-18 19:45:00;0;1;1,8025;0,79;"szigetvar_gamma";"cloudy";0;0;-1,4525;-1;0;0;0;0
2019-01-18 20:00:00;0;1;1,76;0,79;"szigetvar_gamma";"cloudy";0;0;-1,51;-1,06;0;0;0;0
2019-01-18 20:15:00;0;1;1,7175;0,7875;"szigetvar_gamma";"cloudy";0;0;-1,5775;-1,075;0;0;0;0
2019-01-18 20:30:00;0;1;1,675;0,785;"szigetvar_gamma";"cloudy";0;0;-1,645;-1,09;0;0;0;0
2019-01-18 20:45:00;0;1;1,6325;0,7825;"szigetvar_gamma";"cloudy";0;0;-1,7125;-1,105;0;0;0;0
2019-01-18 21:00:00;0;1;1,59;0,78;"szigetvar_gamma";"cloudy";0;0;-1,78;-1,12;0;0;0;0
2019-01-18 21:15:00;0;1;1,535;0,78;"szigetvar_gamma";"cloudy";0;0;-1,85;-1,1325;0;0;0;0
2019-01-18 21:30:00;0;1;1,48;0,78;"szigetvar_gamma";"cloudy";0;0;-1,92;-1,145;0;0;0;0
2019-01-18 21:45:00;0;1;1,425;0,78;"szigetvar_gamma";"cloudy";0;0;-1,99;-1,1575;0;0;0;0
2019-01-18 22:00:00;0;1;1,37;0,78;"szigetvar_gamma";"cloudy";0;0;-2,06;-1,17;0;0;0;0
2019-01-18 22:15:00;0;1;1,2725;0,7775;"szigetvar_gamma";"cloudy";0;0;-2,2;-1,1975;0;0;0;0
2019-01-18 22:30:00;0;1;1,175;0,775;"szigetvar_gamma";"cloudy";0;0;-2,34;-1,225;0;0;0;0
2019-01-18 22:45:00;0;1;1,0775;0,7725;"szigetvar_gamma";"cloudy";0;0;-2,48;-1,2525;0;0;0;0
2019-01-18 23:00:00;0;1;0,98;0,77;"szigetvar_gamma";"cloudy";0;0;-2,62;-1,28;0;0;0;0
2019-01-18 23:15:00;0;0,9975;0,845;0,77;"szigetvar_gamma";"cloudy";0;0;-2,73;-1,38;0;0;0;0
2019-01-18 23:30:00;0;0,995;0,71;0,77;"szigetvar_gamma";"cloudy";0;0;-2,84;-1,48;0;0;0;0
2019-01-18 23:45:00;0;0,9925;0,575;0,77;"szigetvar_gamma";"cloudy";0;0;-2,95;-1,58;0;0;0;0
2019-01-19 00:00:00;0;0,99;0,44;0,77;"szigetvar_gamma";"cloudy";0;0;-3,06;-1,68;0;0;0;0
2019-01-19 00:15:00;0;0,9875;0,26;0,775;"szigetvar_gamma";"cloudy";0;0;-3,165;-1,84;0;0;0;0
