"datetime";"time";"summary";"icon";"precipIntensity";"precipProbability";"temperature";"apparentTemperature";"dewPoint";"humidity";"pressure";"windSpeed";"windGust";"windBearing";"cloudCover";"uvIndex";"visibility";"ozone";"precipType";"Rad";"GHI";"TOA";"ForecastOrNot";"predicted_P"
2019-03-23 00:00:00;1553295600;"Clear";"clear-night";0;0;7.45;7.45;-0.27;0.58;1030.14;1.1;1.21;50;0.03;0;16.09;335.07;"rain";0;0;0;1;0
2019-03-23 00:15:00;1553296500;"Clear";"clear-night";0;0;7.31;7.31;-0.3125;0.585;1030.1025;1.115;1.24;47.75;0.03;0;16.09;335;"rain";0;0;0;1;0
2019-03-23 00:30:00;1553297400;"Clear";"clear-night";0;0;7.17;7.17;-0.355;0.59;1030.065;1.13;1.27;45.5;0.03;0;16.09;334.93;"rain";0;0;0;1;0
2019-03-23 00:45:00;1553298300;"Clear";"clear-night";0;0;7.03;7.03;-0.3975;0.595;1030.0275;1.145;1.3;43.25;0.03;0;16.09;334.86;"rain";0;0;0;1;0
2019-03-23 01:00:00;1553299200;"Clear";"clear-night";0;0;6.89;6.89;-0.44;0.6;1029.99;1.16;1.33;41;0.03;0;16.09;334.79;"rain";0;0;0;1;0
2019-03-23 01:15:00;1553300100;"Clear";"clear-night";0;0;6.715;6.715;-0.4875;0.605;1029.91;1.1875;1.4;41;0.0275;0;16.09;334.0375;"rain";0;0;0;1;0
2019-03-23 01:30:00;1553301000;"Clear";"clear-night";0;0;6.54;6.54;-0.535;0.61;1029.83;1.215;1.47;41;0.025;0;16.09;333.285;"rain";0;0;0;1;0
2019-03-23 01:45:00;1553301900;"Clear";"clear-night";0;0;6.365;6.365;-0.5825;0.615;1029.75;1.2425;1.54;41;0.0225;0;16.09;332.5325;"rain";0;0;0;1;0
2019-03-23 02:00:00;1553302800;"Clear";"clear-night";0;0;6.19;6.19;-0.63;0.62;1029.67;1.27;1.61;41;0.02;0;16.09;331.78;"rain";0;0;0;1;0
2019-03-23 02:15:00;1553303700;"Clear";"clear-night";0;0;5.9575;5.7425;-0.68;0.6275;1029.5725;1.3;1.6925;42;0.0175;0;16.09;330.6025;"rain";0;0;0;1;0
2019-03-23 02:30:00;1553304600;"Clear";"clear-night";0;0;5.725;5.295;-0.73;0.635;1029.475;1.33;1.775;43;0.015;0;16.09;329.425;"rain";0;0;0;1;0
2019-03-23 02:45:00;1553305500;"Clear";"clear-night";0;0;5.4925;4.8475;-0.78;0.6425;1029.3775;1.36;1.8575;44;0.0125;0;16.09;328.2475;"rain";0;0;0;1;0
2019-03-23 03:00:00;1553306400;"Clear";"clear-night";0;0;5.26;4.4;-0.83;0.65;1029.28;1.39;1.94;45;0.01;0;16.09;327.07;"rain";0;0;0;1;0
2019-03-23 03:15:00;1553307300;"Clear";"clear-night";0;0;5.115;4.2125;-0.825;0.6575;1029.2125;1.405;1.9875;46;0.0075;0;16.09;326.0825;"rain";0;0;0;1;0
2019-03-23 03:30:00;1553308200;"Clear";"clear-night";0;0;4.97;4.025;-0.82;0.665;1029.145;1.42;2.035;47;0.005;0;16.09;325.095;"rain";0;0;0;1;0
2019-03-23 03:45:00;1553309100;"Clear";"clear-night";0;0;4.825;3.8375;-0.815;0.6725;1029.0775;1.435;2.0825;48;0.0025;0;16.09;324.1075;"rain";0;0;0;1;0
2019-03-23 04:00:00;1553310000;"Clear";"clear-night";0;0;4.68;3.65;-0.81;0.68;1029.01;1.45;2.13;49;0;0;16.09;323.12;"rain";0;0;0;1;0
2019-03-23 04:15:00;1553310900;"Clear";"clear-night";0;0;4.595;3.5675;-0.7375;0.6875;1029.01;1.4425;2.11;49.75;0;0;16.09;322.5225;"rain";0;0;0;1;0
2019-03-23 04:30:00;1553311800;"Clear";"clear-night";0;0;4.51;3.485;-0.665;0.695;1029.01;1.435;2.09;50.5;0;0;16.09;321.925;"rain";0;0;0;1;0
2019-03-23 04:45:00;1553312700;"Clear";"clear-night";0;0;4.425;3.4025;-0.5925;0.7025;1029.01;1.4275;2.07;51.25;0;0;16.09;321.3275;"rain";0;0;0;1;0
2019-03-23 05:00:00;1553313600;"Clear";"clear-night";0;0;4.34;3.32;-0.52;0.71;1029.01;1.42;2.05;52;0;0;16.09;320.73;"rain";0;0;0;1;0
2019-03-23 05:15:00;1553314500;"Clear";"clear-day";0;0;4.3825;3.6175;-0.39;0.715;1029.05;1.4;1.9925;53.25;0;0;16.09;320.3275;"rain";0;0;0;1;0
2019-03-23 05:30:00;1553315400;"Clear";"clear-day";0;0;4.425;3.915;-0.26;0.72;1029.09;1.38;1.935;54.5;0;0;16.09;319.925;"rain";0;0;0;1;0
2019-03-23 05:45:00;1553316300;"Clear";"clear-day";0;0;4.4675;4.2125;-0.13;0.725;1029.13;1.36;1.8775;55.75;0;0;16.09;319.5225;"rain";2;0;0;1;0
2019-03-23 06:00:00;1553317200;"Clear";"clear-day";0;0;4.51;4.51;0;0.73;1029.17;1.34;1.82;57;0;0;16.09;319.12;"rain";24;0.74;3.1691;1;2
2019-03-23 06:15:00;1553318100;"Clear";"clear-day";0;0;4.7625;4.7625;0.195;0.725;1029.1925;1.3325;1.7825;58.5;0;0;16.09;318.8075;"rain";53;5.4461;17.7474;1;6
2019-03-23 06:30:00;1553319000;"Clear";"clear-day";0;0;5.015;5.015;0.39;0.72;1029.215;1.325;1.745;60;0;0;16.09;318.495;"rain";82;12.7566;33.2765;1;16
2019-03-23 06:45:00;1553319900;"Clear";"clear-day";0;0;5.2675;5.2675;0.585;0.715;1029.2375;1.3175;1.7075;61.5;0;0;16.09;318.1825;"rain";110;21.765;48.685;1;31
2019-03-23 07:00:00;1553320800;"Clear";"clear-day";0;0;5.52;5.52;0.78;0.71;1029.26;1.31;1.67;63;0;0;16.09;317.87;"rain";138;31.8923;63.9069;1;51
2019-03-23 07:15:00;1553321700;"Clear";"clear-day";0;0;6.2725;6.1575;1.1;0.6925;1029.2375;1.335;1.6775;64.75;0;0.25;16.09;317.5875;"rain";165;42.6483;78.8772;1;126
2019-03-23 07:30:00;1553322600;"Clear";"clear-day";0;0;7.025;6.795;1.42;0.675;1029.215;1.36;1.685;66.5;0;0.5;16.09;317.305;"rain";191;53.6992;93.5317;1;144
2019-03-23 07:45:00;1553323500;"Clear";"clear-day";0;0;7.7775;7.4325;1.74;0.6575;1029.1925;1.385;1.6925;68.25;0;0.75;16.09;317.0225;"rain";217;64.8661;107.8078;1;167
2019-03-23 08:00:00;1553324400;"Clear";"clear-day";0;0;8.53;8.07;2.06;0.64;1029.17;1.41;1.7;70;0;1;16.09;316.74;"rain";241;75.9759;121.6443;1;188
2019-03-23 08:15:00;1553325300;"Clear";"clear-day";0;0;9.455;9.11;2.4425;0.62;1029.13;1.4475;1.7275;72.25;0;1.25;16.09;316.5625;"rain";264;86.8915;134.9822;1;249
2019-03-23 08:30:00;1553326200;"Clear";"clear-day";0;0;10.38;10.15;2.825;0.6;1029.09;1.485;1.755;74.5;0;1.5;16.09;316.385;"rain";287;97.5009;147.7641;1;270
2019-03-23 08:45:00;1553327100;"Clear";"clear-day";0;0;11.305;11.19;3.2075;0.58;1029.05;1.5225;1.7825;76.75;0;1.75;16.09;316.2075;"rain";307;107.7101;159.9357;1;284
2019-03-23 09:00:00;1553328000;"Clear";"clear-day";0;0;12.23;12.23;3.59;0.56;1029.01;1.56;1.81;79;0;2;16.09;316.03;"rain";327;117.4378;171.4446;1;297
2019-03-23 09:15:00;1553328900;"Clear";"clear-day";0;0;12.9675;12.9675;3.9025;0.545;1028.9375;1.59;1.835;80.5;0;2.5;16.09;315.9275;"rain";345;126.6134;182.2418;1;313
2019-03-23 09:30:00;1553329800;"Clear";"clear-day";0;0;13.705;13.705;4.215;0.53;1028.865;1.62;1.86;82;0;3;16.09;315.825;"rain";361;135.1747;192.281;1;326
2019-03-23 09:45:00;1553330700;"Clear";"clear-day";0;0;14.4425;14.4425;4.5275;0.515;1028.7925;1.65;1.885;83.5;0;3.5;16.09;315.7225;"rain";376;143.0708;201.5193;1;331
2019-03-23 10:00:00;1553331600;"Clear";"clear-day";0;0;15.18;15.18;4.84;0.5;1028.72;1.68;1.91;85;0;4;16.09;315.62;"rain";389;150.256;209.9171;1;346
2019-03-23 10:15:00;1553332500;"Clear";"clear-day";0;0;15.5525;15.5525;5.01;0.495;1028.6275;1.6825;1.9225;85;0;4.25;16.09;315.6575;"rain";401;156.6869;217.4387;1;357
2019-03-23 10:30:00;1553333400;"Clear";"clear-day";0;0;15.925;15.925;5.18;0.49;1028.535;1.685;1.935;85;0;4.5;16.09;315.695;"rain";410;162.3294;224.0519;1;362
2019-03-23 10:45:00;1553334300;"Clear";"clear-day";0;0;16.2975;16.2975;5.35;0.485;1028.4425;1.6875;1.9475;85;0;4.75;16.09;315.7325;"rain";418;167.1443;229.7283;1;367
2019-03-23 11:00:00;1553335200;"Clear";"clear-day";0;0;16.67;16.67;5.52;0.48;1028.35;1.69;1.96;85;0;5;16.09;315.77;"rain";424;171.104;234.4439;1;369
2019-03-23 11:15:00;1553336100;"Clear";"clear-day";0;0;16.9125;16.9125;5.61;0.475;1028.2425;1.685;1.9725;84.25;0;5;16.09;315.89;"rain";428;174.1858;238.1784;1;372
