"datetime";"time";"summary";"icon";"precipIntensity";"precipProbability";"temperature";"apparentTemperature";"dewPoint";"humidity";"pressure";"windSpeed";"windGust";"windBearing";"cloudCover";"uvIndex";"visibility";"ozone";"precipType";"Rad";"GHI";"TOA";"ForecastOrNot";"month";"predicted_P"
2019-04-18 00:00:00;1555538400;"Clear";"clear-night";0;0;10.61;10.61;4.21;0.65;1024.19;2.51;3.75;15;0;0;16.09;382.97;"rain";0;0;0;1;4;0
2019-04-18 00:15:00;1555539300;"Clear";"clear-night";0;0;10.5025;10.5025;4.2575;0.655;1024.2225;2.475;3.71;14.75;0;0;16.09;382.52;"rain";0;0;0;1;4;0
2019-04-18 00:30:00;1555540200;"Clear";"clear-night";0;0;10.395;10.395;4.305;0.66;1024.255;2.44;3.67;14.5;0;0;16.09;382.07;"rain";0;0;0;1;4;0
2019-04-18 00:45:00;1555541100;"Clear";"clear-night";0;0;10.2875;10.2875;4.3525;0.665;1024.2875;2.405;3.63;14.25;0;0;16.09;381.62;"rain";0;0;0;1;4;0
2019-04-18 01:00:00;1555542000;"Clear";"clear-night";0;0;10.18;10.18;4.4;0.67;1024.32;2.37;3.59;14;0;0;16.09;381.17;"rain";0;0;0;1;4;0
2019-04-18 01:15:00;1555542900;"Clear";"clear-night";0;0;10.0525;9.77;4.4275;0.6775;1024.3475;2.36;3.5725;13.75;0;0;16.09;380.8175;"rain";0;0;0;1;4;0
2019-04-18 01:30:00;1555543800;"Clear";"clear-night";0;0;9.925;9.36;4.455;0.685;1024.375;2.35;3.555;13.5;0;0;16.09;380.465;"rain";0;0;0;1;4;0
2019-04-18 01:45:00;1555544700;"Clear";"clear-night";0;0;9.7975;8.95;4.4825;0.6925;1024.4025;2.34;3.5375;13.25;0;0;16.09;380.1125;"rain";0;0;0;1;4;0
2019-04-18 02:00:00;1555545600;"Clear";"clear-night";0;0;9.67;8.54;4.51;0.7;1024.43;2.33;3.52;13;0;0;16.09;379.76;"rain";0;0;0;1;4;0
2019-04-18 02:15:00;1555546500;"Clear";"clear-night";0;0;9.4375;8.2425;4.48;0.71;1024.465;2.3675;3.5425;13;0;0;16.09;379.59;"rain";0;0;0;1;4;0
2019-04-18 02:30:00;1555547400;"Clear";"clear-night";0;0;9.205;7.945;4.45;0.72;1024.5;2.405;3.565;13;0;0;16.09;379.42;"rain";0;0;0;1;4;0
2019-04-18 02:45:00;1555548300;"Clear";"clear-night";0;0;8.9725;7.6475;4.42;0.73;1024.535;2.4425;3.5875;13;0;0;16.09;379.25;"rain";0;0;0;1;4;0
2019-04-18 03:00:00;1555549200;"Clear";"clear-night";0;0;8.74;7.35;4.39;0.74;1024.57;2.48;3.61;13;0;0;16.09;379.08;"rain";0;0;0;1;4;0
