"datetime";"time";"summary";"icon";"precipIntensity";"precipProbability";"temperature";"apparentTemperature";"dewPoint";"humidity";"pressure";"windSpeed";"windGust";"windBearing";"cloudCover";"uvIndex";"visibility";"ozone";"precipType";"Rad";"GHI";"TOA";"ForecastOrNot";"month";"predicted_P"
2019-04-22 00:00:00;1555884000;"Clear";"clear-night";0;0;10.18;10.18;1.84;0.56;1018.46;1.56;2.57;181;0;0;16.09;326.82;"rain";0;0;0;1;4;0
2019-04-22 00:15:00;1555884900;"Clear";"clear-night";0;0;10.0125;9.88;1.7875;0.565;1018.3675;1.57;2.555;183;0;0;16.09;326.365;"rain";0;0;0;1;4;0
2019-04-22 00:30:00;1555885800;"Clear";"clear-night";0;0;9.845;9.58;1.735;0.57;1018.275;1.58;2.54;185;0;0;16.09;325.91;"rain";0;0;0;1;4;0
2019-04-22 00:45:00;1555886700;"Clear";"clear-night";0;0;9.6775;9.28;1.6825;0.575;1018.1825;1.59;2.525;187;0;0;16.09;325.455;"rain";0;0;0;1;4;0
2019-04-22 01:00:00;1555887600;"Clear";"clear-night";0;0;9.51;8.98;1.63;0.58;1018.09;1.6;2.51;189;0;0;16.09;325;"rain";0;0;0;1;4;0
2019-04-22 01:15:00;1555888500;"Clear";"clear-night";0;0;9.3475;8.8;1.5825;0.585;1017.975;1.5975;2.47;190.5;0;0;16.09;324.56;"rain";0;0;0;1;4;0
2019-04-22 01:30:00;1555889400;"Clear";"clear-night";0;0;9.185;8.62;1.535;0.59;1017.86;1.595;2.43;192;0;0;16.09;324.12;"rain";0;0;0;1;4;0
2019-04-22 01:45:00;1555890300;"Clear";"clear-night";0;0;9.0225;8.44;1.4875;0.595;1017.745;1.5925;2.39;193.5;0;0;16.09;323.68;"rain";0;0;0;1;4;0
2019-04-22 02:00:00;1555891200;"Clear";"clear-night";0;0;8.86;8.26;1.44;0.6;1017.63;1.59;2.35;195;0;0;16.09;323.24;"rain";0;0;0;1;4;0
2019-04-22 02:15:00;1555892100;"Clear";"clear-night";0;0;8.655;8.0625;1.365;0.605;1017.505;1.5575;2.2375;195.5;0;0;16.09;322.84;"rain";0;0;0;1;4;0
2019-04-22 02:30:00;1555893000;"Clear";"clear-night";0;0;8.45;7.865;1.29;0.61;1017.38;1.525;2.125;196;0;0;16.09;322.44;"rain";0;0;0;1;4;0
2019-04-22 02:45:00;1555893900;"Clear";"clear-night";0;0;8.245;7.6675;1.215;0.615;1017.255;1.4925;2.0125;196.5;0;0;16.09;322.04;"rain";0;0;0;1;4;0
2019-04-22 03:00:00;1555894800;"Clear";"clear-night";0;0;8.04;7.47;1.14;0.62;1017.13;1.46;1.9;197;0;0;16.09;321.64;"rain";0;0;0;1;4;0
2019-04-22 03:15:00;1555895700;"Clear";"clear-night";0;0;7.86;7.4325;1.075;0.625;1017;1.4125;1.7725;197;0;0;16.09;321.2425;"rain";0;0;0;1;4;0
2019-04-22 03:30:00;1555896600;"Clear";"clear-night";0;0;7.68;7.395;1.01;0.63;1016.87;1.365;1.645;197;0;0;16.09;320.845;"rain";0;0;0;1;4;0
2019-04-22 03:45:00;1555897500;"Clear";"clear-night";0;0;7.5;7.3575;0.945;0.635;1016.74;1.3175;1.5175;197;0;0;16.09;320.4475;"rain";0;0;0;1;4;0
2019-04-22 04:00:00;1555898400;"Clear";"clear-night";0;0;7.32;7.32;0.88;0.64;1016.61;1.27;1.39;197;0;0;16.09;320.05;"rain";0;0;0;1;4;0
2019-04-22 04:15:00;1555899300;"Clear";"clear-night";0;0;7.325;7.325;0.9125;0.64;1016.4925;1.25;1.3575;196.75;0;0;16.09;319.78;"rain";0;0;0;1;4;0
2019-04-22 04:30:00;1555900200;"Clear";"clear-night";0;0;7.33;7.33;0.945;0.64;1016.375;1.23;1.325;196.5;0;0;16.09;319.51;"rain";0;0;0;1;4;0
2019-04-22 04:45:00;1555901100;"Clear";"clear-night";0;0;7.335;7.335;0.9775;0.64;1016.2575;1.21;1.2925;196.25;0;0;16.09;319.24;"rain";0;0;0;1;4;0
2019-04-22 05:00:00;1555902000;"Clear";"clear-night";0;0;7.34;7.34;1.01;0.64;1016.14;1.19;1.26;196;0;0;16.09;318.97;"rain";5;0;0;1;4;0
2019-04-22 05:15:00;1555902900;"Clear";"clear-day";0;0;7.6125;7.6125;1.225;0.6375;1016.0625;1.2175;1.3925;196.25;0;0;16.09;318.905;"rain";30;0;0;1;4;0
2019-04-22 05:30:00;1555903800;"Clear";"clear-day";0;0;7.885;7.885;1.44;0.635;1015.985;1.245;1.525;196.5;0;0;16.09;318.84;"rain";58;0;0;1;4;0
2019-04-22 05:45:00;1555904700;"Clear";"clear-day";0;0;8.1575;8.1575;1.655;0.6325;1015.9075;1.2725;1.6575;196.75;0;0;16.09;318.775;"rain";87;0;0;1;4;0
2019-04-22 06:00:00;1555905600;"Clear";"clear-day";0;0;8.43;8.43;1.87;0.63;1015.83;1.3;1.79;197;0;0;16.09;318.71;"rain";116;0.1989;0.8379;1;4;6
2019-04-22 06:15:00;1555906500;"Clear";"clear-day";0;0;8.9175;8.9175;2.1875;0.625;1015.7725;1.3525;2.025;197.5;0;0;16.09;318.7575;"rain";144;4.1338;12.3123;1;4;22
2019-04-22 06:30:00;1555907400;"Clear";"clear-day";0;0;9.405;9.405;2.505;0.62;1015.715;1.405;2.26;198;0;0;16.09;318.805;"rain";172;11.7691;27.1333;1;4;43
2019-04-22 06:45:00;1555908300;"Clear";"clear-day";0;0;9.8925;9.8925;2.8225;0.615;1015.6575;1.4575;2.495;198.5;0;0;16.09;318.8525;"rain";200;21.2907;42.0596;1;4;67
2019-04-22 07:00:00;1555909200;"Clear";"clear-day";0;0;10.38;10.38;3.14;0.61;1015.6;1.51;2.73;199;0;0;16.09;318.9;"rain";227;31.9135;57.0272;1;4;93
2019-04-22 07:15:00;1555910100;"Clear";"clear-day";0;0;10.9;10.9;3.42;0.6;1015.5325;1.5725;2.9125;199.5;0;0.25;16.09;318.8425;"rain";253;43.2093;71.9721;1;4;129
2019-04-22 07:30:00;1555911000;"Clear";"clear-day";0;0;11.42;11.42;3.7;0.59;1015.465;1.635;3.095;200;0;0.5;16.09;318.785;"rain";279;54.9168;86.8303;1;4;169
2019-04-22 07:45:00;1555911900;"Clear";"clear-day";0;0;11.94;11.94;3.98;0.58;1015.3975;1.6975;3.2775;200.5;0;0.75;16.09;318.7275;"rain";304;66.8528;101.5383;1;4;207
2019-04-22 08:00:00;1555912800;"Clear";"clear-day";0;0;12.46;12.46;4.26;0.57;1015.33;1.76;3.46;201;0;1;16.09;318.67;"rain";328;78.8737;116.0331;1;4;234
2019-04-22 08:15:00;1555913700;"Clear";"clear-day";0;0;13.0525;13.0525;4.465;0.5575;1015.255;1.8325;3.52;202.75;0;1.25;16.09;318.4175;"rain";351;90.8286;130.2528;1;4;268
2019-04-22 08:30:00;1555914600;"Clear";"clear-day";0;0;13.645;13.645;4.67;0.545;1015.18;1.905;3.58;204.5;0;1.5;16.09;318.165;"rain";373;102.6104;144.1363;1;4;304
2019-04-22 08:45:00;1555915500;"Clear";"clear-day";0;0;14.2375;14.2375;4.875;0.5325;1015.105;1.9775;3.64;206.25;0;1.75;16.09;317.9125;"rain";393;114.1594;157.6245;1;4;342
2019-04-22 09:00:00;1555916400;"Clear";"clear-day";0;0;14.83;14.83;5.08;0.52;1015.03;2.05;3.7;208;0;2;16.09;317.66;"rain";412;125.3977;170.6595;1;4;367
2019-04-22 09:15:00;1555917300;"Clear";"clear-day";0;0;15.5;15.5;5.2475;0.505;1014.945;2.14;3.705;210.75;0;2.5;16.09;317.285;"rain";430;136.2566;183.1855;1;4;395
2019-04-22 09:30:00;1555918200;"Clear";"clear-day";0;0;16.17;16.17;5.415;0.49;1014.86;2.23;3.71;213.5;0;3;16.09;316.91;"rain";446;146.6847;195.1491;1;4;415
2019-04-22 09:45:00;1555919100;"Clear";"clear-day";0;0;16.84;16.84;5.5825;0.475;1014.775;2.32;3.715;216.25;0;3.5;16.09;316.535;"rain";460;156.6151;206.4991;1;4;437
