"datetime";"time";"summary";"icon";"precipIntensity";"precipProbability";"temperature";"apparentTemperature";"dewPoint";"humidity";"pressure";"windSpeed";"windGust";"windBearing";"cloudCover";"uvIndex";"visibility";"ozone";"precipType";"Rad";"GHI";"TOA";"ForecastOrNot";"predicted_P"
2019-03-15 00:00:00;1552604400;"Overcast";"cloudy";0;0;7.47;4.71;-2.19;0.5;1007.21;4.38;10.85;193;0.99;0;16.09;415.13;"rain";0;0;0;1;0
2019-03-15 00:15:00;1552605300;"Overcast";"cloudy";0;0;7.4575;4.69;-2.205;0.5;1007.105;4.3825;10.94;195.25;0.985;0;16.09;413.91;"rain";0;0;0;1;0
2019-03-15 00:30:00;1552606200;"Overcast";"cloudy";0;0;7.445;4.67;-2.22;0.5;1007;4.385;11.03;197.5;0.98;0;16.09;412.69;"rain";0;0;0;1;0
2019-03-15 00:45:00;1552607100;"Overcast";"cloudy";0;0;7.4325;4.65;-2.235;0.5;1006.895;4.3875;11.12;199.75;0.975;0;16.09;411.47;"rain";0;0;0;1;0
2019-03-15 01:00:00;1552608000;"Overcast";"cloudy";0;0;7.42;4.63;-2.25;0.5;1006.79;4.39;11.21;202;0.97;0;16.09;410.25;"rain";0;0;0;1;0
2019-03-15 01:15:00;1552608900;"Overcast";"cloudy";0;0;7.41;4.63;-2.2575;0.5;1006.72;4.37;11.335;208.5;0.9775;0;16.09;408.795;"rain";0;0;0;1;0
2019-03-15 01:30:00;1552609800;"Overcast";"cloudy";0;0;7.4;4.63;-2.265;0.5;1006.65;4.35;11.46;215;0.985;0;16.09;407.34;"rain";0;0;0;1;0
2019-03-15 01:45:00;1552610700;"Overcast";"cloudy";0;0;7.39;4.63;-2.2725;0.5;1006.58;4.33;11.585;221.5;0.9925;0;16.09;405.885;"rain";0;0;0;1;0
2019-03-15 02:00:00;1552611600;"Overcast";"cloudy";0;0;7.38;4.63;-2.28;0.5;1006.51;4.31;11.71;228;1;0;16.09;404.43;"rain";0;0;0;1;0
2019-03-15 02:15:00;1552612500;"Overcast";"cloudy";0.005075;0.005;7.37;4.6375;-2.28;0.5;1006.465;4.2725;11.81;235;1;0;16.09;402.865;"rain";0;0;0;1;0
2019-03-15 02:30:00;1552613400;"Overcast";"cloudy";0.01015;0.01;7.36;4.645;-2.28;0.5;1006.42;4.235;11.91;242;1;0;16.09;401.3;"rain";0;0;0;1;0
2019-03-15 02:45:00;1552614300;"Overcast";"cloudy";0.015225;0.015;7.35;4.6525;-2.28;0.5;1006.375;4.1975;12.01;249;1;0;16.09;399.735;"rain";0;0;0;1;0
2019-03-15 03:00:00;1552615200;"Overcast";"cloudy";0.0203;0.02;7.34;4.66;-2.28;0.5;1006.33;4.16;12.11;256;1;0;16.09;398.17;"rain";0;0;0;1;0
2019-03-15 03:15:00;1552616100;"Overcast";"cloudy";0.024125;0.02;7.3;4.63;-2.245;0.5025;1006.3475;4.1225;12.1025;252.75;1;0;16.09;397.1025;"rain";0;0;0;1;0
2019-03-15 03:30:00;1552617000;"Overcast";"cloudy";0.02795;0.02;7.26;4.6;-2.21;0.505;1006.365;4.085;12.095;249.5;1;0;16.09;396.035;"rain";0;0;0;1;0
2019-03-15 03:45:00;1552617900;"Overcast";"cloudy";0.031775;0.02;7.22;4.57;-2.175;0.5075;1006.3825;4.0475;12.0875;246.25;1;0;16.09;394.9675;"rain";0;0;0;1;0
2019-03-15 04:00:00;1552618800;"Overcast";"cloudy";0.0356;0.02;7.18;4.54;-2.14;0.51;1006.4;4.01;12.08;243;1;0;16.09;393.9;"rain";0;0;0;1;0
2019-03-15 04:15:00;1552619700;"Mostly Cloudy";"partly-cloudy-night";0.034325;0.02;6.905;4.2225;-2.0575;0.525;1006.5175;3.9725;11.89;219;0.97;0;16.09;393.845;"rain";0;0;0;1;0
2019-03-15 04:30:00;1552620600;"Mostly Cloudy";"partly-cloudy-night";0.03305;0.02;6.63;3.905;-1.975;0.54;1006.635;3.935;11.7;195;0.94;0;16.09;393.79;"rain";0;0;0;1;0
2019-03-15 04:45:00;1552621500;"Mostly Cloudy";"partly-cloudy-night";0.031775;0.02;6.355;3.5875;-1.8925;0.555;1006.7525;3.8975;11.51;171;0.91;0;16.09;393.735;"rain";0;0;0;1;0
2019-03-15 05:00:00;1552622400;"Mostly Cloudy";"partly-cloudy-night";0.0305;0.02;6.08;3.27;-1.81;0.57;1006.87;3.86;11.32;147;0.88;0;16.09;393.68;"rain";0;0;0;1;0
2019-03-15 05:15:00;1552623300;"Mostly Cloudy";"partly-cloudy-night";0.02795;0.02;5.835;2.9875;-1.69;0.585;1007.0475;3.825;11.015;113;0.84;0;16.09;394.145;"rain";0;0;0;1;0
2019-03-15 05:30:00;1552624200;"Mostly Cloudy";"partly-cloudy-night";0.0254;0.02;5.59;2.705;-1.57;0.6;1007.225;3.79;10.71;79;0.8;0;16.09;394.61;"rain";0;0;0;1;0
2019-03-15 05:45:00;1552625100;"Mostly Cloudy";"partly-cloudy-night";0.02285;0.02;5.345;2.4225;-1.45;0.615;1007.4025;3.755;10.405;45;0.76;0;16.09;395.075;"rain";0;0;0;1;0
2019-03-15 06:00:00;1552626000;"Mostly Cloudy";"partly-cloudy-night";0.0203;0.02;5.1;2.14;-1.33;0.63;1007.58;3.72;10.1;11;0.72;0;16.09;395.54;"rain";3;0;0;1;0
2019-03-15 06:15:00;1552626900;"Partly Cloudy";"partly-cloudy-day";0.0184;0.0175;5.1;2.1525;-1.2;0.6375;1007.7475;3.7;9.8125;77.25;0.675;0;16.09;395.6275;"rain";27;0.7049;2.8995;1;1
2019-03-15 06:30:00;1552627800;"Partly Cloudy";"partly-cloudy-day";0.0165;0.015;5.1;2.165;-1.07;0.645;1007.915;3.68;9.525;143.5;0.63;0;16.09;395.715;"rain";55;5.6148;17.3094;1;31
2019-03-15 06:45:00;1552628700;"Partly Cloudy";"partly-cloudy-day";0.0146;0.0125;5.1;2.1775;-0.94;0.6525;1008.0825;3.66;9.2375;209.75;0.585;0;16.09;395.8025;"rain";84;13.2443;32.8038;1;38
2019-03-15 07:00:00;1552629600;"Partly Cloudy";"partly-cloudy-day";0.0127;0.01;5.1;2.19;-0.81;0.66;1008.25;3.64;8.95;276;0.54;0;16.09;395.89;"rain";111;22.4037;48.1214;1;69
2019-03-15 07:15:00;1552630500;"Partly Cloudy";"partly-cloudy-day";0.011425;0.01;5.62;2.82;-0.6475;0.645;1008.4;3.65;8.71;274.5;0.49;0.25;16.09;395.18;"rain";139;32.4534;63.1966;1;67
2019-03-15 07:30:00;1552631400;"Partly Cloudy";"partly-cloudy-day";0.01015;0.01;6.14;3.45;-0.485;0.63;1008.55;3.66;8.47;273;0.44;0.5;16.09;394.47;"rain";165;42.9918;77.965;1;83
2019-03-15 07:45:00;1552632300;"Partly Cloudy";"partly-cloudy-day";0.008875;0.01;6.66;4.08;-0.3225;0.615;1008.7;3.67;8.23;271.5;0.39;0.75;16.09;393.76;"rain";190;53.7706;92.3632;1;74
2019-03-15 08:00:00;1552633200;"Partly Cloudy";"partly-cloudy-day";0.0076;0.01;7.18;4.71;-0.16;0.6;1008.85;3.68;7.99;270;0.34;1;16.09;393.05;"rain";215;64.5915;106.3297;1;167
2019-03-15 08:15:00;1552634100;"Clear";"clear-day";0.0057;0.0075;7.875;5.5475;0.0125;0.58;1008.99;3.7075;7.77;275.75;0.285;1;16.09;391.985;"rain";238;75.3049;119.8048;1;261
