"datetime";"time";"summary";"icon";"precipIntensity";"precipProbability";"temperature";"apparentTemperature";"dewPoint";"humidity";"pressure";"windSpeed";"windGust";"windBearing";"cloudCover";"uvIndex";"visibility";"ozone";"precipType";"Rad";"GHI";"TOA";"ForecastOrNot";"month";"predicted_P"
2019-04-10 00:00:00;1554847200;"Overcast";"cloudy";0.16;0.16;11.81;11.81;9.96;0.88;1006.44;1.53;2.46;317;1;0;14.29;361.9;"rain";0;0;0;1;4;0
2019-04-10 00:15:00;1554848100;"Overcast";"cloudy";0.16445;0.165;11.6925;11.6925;9.9275;0.885;1006.455;1.6175;2.6225;319.75;1;0;14.74;361.9425;"rain";0;0;0;1;4;0
2019-04-10 00:30:00;1554849000;"Overcast";"cloudy";0.1689;0.17;11.575;11.575;9.895;0.89;1006.47;1.705;2.785;322.5;1;0;15.19;361.985;"rain";0;0;0;1;4;0
2019-04-10 00:45:00;1554849900;"Overcast";"cloudy";0.17335;0.175;11.4575;11.4575;9.8625;0.895;1006.485;1.7925;2.9475;325.25;1;0;15.64;362.0275;"rain";0;0;0;1;4;0
2019-04-10 01:00:00;1554850800;"Overcast";"cloudy";0.1778;0.18;11.34;11.34;9.83;0.9;1006.5;1.88;3.11;328;1;0;16.09;362.07;"rain";0;0;0;1;4;0
2019-04-10 01:15:00;1554851700;"Overcast";"cloudy";0.18035;0.185;11.2475;11.2475;9.8125;0.905;1006.5025;1.9325;3.25;331.75;1;0;16.09;362.005;"rain";0;0;0;1;4;0
2019-04-10 01:30:00;1554852600;"Overcast";"cloudy";0.1829;0.19;11.155;11.155;9.795;0.91;1006.505;1.985;3.39;335.5;1;0;16.09;361.94;"rain";0;0;0;1;4;0
2019-04-10 01:45:00;1554853500;"Overcast";"cloudy";0.18545;0.195;11.0625;11.0625;9.7775;0.915;1006.5075;2.0375;3.53;339.25;1;0;16.09;361.875;"rain";0;0;0;1;4;0
2019-04-10 02:00:00;1554854400;"Overcast";"cloudy";0.188;0.2;10.97;10.97;9.76;0.92;1006.51;2.09;3.67;343;1;0;16.09;361.81;"rain";0;0;0;1;4;0
2019-04-10 02:15:00;1554855300;"Overcast";"cloudy";0.17655;0.19;10.915;10.915;9.7575;0.925;1006.495;2.07;3.7175;345;1;0;16.09;361.5725;"rain";0;0;0;1;4;0
2019-04-10 02:30:00;1554856200;"Overcast";"cloudy";0.1651;0.18;10.86;10.86;9.755;0.93;1006.48;2.05;3.765;347;1;0;16.09;361.335;"rain";0;0;0;1;4;0
2019-04-10 02:45:00;1554857100;"Overcast";"cloudy";0.15365;0.17;10.805;10.805;9.7525;0.935;1006.465;2.03;3.8125;349;1;0;16.09;361.0975;"rain";0;0;0;1;4;0
2019-04-10 03:00:00;1554858000;"Overcast";"cloudy";0.1422;0.16;10.75;10.75;9.75;0.94;1006.45;2.01;3.86;351;1;0;16.09;360.86;"rain";0;0;0;1;4;0
2019-04-10 03:15:00;1554858900;"Overcast";"cloudy";0.13395;0.155;10.7225;10.7225;9.76;0.94;1006.4175;1.9525;3.935;263.25;1;0;16.09;360.515;"rain";0;0;0;1;4;0
2019-04-10 03:30:00;1554859800;"Overcast";"cloudy";0.1257;0.15;10.695;10.695;9.77;0.94;1006.385;1.895;4.01;175.5;1;0;16.09;360.17;"rain";0;0;0;1;4;0
2019-04-10 03:45:00;1554860700;"Overcast";"cloudy";0.11745;0.145;10.6675;10.6675;9.78;0.94;1006.3525;1.8375;4.085;87.75;1;0;16.09;359.825;"rain";0;0;0;1;4;0
2019-04-10 04:00:00;1554861600;"Overcast";"cloudy";0.1092;0.14;10.64;10.64;9.79;0.94;1006.32;1.78;4.16;0;1;0;16.09;359.48;"rain";0;0;0;1;4;0
2019-04-10 04:15:00;1554862500;"Overcast";"cloudy";0.1092;0.14;10.6575;10.6575;9.7975;0.94;1006.31;1.75;4.2175;2.25;1;0;16.09;359.135;"rain";0;0;0;1;4;0
2019-04-10 04:30:00;1554863400;"Overcast";"cloudy";0.1092;0.14;10.675;10.675;9.805;0.94;1006.3;1.72;4.275;4.5;1;0;16.09;358.79;"rain";0;0;0;1;4;0
2019-04-10 04:45:00;1554864300;"Overcast";"cloudy";0.1092;0.14;10.6925;10.6925;9.8125;0.94;1006.29;1.69;4.3325;6.75;1;0;16.09;358.445;"rain";0;0;0;1;4;0
2019-04-10 05:00:00;1554865200;"Overcast";"cloudy";0.1092;0.14;10.71;10.71;9.82;0.94;1006.28;1.66;4.39;9;1;0;16.09;358.1;"rain";0;0;0;1;4;0
2019-04-10 05:15:00;1554866100;"Overcast";"cloudy";0.1092;0.1475;10.75;10.75;9.8125;0.9375;1006.305;1.6775;4.4425;12;1;0;16.09;357.77;"rain";1;0;0;1;4;0
2019-04-10 05:30:00;1554867000;"Overcast";"cloudy";0.1092;0.155;10.79;10.79;9.805;0.935;1006.33;1.695;4.495;15;1;0;16.09;357.44;"rain";23;0;0;1;4;0
2019-04-10 05:45:00;1554867900;"Overcast";"cloudy";0.1092;0.1625;10.83;10.83;9.7975;0.9325;1006.355;1.7125;4.5475;18;1;0;16.09;357.11;"rain";52;0;0;1;4;0
2019-04-10 06:00:00;1554868800;"Overcast";"cloudy";0.1092;0.17;10.87;10.87;9.79;0.93;1006.38;1.73;4.6;21;1;0;16.09;356.78;"rain";81;0;0;1;4;0
2019-04-10 06:15:00;1554869700;"Overcast";"cloudy";0.1073;0.1675;10.905;10.905;9.7775;0.9275;1006.4275;1.775;4.6325;23.75;1;0;16.09;356.45;"rain";110;0;0;1;4;0
2019-04-10 06:30:00;1554870600;"Overcast";"cloudy";0.1054;0.165;10.94;10.94;9.765;0.925;1006.475;1.82;4.665;26.5;1;0;16.09;356.12;"rain";138;1.6346;6.4134;1;4;26
2019-04-10 06:45:00;1554871500;"Overcast";"cloudy";0.1035;0.1625;10.975;10.975;9.7525;0.9225;1006.5225;1.865;4.6975;29.25;1;0;16.09;355.79;"rain";166;7.3162;21.6061;1;4;32
