"datetime";"time";"summary";"icon";"precipIntensity";"precipProbability";"temperature";"apparentTemperature";"dewPoint";"humidity";"pressure";"windSpeed";"windGust";"windBearing";"cloudCover";"uvIndex";"visibility";"ozone";"precipType";"Rad";"GHI";"TOA";"ForecastOrNot";"predicted_P"
2019-03-16 06:30:00;1552714200;"Mostly Cloudy";"partly-cloudy-day";0;0;10.175;9.085;1.64;0.555;1011.085;4.525;13.555;267;0.865;0;16.09;349.24;"rain";59;6.4206;19.307;1;22
2019-03-16 06:45:00;1552715100;"Mostly Cloudy";"partly-cloudy-day";0;0;10.2825;9.7375;1.795;0.5575;1011.1825;4.5975;13.5725;263;0.8725;0;16.09;349.145;"rain";87;14.2624;34.7937;1;30
2019-03-16 07:00:00;1552716000;"Mostly Cloudy";"partly-cloudy-day";0;0;10.39;10.39;1.95;0.56;1011.28;4.67;13.59;259;0.88;0;16.09;349.05;"rain";115;23.5408;50.1023;1;51
2019-03-16 07:15:00;1552716900;"Mostly Cloudy";"partly-cloudy-day";0;0;10.615;10.615;2.18;0.56;1011.41;4.625;13.4375;254;0.89;0.25;16.09;348.76;"rain";142;33.799;65.1673;1;71
2019-03-16 07:30:00;1552717800;"Mostly Cloudy";"partly-cloudy-day";0;0;10.84;10.84;2.41;0.56;1011.54;4.58;13.285;249;0.9;0.5;16.09;348.47;"rain";168;44.7195;79.9243;1;106
2019-03-16 07:45:00;1552718700;"Mostly Cloudy";"partly-cloudy-day";0;0;11.065;11.065;2.64;0.56;1011.67;4.535;13.1325;244;0.91;0.75;16.09;348.18;"rain";194;55.9267;94.3102;1;113
2019-03-16 08:00:00;1552719600;"Mostly Cloudy";"partly-cloudy-day";0;0;11.29;11.29;2.87;0.56;1011.8;4.49;12.98;239;0.92;1;16.09;347.89;"rain";218;67.1999;108.2633;1;95
2019-03-16 08:15:00;1552720500;"Overcast";"cloudy";0;0;11.5725;11.5725;3.155;0.5625;1011.9525;4.275;12.72;237.75;0.9325;1;16.09;347.49;"rain";241;78.3671;121.724;1;198
2019-03-16 08:30:00;1552721400;"Overcast";"cloudy";0;0;11.855;11.855;3.44;0.565;1012.105;4.06;12.46;236.5;0.945;1;16.09;347.09;"rain";263;89.2906;134.6347;1;212
2019-03-16 08:45:00;1552722300;"Overcast";"cloudy";0;0;12.1375;12.1375;3.725;0.5675;1012.2575;3.845;12.2;235.25;0.9575;1;16.09;346.69;"rain";284;99.8577;146.9401;1;139
2019-03-16 09:00:00;1552723200;"Overcast";"cloudy";0;0;12.42;12.42;4.01;0.57;1012.41;3.63;11.94;234;0.97;1;16.09;346.29;"rain";304;109.9743;158.5876;1;180
2019-03-16 09:15:00;1552724100;"Overcast";"cloudy";0;0;12.695;12.695;4.2475;0.5675;1012.525;3.955;11.665;254.5;0.9775;1.25;16.09;345.86;"rain";322;119.5604;169.5274;1;215
2019-03-16 09:30:00;1552725000;"Overcast";"cloudy";0;0;12.97;12.97;4.485;0.565;1012.64;4.28;11.39;275;0.985;1.5;16.09;345.43;"rain";338;128.5472;179.7126;1;217
2019-03-16 09:45:00;1552725900;"Overcast";"cloudy";0;0;13.245;13.245;4.7225;0.5625;1012.755;4.605;11.115;295.5;0.9925;1.75;16.09;345;"rain";353;136.875;189.0998;1;229
2019-03-16 10:00:00;1552726800;"Overcast";"cloudy";0;0;13.52;13.52;4.96;0.56;1012.87;4.93;10.84;316;1;2;16.09;344.57;"rain";366;144.4919;197.6487;1;228
2019-03-16 10:15:00;1552727700;"Overcast";"cloudy";0;0;13.82;13.82;5.1025;0.555;1012.9225;4.925;10.5825;315.5;1;2.25;16.09;344.07;"rain";378;151.4783;205.3228;1;187
2019-03-16 10:30:00;1552728600;"Overcast";"cloudy";0;0;14.12;14.12;5.245;0.55;1012.975;4.92;10.325;315;1;2.5;16.09;343.57;"rain";387;157.7939;212.0894;1;154
2019-03-16 10:45:00;1552729500;"Overcast";"cloudy";0;0;14.42;14.42;5.3875;0.545;1013.0275;4.915;10.0675;314.5;1;2.75;16.09;343.07;"rain";395;163.2784;217.9195;1;158
2019-03-16 11:00:00;1552730400;"Overcast";"cloudy";0;0;14.72;14.72;5.53;0.54;1013.08;4.91;9.81;314;1;3;16.09;342.57;"rain";401;167.9037;222.7882;1;150
2019-03-16 11:15:00;1552731300;"Overcast";"cloudy";0;0;14.9775;14.9775;5.625;0.535;1013.0925;4.9;9.545;314.5;1;3;16.09;342.045;"rain";405;171.6469;226.6747;1;154
2019-03-16 11:30:00;1552732200;"Overcast";"cloudy";0;0;15.235;15.235;5.72;0.53;1013.105;4.89;9.28;315;1;3;16.09;341.52;"rain";407;174.4898;229.5624;1;144
2019-03-16 11:45:00;1552733100;"Overcast";"cloudy";0;0;15.4925;15.4925;5.815;0.525;1013.1175;4.88;9.015;315.5;1;3;16.09;340.995;"rain";407;176.4196;231.4391;1;182
2019-03-16 12:00:00;1552734000;"Overcast";"cloudy";0;0;15.75;15.75;5.91;0.52;1013.13;4.87;8.75;316;1;3;16.09;340.47;"rain";406;177.4281;232.2969;1;177
2019-03-16 12:15:00;1552734900;"Overcast";"cloudy";0;0;16.0225;16.0225;5.965;0.5125;1013.1325;4.8125;8.4925;315.75;0.9975;3;16.09;340.0375;"rain";402;177.5117;232.132;1;184
2019-03-16 12:30:00;1552735800;"Overcast";"cloudy";0;0;16.295;16.295;6.02;0.505;1013.135;4.755;8.235;315.5;0.995;3;16.09;339.605;"rain";397;176.6725;230.9453;1;187
2019-03-16 12:45:00;1552736700;"Overcast";"cloudy";0;0;16.5675;16.5675;6.075;0.4975;1013.1375;4.6975;7.9775;315.25;0.9925;3;16.09;339.1725;"rain";389;174.9198;228.7421;1;175
2019-03-16 13:00:00;1552737600;"Overcast";"cloudy";0;0;16.84;16.84;6.13;0.49;1013.14;4.64;7.72;315;0.99;3;16.09;338.74;"rain";380;172.2617;225.5317;1;187
2019-03-16 13:15:00;1552738500;"Overcast";"cloudy";0;0;17.04;17.04;6.1525;0.485;1013.12;4.2425;7.4725;252.75;0.9825;2.75;16.09;338.4575;"rain";369;168.6284;221.328;1;167
2019-03-16 13:30:00;1552739400;"Overcast";"cloudy";0;0;17.24;17.24;6.175;0.48;1013.1;3.845;7.225;190.5;0.975;2.5;16.09;338.175;"rain";357;164.039;216.1492;1;131
2019-03-16 13:45:00;1552740300;"Overcast";"cloudy";0;0;17.44;17.44;6.1975;0.475;1013.08;3.4475;6.9775;128.25;0.9675;2.25;16.09;337.8925;"rain";342;158.6027;210.0175;1;151
2019-03-16 14:00:00;1552741200;"Overcast";"cloudy";0;0;17.64;17.64;6.22;0.47;1013.06;3.05;6.73;66;0.96;2;16.09;337.61;"rain";326;152.3493;202.9593;1;132
2019-03-16 14:15:00;1552742100;"Mostly Cloudy";"partly-cloudy-day";0;0;17.795;17.795;6.2025;0.465;1013.025;3.1;6.49;137;0.9525;1.75;16.09;337.4425;"rain";309;145.3132;195.0049;1;170
2019-03-16 14:30:00;1552743000;"Mostly Cloudy";"partly-cloudy-day";0;0;17.95;17.95;6.185;0.46;1012.99;3.15;6.25;208;0.945;1.5;16.09;337.275;"rain";289;137.534;186.1884;1;163
2019-03-16 14:45:00;1552743900;"Mostly Cloudy";"partly-cloudy-day";0;0;18.105;18.105;6.1675;0.455;1012.955;3.2;6.01;279;0.9375;1.25;16.09;337.1075;"rain";269;129.0568;176.5478;1;134
2019-03-16 15:00:00;1552744800;"Mostly Cloudy";"partly-cloudy-day";0;0;18.26;18.26;6.15;0.45;1012.92;3.25;5.77;350;0.93;1;16.09;336.94;"rain";247;119.9326;166.1245;1;116
2019-03-16 15:15:00;1552745700;"Mostly Cloudy";"partly-cloudy-day";0;0;18.2225;18.2225;6.1375;0.45;1012.9275;3.135;5.545;341;0.9225;1;16.09;336.8075;"rain";224;110.2189;154.963;1;111
2019-03-16 15:30:00;1552746600;"Mostly Cloudy";"partly-cloudy-day";0;0;18.185;18.185;6.125;0.45;1012.935;3.02;5.32;332;0.915;1;16.09;336.675;"rain";200;99.9817;143.1115;1;168
2019-03-16 15:45:00;1552747500;"Mostly Cloudy";"partly-cloudy-day";0;0;18.1475;18.1475;6.1125;0.45;1012.9425;2.905;5.095;323;0.9075;1;16.09;336.5425;"rain";175;89.2967;130.6208;1;187
2019-03-16 16:00:00;1552748400;"Mostly Cloudy";"partly-cloudy-day";0;0;18.11;18.11;6.1;0.45;1012.95;2.79;4.87;314;0.9;1;16.09;336.41;"rain";149;78.2525;117.5443;1;179
2019-03-16 16:15:00;1552749300;"Mostly Cloudy";"partly-cloudy-day";0;0;17.8125;17.8125;6.1075;0.46;1013.015;2.6525;4.59;322.5;0.8925;0.75;16.09;336.34;"rain";122;66.908;103.9384;1;147
2019-03-16 16:30:00;1552750200;"Mostly Cloudy";"partly-cloudy-day";0;0;17.515;17.515;6.115;0.47;1013.08;2.515;4.31;331;0.885;0.5;16.09;336.27;"rain";94;55.3972;89.8613;1;150
2019-03-16 16:45:00;1552751100;"Mostly Cloudy";"partly-cloudy-day";0;0;17.2175;17.2175;6.1225;0.48;1013.145;2.3775;4.03;339.5;0.8775;0.25;16.09;336.2;"rain";66;43.9333;75.3734;1;111
2019-03-16 17:00:00;1552752000;"Mostly Cloudy";"partly-cloudy-day";0;0;16.92;16.92;6.13;0.49;1013.21;2.24;3.75;348;0.87;0;16.09;336.13;"rain";37;32.7338;60.5368;1;96
2019-03-16 17:15:00;1552752900;"Mostly Cloudy";"partly-cloudy-night";0;0;16.42;16.42;6.14;0.5075;1013.3125;1.985;3.485;280.75;0.8625;0;16.09;336.14;"rain";9;22.1046;45.4154;1;55
2019-03-16 17:30:00;1552753800;"Mostly Cloudy";"partly-cloudy-night";0;0;15.92;15.92;6.15;0.525;1013.415;1.73;3.22;213.5;0.855;0;16.09;336.15;"rain";0;12.5111;30.0737;1;19
2019-03-16 17:45:00;1552754700;"Mostly Cloudy";"partly-cloudy-night";0;0;15.42;15.42;6.16;0.5425;1013.5175;1.475;2.955;146.25;0.8475;0;16.09;336.16;"rain";0;4.7193;14.5778;1;7
2019-03-16 18:00:00;1552755600;"Mostly Cloudy";"partly-cloudy-night";0;0;14.92;14.92;6.17;0.56;1013.62;1.22;2.69;79;0.84;0;16.09;336.17;"rain";0;0.3439;1.4704;1;3
2019-03-16 18:15:00;1552756500;"Mostly Cloudy";"partly-cloudy-night";0;0;14.515;14.515;6.16;0.575;1013.7175;1.2625;2.66;103.75;0.83;0;16.09;336.225;"rain";0;0;0;1;0
2019-03-16 18:30:00;1552757400;"Mostly Cloudy";"partly-cloudy-night";0;0;14.11;14.11;6.15;0.59;1013.815;1.305;2.63;128.5;0.82;0;16.09;336.28;"rain";0;0;0;1;0
2019-03-16 18:45:00;1552758300;"Mostly Cloudy";"partly-cloudy-night";0;0;13.705;13.705;6.14;0.605;1013.9125;1.3475;2.6;153.25;0.81;0;16.09;336.335;"rain";0;0;0;1;0
2019-03-16 19:00:00;1552759200;"Mostly Cloudy";"partly-cloudy-night";0;0;13.3;13.3;6.13;0.62;1014.01;1.39;2.57;178;0.8;0;16.09;336.39;"rain";0;0;0;1;0
2019-03-16 19:15:00;1552760100;"Mostly Cloudy";"partly-cloudy-night";0;0;13.0325;13.0325;6.0925;0.63;1014.0975;1.3825;2.97;201;0.785;0;16.09;336.525;"rain";0;0;0;1;0
2019-03-16 19:30:00;1552761000;"Mostly Cloudy";"partly-cloudy-night";0;0;12.765;12.765;6.055;0.64;1014.185;1.375;3.37;224;0.77;0;16.09;336.66;"rain";0;0;0;1;0
2019-03-16 19:45:00;1552761900;"Mostly Cloudy";"partly-cloudy-night";0;0;12.4975;12.4975;6.0175;0.65;1014.2725;1.3675;3.77;247;0.755;0;16.09;336.795;"rain";0;0;0;1;0
2019-03-16 20:00:00;1552762800;"Mostly Cloudy";"partly-cloudy-night";0;0;12.23;12.23;5.98;0.66;1014.36;1.36;4.17;270;0.74;0;16.09;336.93;"rain";0;0;0;1;0
2019-03-16 20:15:00;1552763700;"Mostly Cloudy";"partly-cloudy-night";0;0;12.0875;12.0875;5.925;0.6625;1014.4475;1.595;4.805;254.75;0.725;0;16.09;337.085;"rain";0;0;0;1;0
2019-03-16 20:30:00;1552764600;"Mostly Cloudy";"partly-cloudy-night";0;0;11.945;11.945;5.87;0.665;1014.535;1.83;5.44;239.5;0.71;0;16.09;337.24;"rain";0;0;0;1;0
2019-03-16 20:45:00;1552765500;"Mostly Cloudy";"partly-cloudy-night";0;0;11.8025;11.8025;5.815;0.6675;1014.6225;2.065;6.075;224.25;0.695;0;16.09;337.395;"rain";0;0;0;1;0
2019-03-16 21:00:00;1552766400;"Mostly Cloudy";"partly-cloudy-night";0;0;11.66;11.66;5.76;0.67;1014.71;2.3;6.71;209;0.68;0;16.09;337.55;"rain";0;0;0;1;0
2019-03-16 21:15:00;1552767300;"Mostly Cloudy";"partly-cloudy-night";0;0;11.5225;11.5225;5.6925;0.6725;1014.7575;2.41;7.2375;204.75;0.6675;0;16.09;337.625;"rain";0;0;0;1;0
2019-03-16 21:30:00;1552768200;"Mostly Cloudy";"partly-cloudy-night";0;0;11.385;11.385;5.625;0.675;1014.805;2.52;7.765;200.5;0.655;0;16.09;337.7;"rain";0;0;0;1;0
2019-03-16 21:45:00;1552769100;"Mostly Cloudy";"partly-cloudy-night";0;0;11.2475;11.2475;5.5575;0.6775;1014.8525;2.63;8.2925;196.25;0.6425;0;16.09;337.775;"rain";0;0;0;1;0
2019-03-16 22:00:00;1552770000;"Mostly Cloudy";"partly-cloudy-night";0;0;11.11;11.11;5.49;0.68;1014.9;2.74;8.82;192;0.63;0;16.09;337.85;"rain";0;0;0;1;0
2019-03-16 22:15:00;1552770900;"Mostly Cloudy";"partly-cloudy-night";0;0;10.915;10.915;5.4075;0.685;1014.915;2.74;9.105;193;0.63;0;16.09;337.69;"rain";0;0;0;1;0
2019-03-16 22:30:00;1552771800;"Mostly Cloudy";"partly-cloudy-night";0;0;10.72;10.72;5.325;0.69;1014.93;2.74;9.39;194;0.63;0;16.09;337.53;"rain";0;0;0;1;0
2019-03-16 22:45:00;1552772700;"Mostly Cloudy";"partly-cloudy-night";0;0;10.525;10.525;5.2425;0.695;1014.945;2.74;9.675;195;0.63;0;16.09;337.37;"rain";0;0;0;1;0
2019-03-16 23:00:00;1552773600;"Mostly Cloudy";"partly-cloudy-night";0;0;10.33;10.33;5.16;0.7;1014.96;2.74;9.96;196;0.63;0;16.09;337.21;"rain";0;0;0;1;0
2019-03-16 23:15:00;1552774500;"Mostly Cloudy";"partly-cloudy-night";0;0;10.115;9.775;5.065;0.7075;1014.9425;2.7125;10.13;198;0.635;0;16.09;336.9275;"rain";0;0;0;1;0
2019-03-16 23:30:00;1552775400;"Mostly Cloudy";"partly-cloudy-night";0;0;9.9;9.22;4.97;0.715;1014.925;2.685;10.3;200;0.64;0;16.09;336.645;"rain";0;0;0;1;0
2019-03-16 23:45:00;1552776300;"Mostly Cloudy";"partly-cloudy-night";0;0;9.685;8.665;4.875;0.7225;1014.9075;2.6575;10.47;202;0.645;0;16.09;336.3625;"rain";0;0;0;1;0
