"datetime";"time";"summary";"icon";"precipIntensity";"precipProbability";"temperature";"apparentTemperature";"dewPoint";"humidity";"pressure";"windSpeed";"windGust";"windBearing";"cloudCover";"uvIndex";"visibility";"ozone";"precipType";"Rad";"GHI";"TOA";"ForecastOrNot";"predicted_P"
2019-03-18 00:00:00;1552863600;"Partly Cloudy";"partly-cloudy-night";0;0;12.44;12.44;5.84;0.64;1009.97;3.85;9.36;265;0.35;0;16.09;338.81;"rain";0;0;0;1;0
2019-03-18 00:15:00;1552864500;"Partly Cloudy";"partly-cloudy-night";0;0;12.2725;12.2725;5.8375;0.6475;1010.0725;3.7425;8.8825;262.25;0.3525;0;16.09;340.7725;"rain";0;0;0;1;0
2019-03-18 00:30:00;1552865400;"Partly Cloudy";"partly-cloudy-night";0;0;12.105;12.105;5.835;0.655;1010.175;3.635;8.405;259.5;0.355;0;16.09;342.735;"rain";0;0;0;1;0
2019-03-18 00:45:00;1552866300;"Partly Cloudy";"partly-cloudy-night";0;0;11.9375;11.9375;5.8325;0.6625;1010.2775;3.5275;7.9275;256.75;0.3575;0;16.09;344.6975;"rain";0;0;0;1;0
2019-03-18 01:00:00;1552867200;"Partly Cloudy";"partly-cloudy-night";0;0;11.77;11.77;5.83;0.67;1010.38;3.42;7.45;254;0.36;0;16.09;346.66;"rain";0;0;0;1;0
2019-03-18 01:15:00;1552868100;"Partly Cloudy";"partly-cloudy-night";0.0019;0.0025;11.6125;11.6125;5.905;0.68;1010.4725;3.24;6.97;240;0.3625;0;16.09;348.48;"rain";0;0;0;1;0
2019-03-18 01:30:00;1552869000;"Partly Cloudy";"partly-cloudy-night";0.0038;0.005;11.455;11.455;5.98;0.69;1010.565;3.06;6.49;226;0.365;0;16.09;350.3;"rain";0;0;0;1;0
2019-03-18 01:45:00;1552869900;"Partly Cloudy";"partly-cloudy-night";0.0057;0.0075;11.2975;11.2975;6.055;0.7;1010.6575;2.88;6.01;212;0.3675;0;16.09;352.12;"rain";0;0;0;1;0
2019-03-18 02:00:00;1552870800;"Partly Cloudy";"partly-cloudy-night";0.0076;0.01;11.14;11.14;6.13;0.71;1010.75;2.7;5.53;198;0.37;0;16.09;353.94;"rain";0;0;0;1;0
2019-03-18 02:15:00;1552871700;"Partly Cloudy";"partly-cloudy-night";0.0165;0.015;10.9975;10.9975;6.225;0.7225;1010.8425;2.49;5.0525;229;0.375;0;16.09;355.6575;"rain";0;0;0;1;0
2019-03-18 02:30:00;1552872600;"Partly Cloudy";"partly-cloudy-night";0.0254;0.02;10.855;10.855;6.32;0.735;1010.935;2.28;4.575;260;0.38;0;16.09;357.375;"rain";0;0;0;1;0
2019-03-18 02:45:00;1552873500;"Partly Cloudy";"partly-cloudy-night";0.0343;0.025;10.7125;10.7125;6.415;0.7475;1011.0275;2.07;4.0975;291;0.385;0;16.09;359.0925;"rain";0;0;0;1;0
2019-03-18 03:00:00;1552874400;"Partly Cloudy";"partly-cloudy-night";0.0432;0.03;10.57;10.57;6.51;0.76;1011.12;1.86;3.62;322;0.39;0;16.09;360.81;"rain";0;0;0;1;0
2019-03-18 03:15:00;1552875300;"Partly Cloudy";"partly-cloudy-night";0.05145;0.035;10.45;10.45;6.515;0.7675;1011.245;1.9225;3.4625;308;0.395;0;16.09;362.185;"rain";0;0;0;1;0
2019-03-18 03:30:00;1552876200;"Partly Cloudy";"partly-cloudy-night";0.0597;0.04;10.33;10.33;6.52;0.775;1011.37;1.985;3.305;294;0.4;0;16.09;363.56;"rain";0;0;0;1;0
2019-03-18 03:45:00;1552877100;"Partly Cloudy";"partly-cloudy-night";0.06795;0.045;10.21;10.21;6.525;0.7825;1011.495;2.0475;3.1475;280;0.405;0;16.09;364.935;"rain";0;0;0;1;0
2019-03-18 04:00:00;1552878000;"Partly Cloudy";"partly-cloudy-night";0.0762;0.05;10.09;10.09;6.53;0.79;1011.62;2.11;2.99;266;0.41;0;16.09;366.31;"rain";0;0;0;1;0
2019-03-18 04:15:00;1552878900;"Partly Cloudy";"partly-cloudy-night";0.071125;0.05;9.9825;9.68;6.3575;0.785;1011.8;2.195;3.3875;254.75;0.41;0;16.09;367.1375;"rain";0;0;0;1;0
2019-03-18 04:30:00;1552879800;"Partly Cloudy";"partly-cloudy-night";0.06605;0.05;9.875;9.27;6.185;0.78;1011.98;2.28;3.785;243.5;0.41;0;16.09;367.965;"rain";0;0;0;1;0
