"datetime";"time";"summary";"icon";"precipIntensity";"precipProbability";"precipType";"temperature";"apparentTemperature";"dewPoint";"humidity";"pressure";"windSpeed";"windGust";"windBearing";"cloudCover";"uvIndex";"visibility";"ozone";"Rad";"GHI";"TOA";"ForecastOrNot";"predicted_P"
"2019-03-10 06:45:00";1552196700;"Mostly Cloudy";"partly-cloudy-day";0.003825;0.0075;"rain";9.6025;7.1525;4.115;0.685;1018.27;4.8625;14.685;239.5;0.7175;0;16.09;306.8;67;8.0209;22.8952;1;11
"2019-03-10 07:00:00";1552197600;"Mostly Cloudy";"partly-cloudy-day";0.0051;0.01;"rain";9.68;7.22;4.1;0.68;1018.16;4.94;14.81;239;0.72;0;16.09;306.12;95;16.2223;38.2448;1;28
"2019-03-10 07:15:00";1552198500;"Mostly Cloudy";"partly-cloudy-day";0.003825;0.0075;"rain";10.0575;8.2125;4.1075;0.665;1018.02;5.185;14.8875;238.75;0.715;0.25;16.09;305.365;122;25.7336;53.3578;1;58
"2019-03-10 07:30:00";1552199400;"Mostly Cloudy";"partly-cloudy-day";0.00255;0.005;"rain";10.435;9.205;4.115;0.65;1017.88;5.43;14.965;238.5;0.71;0.5;16.09;304.61;148;35.9993;68.1694;1;41
"2019-03-10 07:45:00";1552200300;"Mostly Cloudy";"partly-cloudy-day";0.001275;0.0025;"rain";10.8125;10.1975;4.1225;0.635;1017.74;5.675;15.0425;238.25;0.705;0.75;16.09;303.855;174;46.6759;82.6164;1;44
"2019-03-10 08:00:00";1552201200;"Mostly Cloudy";"partly-cloudy-day";0;0;"rain";11.19;11.19;4.13;0.62;1017.6;5.92;15.12;238;0.7;1;16.09;303.1;198;57.5055;96.6368;1;79
"2019-03-10 08:15:00";1552202100;"Breezy and Mostly Cloudy";"wind";0;0;"rain";11.7;11.7;4.1475;0.6;1017.45;6.2575;15.1675;237.75;0.6925;1.25;16.09;302.3275;221;68.2945;110.1708;1;95
"2019-03-10 08:30:00";1552203000;"Breezy and Mostly Cloudy";"wind";0;0;"rain";12.21;12.21;4.165;0.58;1017.3;6.595;15.215;237.5;0.685;1.5;16.09;301.555;243;78.8917;123.1603;1;126
"2019-03-10 08:45:00";1552203900;"Breezy and Mostly Cloudy";"wind";0;0;"rain";12.72;12.72;4.1825;0.56;1017.15;6.9325;15.2625;237.25;0.6775;1.75;16.09;300.7825;264;89.175;135.5498;1;155
"2019-03-10 09:00:00";1552204800;"Breezy and Mostly Cloudy";"wind";0;0;"rain";13.23;13.23;4.2;0.54;1017;7.27;15.31;237;0.67;2;16.09;300.01;284;99.0434;147.2863;1;132
"2019-03-10 09:15:00";1552205700;"Breezy and Mostly Cloudy";"wind";0;0;"rain";13.6625;13.6625;4.2425;0.5275;1016.84;7.555;15.345;237.25;0.665;2;16.09;299.1975;302;108.4115;158.3196;1;191
"2019-03-10 09:30:00";1552206600;"Breezy and Mostly Cloudy";"wind";0;0;"rain";14.095;14.095;4.285;0.515;1016.68;7.84;15.38;237.5;0.66;2;16.09;298.385;318;117.2061;168.6024;1;214
"2019-03-10 09:45:00";1552207500;"Breezy and Mostly Cloudy";"wind";0;0;"rain";14.5275;14.5275;4.3275;0.5025;1016.52;8.125;15.415;237.75;0.655;2;16.09;297.5725;333;125.3645;178.091;1;241
"2019-03-10 10:00:00";1552208400;"Breezy and Mostly Cloudy";"wind";0;0;"rain";14.96;14.96;4.37;0.49;1016.36;8.41;15.45;238;0.65;2;16.09;296.76;346;132.841;186.7444;1;267
"2019-03-10 10:15:00";1552209300;"Breezy and Mostly Cloudy";"wind";0;0;"rain";15.325;15.325;4.45;0.4825;1016.195;8.5925;15.4575;238.75;0.655;2.25;16.09;295.865;357;139.6731;194.526;1;273
"2019-03-10 10:30:00";1552210200;"Breezy and Mostly Cloudy";"wind";0;0;"rain";15.69;15.69;4.53;0.475;1016.03;8.775;15.465;239.5;0.66;2.5;16.09;294.97;367;145.8122;201.4023;1;290
"2019-03-10 10:45:00";1552211100;"Breezy and Mostly Cloudy";"wind";0;0;"rain";16.055;16.055;4.61;0.4675;1015.865;8.9575;15.4725;240.25;0.665;2.75;16.09;294.075;375;151.126;207.3439;1;340
"2019-03-10 11:00:00";1552212000;"Breezy and Mostly Cloudy";"wind";0;0;"rain";16.42;16.42;4.69;0.46;1015.7;9.14;15.48;241;0.67;3;16.09;293.18;380;155.585;212.3255;1;338
"2019-03-10 11:15:00";1552212900;"Breezy and Mostly Cloudy";"wind";0;0;"rain";16.7425;16.7425;4.79;0.4525;1015.525;9.2575;15.4725;242;0.68;3;16.09;292.26;385;159.1652;216.3259;1;325
"2019-03-10 11:30:00";1552213800;"Breezy and Mostly Cloudy";"wind";0;0;"rain";17.065;17.065;4.89;0.445;1015.35;9.375;15.465;243;0.69;3;16.09;291.34;387;161.8496;219.3278;1;313
"2019-03-10 11:45:00";1552214700;"Breezy and Mostly Cloudy";"wind";0;0;"rain";17.3875;17.3875;4.99;0.4375;1015.175;9.4925;15.4575;244;0.7;3;16.09;290.42;387;163.624;221.3187;1;312
"2019-03-10 12:00:00";1552215600;"Breezy and Mostly Cloudy";"wind";0;0;"rain";17.71;17.71;5.09;0.43;1015;9.61;15.45;245;0.71;3;16.09;289.5;385;164.4792;222.2899;1;307
"2019-03-10 12:15:00";1552216500;"Breezy and Mostly Cloudy";"wind";0;0;"rain";17.8875;17.8875;5.1675;0.4275;1014.83;9.65;15.44;245.75;0.72;3;16.09;288.805;382;164.4119;222.2375;1;299
"2019-03-10 12:30:00";1552217400;"Breezy and Mostly Cloudy";"wind";0;0;"rain";18.065;18.065;5.245;0.425;1014.66;9.69;15.43;246.5;0.73;3;16.09;288.11;376;163.4238;221.1617;1;287
"2019-03-10 12:45:00";1552218300;"Breezy and Mostly Cloudy";"wind";0;0;"rain";18.2425;18.2425;5.3225;0.4225;1014.49;9.73;15.42;247.25;0.74;3;16.09;287.415;369;161.5213;219.0672;1;286
"2019-03-10 13:00:00";1552219200;"Breezy and Mostly Cloudy";"wind";0;0;"rain";18.42;18.42;5.4;0.42;1014.32;9.77;15.41;248;0.75;3;16.09;286.72;360;158.7155;215.9631;1;273
"2019-03-10 13:15:00";1552220100;"Breezy and Mostly Cloudy";"wind";0;0;"rain";18.4875;18.4875;5.4425;0.42;1014.145;9.725;15.4175;248.5;0.765;2.75;16.09;286.3025;349;154.9632;211.8627;1;188
"2019-03-10 13:30:00";1552221000;"Breezy and Mostly Cloudy";"wind";0;0;"rain";18.555;18.555;5.485;0.42;1013.97;9.68;15.425;249;0.78;2.5;16.09;285.885;336;150.2846;206.7838;1;140
"2019-03-10 13:45:00";1552221900;"Breezy and Mostly Cloudy";"wind";0;0;"rain";18.6225;18.6225;5.5275;0.42;1013.795;9.635;15.4325;249.5;0.795;2.25;16.09;285.4675;322;144.7609;200.748;1;171
"2019-03-10 14:00:00";1552222800;"Breezy and Mostly Cloudy";"wind";0;0;"rain";18.69;18.69;5.57;0.42;1013.62;9.59;15.44;250;0.81;2;16.09;285.05;306;138.4133;193.7814;1;165
"2019-03-10 14:15:00";1552223700;"Breezy and Mostly Cloudy";"wind";0;0;"rain";18.61;18.61;5.5875;0.4225;1013.4525;9.48;15.4475;250.25;0.825;2;16.09;284.855;288;131.2913;185.914;1;123
"2019-03-10 14:30:00";1552224600;"Breezy and Mostly Cloudy";"wind";0;0;"rain";18.53;18.53;5.605;0.425;1013.285;9.37;15.455;250.5;0.84;2;16.09;284.66;269;123.4447;177.1794;1;115
"2019-03-10 14:45:00";1552225500;"Breezy and Mostly Cloudy";"wind";0;0;"rain";18.45;18.45;5.6225;0.4275;1013.1175;9.26;15.4625;250.75;0.855;2;16.09;284.465;249;114.9226;167.6152;1;79
"2019-03-10 15:00:00";1552226400;"Breezy and Mostly Cloudy";"wind";0;0;"rain";18.37;18.37;5.64;0.43;1012.95;9.15;15.47;251;0.87;2;16.09;284.27;227;105.784;157.2625;1;153
"2019-03-10 15:15:00";1552227300;"Breezy and Mostly Cloudy";"wind";0;0;"rain";18.24;18.24;5.64;0.435;1012.835;9.0275;15.4425;251;0.8825;1.75;16.09;284.3625;204;96.0993;146.1656;1;171
"2019-03-10 15:30:00";1552228200;"Breezy and Mostly Cloudy";"wind";0;0;"rain";18.11;18.11;5.64;0.44;1012.72;8.905;15.415;251;0.895;1.5;16.09;284.455;180;85.9516;134.3724;1;148
"2019-03-10 15:45:00";1552229100;"Breezy and Mostly Cloudy";"wind";0;0;"rain";17.98;17.98;5.64;0.445;1012.605;8.7825;15.3875;251;0.9075;1.25;16.09;284.5475;155;75.4406;121.9332;1;138
"2019-03-10 16:00:00";1552230000;"Breezy and Mostly Cloudy";"wind";0;0;"rain";17.85;17.85;5.64;0.45;1012.49;8.66;15.36;251;0.92;1;16.09;284.64;129;64.6869;108.9015;1;118
"2019-03-10 16:15:00";1552230900;"Breezy and Overcast";"wind";0;0;"rain";17.615;17.615;5.6075;0.455;1012.455;8.5425;15.27;251;0.925;0.75;16.09;285.065;102;53.7519;95.3333;1;112
"2019-03-10 16:30:00";1552231800;"Breezy and Overcast";"wind";0;0;"rain";17.38;17.38;5.575;0.46;1012.42;8.425;15.18;251;0.93;0.5;16.09;285.49;74;42.8536;81.2867;1;112
"2019-03-10 16:45:00";1552232700;"Breezy and Overcast";"wind";0;0;"rain";17.145;17.145;5.5425;0.465;1012.385;8.3075;15.09;251;0.935;0.25;16.09;285.915;46;32.3442;66.8219;1;132
"2019-03-10 17:00:00";1552233600;"Breezy and Overcast";"wind";0;0;"rain";16.91;16.91;5.51;0.47;1012.35;8.19;15;251;0.94;0;16.09;286.34;18;22.5384;52.0011;1;62
"2019-03-10 17:15:00";1552234500;"Breezy and Overcast";"wind";0;0;"rain";16.6675;16.6675;5.4625;0.475;1012.365;8.06;14.88;250.75;0.9425;0;16.09;287.0625;1;13.8182;36.8878;1;43
"2019-03-10 17:30:00";1552235400;"Breezy and Overcast";"wind";0;0;"rain";16.425;16.425;5.415;0.48;1012.38;7.93;14.76;250.5;0.945;0;16.09;287.785;0;6.6286;21.5468;1;37
"2019-03-10 17:45:00";1552236300;"Breezy and Overcast";"wind";0;0;"rain";16.1825;16.1825;5.3675;0.485;1012.395;7.8;14.64;250.25;0.9475;0;16.09;288.5075;0;1.4776;6.1379;1;33
"2019-03-10 18:00:00";1552237200;"Breezy and Overcast";"wind";0;0;"rain";15.94;15.94;5.32;0.49;1012.41;7.67;14.52;250;0.95;0;16.09;289.23;0;0;0;1;0
"2019-03-10 18:15:00";1552238100;"Breezy and Overcast";"wind";0;0;"rain";15.725;15.725;5.305;0.4975;1012.425;7.545;14.425;250;0.9525;0;16.09;290.045;0;0;0;1;0
"2019-03-10 18:30:00";1552239000;"Breezy and Overcast";"wind";0;0;"rain";15.51;15.51;5.29;0.505;1012.44;7.42;14.33;250;0.955;0;16.09;290.86;0;0;0;1;0
"2019-03-10 18:45:00";1552239900;"Breezy and Overcast";"wind";0;0;"rain";15.295;15.295;5.275;0.5125;1012.455;7.295;14.235;250;0.9575;0;16.09;291.675;0;0;0;1;0
"2019-03-10 19:00:00";1552240800;"Breezy and Overcast";"wind";0;0;"rain";15.08;15.08;5.26;0.52;1012.47;7.17;14.14;250;0.96;0;16.09;292.49;0;0;0;1;0
"2019-03-10 19:15:00";1552241700;"Overcast";"cloudy";0;0;"rain";14.9325;14.9325;5.2875;0.525;1012.47;7.03;14.1275;251.5;0.965;0;16.09;293.34;0;0;0;1;0
"2019-03-10 19:30:00";1552242600;"Overcast";"cloudy";0;0;"rain";14.785;14.785;5.315;0.53;1012.47;6.89;14.115;253;0.97;0;16.09;294.19;0;0;0;1;0
"2019-03-10 19:45:00";1552243500;"Overcast";"cloudy";0;0;"rain";14.6375;14.6375;5.3425;0.535;1012.47;6.75;14.1025;254.5;0.975;0;16.09;295.04;0;0;0;1;0
"2019-03-10 20:00:00";1552244400;"Overcast";"cloudy";0;0;"rain";14.49;14.49;5.37;0.54;1012.47;6.61;14.09;256;0.98;0;16.09;295.89;0;0;0;1;0
"2019-03-10 20:15:00";1552245300;"Overcast";"cloudy";0;0;"rain";14.375;14.375;5.4325;0.5475;1012.4725;6.465;14.1075;256.5;0.9825;0;16.09;296.825;0;0;0;1;0
"2019-03-10 20:30:00";1552246200;"Overcast";"cloudy";0;0;"rain";14.26;14.26;5.495;0.555;1012.475;6.32;14.125;257;0.985;0;16.09;297.76;0;0;0;1;0
"2019-03-10 20:45:00";1552247100;"Overcast";"cloudy";0;0;"rain";14.145;14.145;5.5575;0.5625;1012.4775;6.175;14.1425;257.5;0.9875;0;16.09;298.695;0;0;0;1;0
"2019-03-10 21:00:00";1552248000;"Overcast";"cloudy";0;0;"rain";14.03;14.03;5.62;0.57;1012.48;6.03;14.16;258;0.99;0;16.09;299.63;0;0;0;1;0
"2019-03-10 21:15:00";1552248900;"Overcast";"cloudy";0;0;"rain";13.93;13.93;5.725;0.5775;1012.475;5.8875;14.1175;255.5;0.9925;0;16.09;300.6275;0;0;0;1;0
"2019-03-10 21:30:00";1552249800;"Overcast";"cloudy";0;0;"rain";13.83;13.83;5.83;0.585;1012.47;5.745;14.075;253;0.995;0;16.09;301.625;0;0;0;1;0
"2019-03-10 21:45:00";1552250700;"Overcast";"cloudy";0;0;"rain";13.73;13.73;5.935;0.5925;1012.465;5.6025;14.0325;250.5;0.9975;0;16.09;302.6225;0;0;0;1;0
"2019-03-10 22:00:00";1552251600;"Overcast";"cloudy";0;0;"rain";13.63;13.63;6.04;0.6;1012.46;5.46;13.99;248;1;0;16.09;303.62;0;0;0;1;0
"2019-03-10 22:15:00";1552252500;"Overcast";"cloudy";0.0216;0.005;"rain";13.5325;13.5325;6.215;0.6125;1012.4375;5.33;13.855;235;1;0;16.09;304.675;0;0;0;1;0
"2019-03-10 22:30:00";1552253400;"Overcast";"cloudy";0.0432;0.01;"rain";13.435;13.435;6.39;0.625;1012.415;5.2;13.72;222;1;0;16.09;305.73;0;0;0;1;0
"2019-03-10 22:45:00";1552254300;"Overcast";"cloudy";0.0648;0.015;"rain";13.3375;13.3375;6.565;0.6375;1012.3925;5.07;13.585;209;1;0;16.09;306.785;0;0;0;1;0
"2019-03-10 23:00:00";1552255200;"Overcast";"cloudy";0.0864;0.02;"rain";13.24;13.24;6.74;0.65;1012.37;4.94;13.45;196;1;0;16.09;307.84;0;0;0;1;0
"2019-03-10 23:15:00";1552256100;"Overcast";"cloudy";0.18545;0.0475;"rain";13.14;13.14;6.96;0.665;1012.3425;4.8175;13.26;227.75;1;0;16.09;308.96;0;0;0;1;0
"2019-03-10 23:30:00";1552257000;"Overcast";"cloudy";0.2845;0.075;"rain";13.04;13.04;7.18;0.68;1012.315;4.695;13.07;259.5;1;0;16.09;310.08;0;0;0;1;0
"2019-03-10 23:45:00";1552257900;"Overcast";"cloudy";0.38355;0.1025;"rain";12.94;12.94;7.4;0.695;1012.2875;4.5725;12.88;291.25;1;0;16.09;311.2;0;0;0;1;0
