"datetime";"time";"summary";"icon";"precipIntensity";"precipProbability";"precipType";"temperature";"apparentTemperature";"dewPoint";"humidity";"pressure";"windSpeed";"windGust";"windBearing";"cloudCover";"uvIndex";"visibility";"ozone";"Rad";"GHI";"TOA";"ForecastOrNot";"month";"predicted_P"
2019-04-24 00:00:00;1556056800;"Mostly Cloudy";"partly-cloudy-night";0.0381;0.05;"rain";14.68;14.68;8.74;0.68;1011.9;5.61;14.05;149;0.71;0;16.09;362.64;0;0;0;1;4;0
2019-04-24 00:15:00;1556057700;"Mostly Cloudy";"partly-cloudy-night";0.032375;0.04;"rain";14.625;14.625;8.7325;0.68;1011.9475;5.6;13.8675;149;0.735;0;16.09;362.9575;0;0;0;1;4;0
2019-04-24 00:30:00;1556058600;"Mostly Cloudy";"partly-cloudy-night";0.02665;0.03;"rain";14.57;14.57;8.725;0.68;1011.995;5.59;13.685;149;0.76;0;16.09;363.275;0;0;0;1;4;0
2019-04-24 00:45:00;1556059500;"Mostly Cloudy";"partly-cloudy-night";0.020925;0.02;"rain";14.515;14.515;8.7175;0.68;1012.0425;5.58;13.5025;149;0.785;0;16.09;363.5925;0;0;0;1;4;0
2019-04-24 01:00:00;1556060400;"Mostly Cloudy";"partly-cloudy-night";0.0152;0.01;"rain";14.46;14.46;8.71;0.68;1012.09;5.57;13.32;149;0.81;0;16.09;363.91;0;0;0;1;4;0
2019-04-24 01:15:00;1556061300;"Mostly Cloudy";"partly-cloudy-night";0.012675;0.01;"rain";14.3825;14.3825;8.705;0.685;1012.13;5.535;13.0875;149.25;0.815;0;16.09;364.2475;0;0;0;1;4;0
2019-04-24 01:30:00;1556062200;"Mostly Cloudy";"partly-cloudy-night";0.01015;0.01;"rain";14.305;14.305;8.7;0.69;1012.17;5.5;12.855;149.5;0.82;0;16.09;364.585;0;0;0;1;4;0
2019-04-24 01:45:00;1556063100;"Mostly Cloudy";"partly-cloudy-night";0.007625;0.01;"rain";14.2275;14.2275;8.695;0.695;1012.21;5.465;12.6225;149.75;0.825;0;16.09;364.9225;0;0;0;1;4;0
2019-04-24 02:00:00;1556064000;"Mostly Cloudy";"partly-cloudy-night";0.0051;0.01;"rain";14.15;14.15;8.69;0.7;1012.25;5.43;12.39;150;0.83;0;16.09;365.26;0;0;0;1;4;0
2019-04-24 02:15:00;1556064900;"Mostly Cloudy";"partly-cloudy-night";0.003825;0.0075;"rain";13.9525;13.9525;8.665;0.7075;1012.295;5.3475;12.085;149.5;0.7875;0;16.09;365.6925;0;0;0;1;4;0
2019-04-24 02:30:00;1556065800;"Mostly Cloudy";"partly-cloudy-night";0.00255;0.005;"rain";13.755;13.755;8.64;0.715;1012.34;5.265;11.78;149;0.745;0;16.09;366.125;0;0;0;1;4;0
2019-04-24 02:45:00;1556066700;"Mostly Cloudy";"partly-cloudy-night";0.001275;0.0025;"rain";13.5575;13.5575;8.615;0.7225;1012.385;5.1825;11.475;148.5;0.7025;0;16.09;366.5575;0;0;0;1;4;0
2019-04-24 03:00:00;1556067600;"Mostly Cloudy";"partly-cloudy-night";0;0;"rain";13.36;13.36;8.59;0.73;1012.43;5.1;11.17;148;0.66;0;16.09;366.99;0;0;0;1;4;0
2019-04-24 03:15:00;1556068500;"Partly Cloudy";"partly-cloudy-night";0;0;"rain";13.135;13.135;8.5625;0.74;1012.4725;4.9925;10.815;147.75;0.5975;0;16.09;367.4225;0;0;0;1;4;0
2019-04-24 03:30:00;1556069400;"Partly Cloudy";"partly-cloudy-night";0;0;"rain";12.91;12.91;8.535;0.75;1012.515;4.885;10.46;147.5;0.535;0;16.09;367.855;0;0;0;1;4;0
2019-04-24 03:45:00;1556070300;"Partly Cloudy";"partly-cloudy-night";0;0;"rain";12.685;12.685;8.5075;0.76;1012.5575;4.7775;10.105;147.25;0.4725;0;16.09;368.2875;0;0;0;1;4;0
2019-04-24 04:00:00;1556071200;"Partly Cloudy";"partly-cloudy-night";0;0;"rain";12.46;12.46;8.48;0.77;1012.6;4.67;9.75;147;0.41;0;16.09;368.72;0;0;0;1;4;0
2019-04-24 04:15:00;1556072100;"Clear";"clear-night";0;0;"rain";12.3425;12.3425;8.4975;0.775;1012.6625;4.5675;9.41;147.25;0.36;0;16.09;368.9575;0;0;0;1;4;0
2019-04-24 04:30:00;1556073000;"Clear";"clear-night";0;0;"rain";12.225;12.225;8.515;0.78;1012.725;4.465;9.07;147.5;0.31;0;16.09;369.195;0;0;0;1;4;0
2019-04-24 04:45:00;1556073900;"Clear";"clear-night";0;0;"rain";12.1075;12.1075;8.5325;0.785;1012.7875;4.3625;8.73;147.75;0.26;0;16.09;369.4325;0;0;0;1;4;0
2019-04-24 05:00:00;1556074800;"Clear";"clear-night";0;0;"rain";11.99;11.99;8.55;0.79;1012.85;4.26;8.39;148;0.21;0;16.09;369.67;8;0;0;1;4;0
