"datetime";"time";"summary";"icon";"precipIntensity";"precipProbability";"temperature";"apparentTemperature";"dewPoint";"humidity";"pressure";"windSpeed";"windGust";"windBearing";"cloudCover";"uvIndex";"visibility";"ozone";"Rad";"GHI";"TOA";"ForecastOrNot";"month";"predicted_P"
2019-05-01 00:00:00;1556661600;"Mostly Cloudy";"partly-cloudy-night";0.6502;0.64;10.93;10.93;9.91;0.93;1009.35;4.73;10.71;296;0.9;0;16.09;369.09;0;0;0;1;5;0
2019-05-01 00:15:00;1556662500;"Mostly Cloudy";"partly-cloudy-night";0.58035;0.6225;10.925;10.925;9.88;0.93;1009.335;4.765;10.9975;299.5;0.8825;0;15.4075;368.5275;0;0;0;1;5;0
2019-05-01 00:30:00;1556663400;"Mostly Cloudy";"partly-cloudy-night";0.5105;0.605;10.92;10.92;9.85;0.93;1009.32;4.8;11.285;303;0.865;0;14.725;367.965;0;0;0;1;5;0
2019-05-01 00:45:00;1556664300;"Mostly Cloudy";"partly-cloudy-night";0.44065;0.5875;10.915;10.915;9.82;0.93;1009.305;4.835;11.5725;306.5;0.8475;0;14.0425;367.4025;0;0;0;1;5;0
2019-05-01 01:00:00;1556665200;"Mostly Cloudy";"partly-cloudy-night";0.3708;0.57;10.91;10.91;9.79;0.93;1009.29;4.87;11.86;310;0.83;0;13.36;366.84;0;0;0;1;5;0
2019-05-01 01:15:00;1556666100;"Mostly Cloudy";"partly-cloudy-night";0.3308;0.555;10.8875;10.8875;9.74;0.9275;1009.28;4.9075;12.05;312.25;0.825;0;13.1175;366.36;0;0;0;1;5;0
2019-05-01 01:30:00;1556667000;"Mostly Cloudy";"partly-cloudy-night";0.2908;0.54;10.865;10.865;9.69;0.925;1009.27;4.945;12.24;314.5;0.82;0;12.875;365.88;0;0;0;1;5;0
2019-05-01 01:45:00;1556667900;"Mostly Cloudy";"partly-cloudy-night";0.2508;0.525;10.8425;10.8425;9.64;0.9225;1009.26;4.9825;12.43;316.75;0.815;0;12.6325;365.4;0;0;0;1;5;0
2019-05-01 02:00:00;1556668800;"Mostly Cloudy";"partly-cloudy-night";0.2108;0.51;10.82;10.82;9.59;0.92;1009.25;5.02;12.62;319;0.81;0;12.39;364.92;0;0;0;1;5;0
2019-05-01 02:15:00;1556669700;"Mostly Cloudy";"partly-cloudy-night";0.197475;0.4925;10.78;10.78;9.53;0.92;1009.2475;5.0675;12.64;319.75;0.8225;0;13.0575;364.5;0;0;0;1;5;0
2019-05-01 02:30:00;1556670600;"Mostly Cloudy";"partly-cloudy-night";0.18415;0.475;10.74;10.74;9.47;0.92;1009.245;5.115;12.66;320.5;0.835;0;13.725;364.08;0;0;0;1;5;0
2019-05-01 02:45:00;1556671500;"Mostly Cloudy";"partly-cloudy-night";0.170825;0.4575;10.7;10.7;9.41;0.92;1009.2425;5.1625;12.68;321.25;0.8475;0;14.3925;363.66;0;0;0;1;5;0
2019-05-01 03:00:00;1556672400;"Mostly Cloudy";"partly-cloudy-night";0.1575;0.44;10.66;10.66;9.35;0.92;1009.24;5.21;12.7;322;0.86;0;15.06;363.24;0;0;0;1;5;0
2019-05-01 03:15:00;1556673300;"Mostly Cloudy";"partly-cloudy-night";0.152425;0.4125;10.6275;10.6275;9.2725;0.915;1009.2475;5.2775;12.6275;321.75;0.88;0;15.3175;362.9175;0;0;0;1;5;0
2019-05-01 03:30:00;1556674200;"Mostly Cloudy";"partly-cloudy-night";0.14735;0.385;10.595;10.595;9.195;0.91;1009.255;5.345;12.555;321.5;0.9;0;15.575;362.595;0;0;0;1;5;0
2019-05-01 03:45:00;1556675100;"Mostly Cloudy";"partly-cloudy-night";0.142275;0.3575;10.5625;10.5625;9.1175;0.905;1009.2625;5.4125;12.4825;321.25;0.92;0;15.8325;362.2725;0;0;0;1;5;0
2019-05-01 04:00:00;1556676000;"Overcast";"cloudy";0.1372;0.33;10.53;10.53;9.04;0.9;1009.27;5.48;12.41;321;0.94;0;16.09;361.95;0;0;0;1;5;0
2019-05-01 04:15:00;1556676900;"Overcast";"cloudy";0.1302;0.3;10.5375;10.5375;8.965;0.8975;1009.2975;5.5575;12.3725;321;0.955;0;16.09;361.8725;0;0;0;1;5;0
2019-05-01 04:30:00;1556677800;"Overcast";"cloudy";0.1232;0.27;10.545;10.545;8.89;0.895;1009.325;5.635;12.335;321;0.97;0;16.09;361.795;0;0;0;1;5;0
2019-05-01 04:45:00;1556678700;"Overcast";"cloudy";0.1162;0.24;10.5525;10.5525;8.815;0.8925;1009.3525;5.7125;12.2975;321;0.985;0;16.09;361.7175;3;0;0;1;5;0
2019-05-01 05:00:00;1556679600;"Overcast";"cloudy";0.1092;0.21;10.56;10.56;8.74;0.89;1009.38;5.79;12.26;321;1;0;16.09;361.64;26;0;0;1;5;0
2019-05-01 05:15:00;1556680500;"Overcast";"cloudy";0.0946;0.185;10.5875;10.5875;8.665;0.8825;1009.4625;5.89;12.32;321.5;1;0;16.09;361.98;54;0;0;1;5;0
2019-05-01 05:30:00;1556681400;"Overcast";"cloudy";0.08;0.16;10.615;10.615;8.59;0.875;1009.545;5.99;12.38;322;1;0;16.09;362.32;82;0;0;1;5;0
2019-05-01 05:45:00;1556682300;"Overcast";"cloudy";0.0654;0.135;10.6425;10.6425;8.515;0.8675;1009.6275;6.09;12.44;322.5;1;0;16.09;362.66;110;0.1337;0.6336;1;5;3
2019-05-01 06:00:00;1556683200;"Overcast";"cloudy";0.0508;0.11;10.67;10.67;8.44;0.86;1009.71;6.19;12.5;323;1;0;16.09;363;138;3.2201;11.4084;1;5;8
2019-05-01 06:15:00;1556684100;"Overcast";"cloudy";0.04;0.095;10.7575;10.7575;8.37;0.8525;1009.8225;6.3;12.59;323.5;1;0;16.09;363.595;167;9.3987;25.8291;1;5;14
2019-05-01 06:30:00;1556685000;"Overcast";"cloudy";0.0292;0.08;10.845;10.845;8.3;0.845;1009.935;6.41;12.68;324;1;0;16.09;364.19;194;17.4485;40.4095;1;5;21
2019-05-01 06:45:00;1556685900;"Overcast";"cloudy";0.0184;0.065;10.9325;10.9325;8.23;0.8375;1010.0475;6.52;12.77;324.5;1;0;16.09;364.785;222;26.8115;55.0875;1;5;23
2019-05-01 07:00:00;1556686800;"Overcast";"cloudy";0.0076;0.05;11.02;11.02;8.16;0.83;1010.16;6.63;12.86;325;1;0;16.09;365.38;248;37.0924;69.8002;1;5;42
2019-05-01 07:15:00;1556687700;"Overcast";"cloudy";0.0057;0.0375;11.18;11.18;8.1175;0.8175;1010.2575;6.725;12.8975;325.75;0.99;0.25;16.09;365.9075;275;48.0005;84.4846;1;5;54
2019-05-01 07:30:00;1556688600;"Overcast";"cloudy";0.0038;0.025;11.34;11.34;8.075;0.805;1010.355;6.82;12.935;326.5;0.98;0.5;16.09;366.435;300;59.3142;99.0779;1;5;82
2019-05-01 07:45:00;1556689500;"Overcast";"cloudy";0.0019;0.0125;11.5;11.5;8.0325;0.7925;1010.4525;6.915;12.9725;327.25;0.97;0.75;16.09;366.9625;325;70.8578;113.5176;1;5;121
2019-05-01 08:00:00;1556690400;"Breezy and Overcast";"wind";0;0;11.66;11.66;7.99;0.78;1010.55;7.01;13.01;328;0.96;1;16.09;367.49;348;82.4884;127.7419;1;5;161
2019-05-01 08:15:00;1556691300;"Breezy and Overcast";"wind";0;0;11.9925;11.9925;8;0.765;1010.63;7.0875;12.96;328.25;0.9225;1.25;16.09;367.7975;371;94.0427;141.6901;1;5;198
2019-05-01 08:30:00;1556692200;"Breezy and Overcast";"wind";0;0;12.325;12.325;8.01;0.75;1010.71;7.165;12.91;328.5;0.885;1.5;16.09;368.105;392;105.4202;155.3024;1;5;231
2019-05-01 08:45:00;1556693100;"Breezy and Overcast";"wind";0;0;12.6575;12.6575;8.02;0.735;1010.79;7.2425;12.86;328.75;0.8475;1.75;16.09;368.4125;413;116.5778;168.5204;1;5;247
2019-05-01 09:00:00;1556694000;"Breezy and Mostly Cloudy";"wind";0;0;12.99;12.99;8.03;0.72;1010.87;7.32;12.81;329;0.81;2;16.09;368.72;431;127.4383;181.2879;1;5;262
2019-05-01 09:15:00;1556694900;"Breezy and Mostly Cloudy";"wind";0;0;13.3925;13.3925;8.055;0.7025;1010.935;7.39;12.7075;329.5;0.76;2.25;16.09;368.9675;449;137.9312;193.5501;1;5;276
2019-05-01 09:30:00;1556695800;"Breezy and Mostly Cloudy";"wind";0;0;13.795;13.795;8.08;0.685;1011;7.46;12.605;330;0.71;2.5;16.09;369.215;465;147.9928;205.2544;1;5;276
2019-05-01 09:45:00;1556696700;"Breezy and Mostly Cloudy";"wind";0;0;14.1975;14.1975;8.105;0.6675;1011.065;7.53;12.5025;330.5;0.66;2.75;16.09;369.4625;479;157.5645;216.351;1;5;289
2019-05-01 10:00:00;1556697600;"Breezy and Mostly Cloudy";"wind";0;0;14.6;14.6;8.13;0.65;1011.13;7.6;12.4;331;0.61;3;16.09;369.71;492;166.6101;226.7923;1;5;309
2019-05-01 10:15:00;1556698500;"Breezy and Mostly Cloudy";"wind";0;0;14.945;14.945;8.135;0.6375;1011.1625;7.6375;12.275;331.5;0.5675;3.25;16.09;369.97;497;175.0747;236.5337;1;5;291
2019-05-01 10:30:00;1556699400;"Breezy and Mostly Cloudy";"wind";0;0;15.29;15.29;8.14;0.625;1011.195;7.675;12.15;332;0.525;3.5;16.09;370.23;497;182.9025;245.5335;1;5;286
2019-05-01 10:45:00;1556700300;"Breezy and Mostly Cloudy";"wind";0;0;15.635;15.635;8.145;0.6125;1011.2275;7.7125;12.025;332.5;0.4825;3.75;16.09;370.49;497;190.0524;253.7533;1;5;285
2019-05-01 11:00:00;1556701200;"Breezy and Partly Cloudy";"wind";0;0;15.98;15.98;8.15;0.6;1011.26;7.75;11.9;333;0.44;4;16.09;370.75;497;196.4872;261.1579;1;5;282
2019-05-01 11:15:00;1556702100;"Breezy and Partly Cloudy";"wind";0;0;16.19;16.19;8.1175;0.59;1011.23;7.735;11.7525;333;0.4175;4.25;16.09;371.03;497;202.241;267.7157;1;5;271
2019-05-01 11:30:00;1556703000;"Breezy and Partly Cloudy";"wind";0;0;16.4;16.4;8.085;0.58;1011.2;7.72;11.605;333;0.395;4.5;16.09;371.31;497;207.2831;273.3987;1;5;291
2019-05-01 11:45:00;1556703900;"Breezy and Partly Cloudy";"wind";0;0;16.61;16.61;8.0525;0.57;1011.17;7.705;11.4575;333;0.3725;4.75;16.09;371.59;497;211.521;278.1826;1;5;297
2019-05-01 12:00:00;1556704800;"Breezy and Partly Cloudy";"wind";0;0;16.82;16.82;8.02;0.56;1011.14;7.69;11.31;333;0.35;5;16.09;371.87;497;214.9337;282.0471;1;5;299
2019-05-01 12:15:00;1556705700;"Breezy and Partly Cloudy";"wind";0;0;16.985;16.985;7.9775;0.5525;1011.07;7.6375;11.145;333;0.3375;5;16.09;372.1825;497;217.5044;284.9756;1;5;320
2019-05-01 12:30:00;1556706600;"Breezy and Partly Cloudy";"wind";0;0;17.15;17.15;7.935;0.545;1011;7.585;10.98;333;0.325;5;16.09;372.495;497;219.2203;286.9557;1;5;343
2019-05-01 12:45:00;1556707500;"Breezy and Partly Cloudy";"wind";0;0;17.315;17.315;7.8925;0.5375;1010.93;7.5325;10.815;333;0.3125;5;16.09;372.8075;497;220.0728;287.979;1;5;363
2019-05-01 13:00:00;1556708400;"Breezy and Partly Cloudy";"wind";0;0;17.48;17.48;7.85;0.53;1010.86;7.48;10.65;333;0.3;5;16.09;373.12;497;220.0576;288.0412;1;5;365
2019-05-01 13:15:00;1556709300;"Breezy and Partly Cloudy";"wind";0;0;17.73;17.73;7.79;0.52;1010.7975;7.4025;10.515;332.75;0.2875;5;16.09;373.4925;494;219.1743;287.1422;1;5;385
2019-05-01 13:30:00;1556710200;"Breezy and Partly Cloudy";"wind";0;0;17.98;17.98;7.73;0.51;1010.735;7.325;10.38;332.5;0.275;5;16.09;373.865;482;217.4271;285.2859;1;5;393
