"datetime";"time";"summary";"icon";"precipIntensity";"precipProbability";"precipType";"temperature";"apparentTemperature";"dewPoint";"humidity";"pressure";"windSpeed";"windGust";"windBearing";"cloudCover";"uvIndex";"visibility";"ozone";"Rad";"GHI";"TOA";"ForecastOrNot";"month";"predicted_P"
2019-04-13 00:00:00;1555106400;"Overcast";"cloudy";0.0813;0.22;"rain";7.66;4.77;6.04;0.9;1015.41;4.73;10.84;354;1;0;16.09;376.24;0;0;0;1;4;0
2019-04-13 00:15:00;1555107300;"Overcast";"cloudy";0.088275;0.2275;"rain";7.6025;4.705;6.01;0.9;1015.4275;4.7175;10.5625;354.5;1;0;16.09;376.4725;0;0;0;1;4;0
2019-04-13 00:30:00;1555108200;"Overcast";"cloudy";0.09525;0.235;"rain";7.545;4.64;5.98;0.9;1015.445;4.705;10.285;355;1;0;16.09;376.705;0;0;0;1;4;0
2019-04-13 00:45:00;1555109100;"Overcast";"cloudy";0.102225;0.2425;"rain";7.4875;4.575;5.95;0.9;1015.4625;4.6925;10.0075;355.5;1;0;16.09;376.9375;0;0;0;1;4;0
2019-04-13 01:00:00;1555110000;"Overcast";"cloudy";0.1092;0.25;"rain";7.43;4.51;5.92;0.9;1015.48;4.68;9.73;356;1;0;16.09;377.17;0;0;0;1;4;0
2019-04-13 01:15:00;1555110900;"Overcast";"cloudy";0.11365;0.2525;"rain";7.39;4.4725;5.8825;0.9;1015.4625;4.6575;9.5025;356.5;1;0;16.09;377.3825;0;0;0;1;4;0
2019-04-13 01:30:00;1555111800;"Overcast";"cloudy";0.1181;0.255;"rain";7.35;4.435;5.845;0.9;1015.445;4.635;9.275;357;1;0;16.09;377.595;0;0;0;1;4;0
2019-04-13 01:45:00;1555112700;"Overcast";"cloudy";0.12255;0.2575;"rain";7.31;4.3975;5.8075;0.9;1015.4275;4.6125;9.0475;357.5;1;0;16.09;377.8075;0;0;0;1;4;0
2019-04-13 02:00:00;1555113600;"Overcast";"cloudy";0.127;0.26;"rain";7.27;4.36;5.77;0.9;1015.41;4.59;8.82;358;1;0;16.09;378.02;0;0;0;1;4;0
2019-04-13 02:15:00;1555114500;"Overcast";"cloudy";0.11685;0.2475;"rain";7.235;4.3375;5.7225;0.9;1015.365;4.545;8.715;268.5;1;0;16.09;378.21;0;0;0;1;4;0
