"datetime";"time";"summary";"icon";"precipIntensity";"precipProbability";"precipType";"temperature";"apparentTemperature";"dewPoint";"humidity";"pressure";"windSpeed";"windGust";"windBearing";"cloudCover";"uvIndex";"visibility";"ozone";"Rad";"GHI";"TOA";"ForecastOrNot";"predicted_P"
2019-03-19 00:00:00;1552950000;"Overcast";"cloudy";0.061;0.05;"rain";6.63;4.49;1.29;0.69;1022.54;2.96;4.74;351;0.99;0;4.41;333.25;0;0;0;1;0
2019-03-19 00:15:00;1552950900;"Overcast";"cloudy";0.052725;0.045;"rain";6.6375;4.515;1.1875;0.685;1022.5775;2.9375;4.83;352.25;0.9875;0;4.885;333.62;0;0;0;1;0
2019-03-19 00:30:00;1552951800;"Overcast";"cloudy";0.04445;0.04;"rain";6.645;4.54;1.085;0.68;1022.615;2.915;4.92;353.5;0.985;0;5.36;333.99;0;0;0;1;0
2019-03-19 00:45:00;1552952700;"Overcast";"cloudy";0.036175;0.035;"rain";6.6525;4.565;0.9825;0.675;1022.6525;2.8925;5.01;354.75;0.9825;0;5.835;334.36;0;0;0;1;0
2019-03-19 01:00:00;1552953600;"Overcast";"cloudy";0.0279;0.03;"rain";6.66;4.59;0.88;0.67;1022.69;2.87;5.1;356;0.98;0;6.31;334.73;0;0;0;1;0
2019-03-19 01:15:00;1552954500;"Overcast";"cloudy";0.0241;0.0275;"rain";6.635;4.5325;0.7925;0.665;1022.6925;2.9125;5.41;267;0.9775;0;7.5775;335.495;0;0;0;1;0
2019-03-19 01:30:00;1552955400;"Overcast";"cloudy";0.0203;0.025;"rain";6.61;4.475;0.705;0.66;1022.695;2.955;5.72;178;0.975;0;8.845;336.26;0;0;0;1;0
2019-03-19 01:45:00;1552956300;"Overcast";"cloudy";0.0165;0.0225;"rain";6.585;4.4175;0.6175;0.655;1022.6975;2.9975;6.03;89;0.9725;0;10.1125;337.025;0;0;0;1;0
2019-03-19 02:00:00;1552957200;"Overcast";"cloudy";0.0127;0.02;"rain";6.56;4.36;0.53;0.65;1022.7;3.04;6.34;0;0.97;0;11.38;337.79;0;0;0;1;0
2019-03-19 02:15:00;1552958100;"Overcast";"cloudy";0.009525;0.015;"rain";6.5325;4.275;0.4425;0.6475;1022.6825;3.1175;6.7525;1;0.9675;0;12.5575;338.8775;0;0;0;1;0
2019-03-19 02:30:00;1552959000;"Overcast";"cloudy";0.00635;0.01;"rain";6.505;4.19;0.355;0.645;1022.665;3.195;7.165;2;0.965;0;13.735;339.965;0;0;0;1;0
2019-03-19 02:45:00;1552959900;"Overcast";"cloudy";0.003175;0.005;"rain";6.4775;4.105;0.2675;0.6425;1022.6475;3.2725;7.5775;3;0.9625;0;14.9125;341.0525;0;0;0;1;0
2019-03-19 03:00:00;1552960800;"Overcast";"cloudy";0;0;"rain";6.45;4.02;0.18;0.64;1022.63;3.35;7.99;4;0.96;0;16.09;342.14;0;0;0;1;0
2019-03-19 03:15:00;1552961700;"Overcast";"cloudy";0;0;"rain";6.39;3.905;0.1275;0.64;1022.64;3.4175;8.2975;5;0.9575;0;16.09;343.1575;0;0;0;1;0
2019-03-19 03:30:00;1552962600;"Overcast";"cloudy";0;0;"rain";6.33;3.79;0.075;0.64;1022.65;3.485;8.605;6;0.955;0;16.09;344.175;0;0;0;1;0
