"datetime";"time";"summary";"icon";"precipIntensity";"precipProbability";"precipType";"temperature";"apparentTemperature";"dewPoint";"humidity";"pressure";"windSpeed";"windGust";"windBearing";"cloudCover";"uvIndex";"visibility";"ozone";"Rad";"GHI";"TOA";"ForecastOrNot";"predicted_P"
2019-03-09 00:00:00;1552086000;"Mostly Cloudy";"partly-cloudy-night";0.0051;0.02;"rain";10.07;10.07;4.39;0.68;1021.33;2.5;3.28;353;0.72;0;16.09;368.11;0;0;0;1;0
2019-03-09 00:15:00;1552086900;"Partly Cloudy";"partly-cloudy-night";0.0051;0.02;"rain";9.8675;9.5375;4.3525;0.6875;1021.43;2.5;3.1825;270.5;0.6825;0;16.09;369.27;0;0;0;1;0
2019-03-09 00:30:00;1552087800;"Partly Cloudy";"partly-cloudy-night";0.0051;0.02;"rain";9.665;9.005;4.315;0.695;1021.53;2.5;3.085;188;0.645;0;16.09;370.43;0;0;0;1;0
2019-03-09 00:45:00;1552088700;"Partly Cloudy";"partly-cloudy-night";0.0051;0.02;"rain";9.4625;8.4725;4.2775;0.7025;1021.63;2.5;2.9875;105.5;0.6075;0;16.09;371.59;0;0;0;1;0
2019-03-09 01:00:00;1552089600;"Partly Cloudy";"partly-cloudy-night";0.0051;0.02;"rain";9.26;7.94;4.24;0.71;1021.73;2.5;2.89;23;0.57;0;16.09;372.75;0;0;0;1;0
2019-03-09 01:15:00;1552090500;"Partly Cloudy";"partly-cloudy-night";0.003825;0.015;"rain";9.13;7.8825;4.125;0.71;1021.775;2.38;2.7125;26.5;0.53;0;16.09;373.3725;0;0;0;1;0
2019-03-09 01:30:00;1552091400;"Partly Cloudy";"partly-cloudy-night";0.00255;0.01;"rain";9;7.825;4.01;0.71;1021.82;2.26;2.535;30;0.49;0;16.09;373.995;0;0;0;1;0
2019-03-09 01:45:00;1552092300;"Partly Cloudy";"partly-cloudy-night";0.001275;0.005;"rain";8.87;7.7675;3.895;0.71;1021.865;2.14;2.3575;33.5;0.45;0;16.09;374.6175;0;0;0;1;0
2019-03-09 02:00:00;1552093200;"Partly Cloudy";"partly-cloudy-night";0;0;"rain";8.74;7.71;3.78;0.71;1021.91;2.02;2.18;37;0.41;0;16.09;375.24;0;0;0;1;0
2019-03-09 02:15:00;1552094100;"Partly Cloudy";"partly-cloudy-night";0;0;"rain";8.6525;7.88;3.625;0.7075;1021.93;1.83;2.0175;39.75;0.37;0;16.09;375.57;0;0;0;1;0
2019-03-09 02:30:00;1552095000;"Partly Cloudy";"partly-cloudy-night";0;0;"rain";8.565;8.05;3.47;0.705;1021.95;1.64;1.855;42.5;0.33;0;16.09;375.9;0;0;0;1;0
2019-03-09 02:45:00;1552095900;"Partly Cloudy";"partly-cloudy-night";0;0;"rain";8.4775;8.22;3.315;0.7025;1021.97;1.45;1.6925;45.25;0.29;0;16.09;376.23;0;0;0;1;0
2019-03-09 03:00:00;1552096800;"Partly Cloudy";"partly-cloudy-night";0;0;"rain";8.39;8.39;3.16;0.7;1021.99;1.26;1.53;48;0.25;0;16.09;376.56;0;0;0;1;0
2019-03-09 03:15:00;1552097700;"Clear";"clear-night";0;0;"rain";8.2575;8.2575;3.055;0.7;1022.0125;1.13;1.41;52.5;0.2225;0;16.09;376.6875;0;0;0;1;0
