"datetime";"time";"summary";"icon";"precipIntensity";"precipProbability";"temperature";"apparentTemperature";"dewPoint";"humidity";"pressure";"windSpeed";"windGust";"windBearing";"cloudCover";"uvIndex";"visibility";"ozone";"precipType";"Rad";"GHI";"TOA";"ForecastOrNot";"month";"predicted_P"
2019-03-24 00:00:00;1553382000;"Clear";"clear-night";0;0;8.76;8.76;3.98;0.72;1026.58;1;1.01;141;0;0;16.09;309.26;"rain";0;0;0;1;3;0
2019-03-24 00:15:00;1553382900;"Clear";"clear-night";0;0;8.6125;8.6125;3.9;0.7225;1026.5525;0.9625;0.9775;147;0;0;16.09;308.805;"rain";0;0;0;1;3;0
2019-03-24 00:30:00;1553383800;"Clear";"clear-night";0;0;8.465;8.465;3.82;0.725;1026.525;0.925;0.945;153;0;0;16.09;308.35;"rain";0;0;0;1;3;0
2019-03-24 00:45:00;1553384700;"Clear";"clear-night";0;0;8.3175;8.3175;3.74;0.7275;1026.4975;0.8875;0.9125;159;0;0;16.09;307.895;"rain";0;0;0;1;3;0
2019-03-24 01:00:00;1553385600;"Clear";"clear-night";0;0;8.17;8.17;3.66;0.73;1026.47;0.85;0.88;165;0;0;16.09;307.44;"rain";0;0;0;1;3;0
2019-03-24 01:15:00;1553386500;"Clear";"clear-night";0;0;7.9675;7.9675;3.585;0.7375;1026.42;0.8275;0.87;170.75;0;0;16.09;306.88;"rain";0;0;0;1;3;0
2019-03-24 01:30:00;1553387400;"Clear";"clear-night";0;0;7.765;7.765;3.51;0.745;1026.37;0.805;0.86;176.5;0;0;16.09;306.32;"rain";0;0;0;1;3;0
2019-03-24 01:45:00;1553388300;"Clear";"clear-night";0;0;7.5625;7.5625;3.435;0.7525;1026.32;0.7825;0.85;182.25;0;0;16.09;305.76;"rain";0;0;0;1;3;0
2019-03-24 02:00:00;1553389200;"Clear";"clear-night";0;0;7.36;7.36;3.36;0.76;1026.27;0.76;0.84;188;0;0;16.09;305.2;"rain";0;0;0;1;3;0
2019-03-24 02:15:00;1553390100;"Clear";"clear-night";0;0;7.1825;7.1825;3.2925;0.765;1026.195;0.7625;0.85;199.5;0;0;16.09;304.64;"rain";0;0;0;1;3;0
2019-03-24 02:30:00;1553391000;"Clear";"clear-night";0;0;7.005;7.005;3.225;0.77;1026.12;0.765;0.86;211;0;0;16.09;304.08;"rain";0;0;0;1;3;0
2019-03-24 02:45:00;1553391900;"Clear";"clear-night";0;0;6.8275;6.8275;3.1575;0.775;1026.045;0.7675;0.87;222.5;0;0;16.09;303.52;"rain";0;0;0;1;3;0
2019-03-24 03:00:00;1553392800;"Clear";"clear-night";0;0;6.65;6.65;3.09;0.78;1025.97;0.77;0.88;234;0;0;16.09;302.96;"rain";0;0;0;1;3;0
2019-03-24 03:15:00;1553393700;"Clear";"clear-night";0;0;6.5525;6.5525;3.0675;0.785;1025.91;0.8;0.8925;233.75;0;0;16.09;302.5125;"rain";0;0;0;1;3;0
2019-03-24 03:30:00;1553394600;"Clear";"clear-night";0;0;6.455;6.455;3.045;0.79;1025.85;0.83;0.905;233.5;0;0;16.09;302.065;"rain";0;0;0;1;3;0
2019-03-24 03:45:00;1553395500;"Clear";"clear-night";0;0;6.3575;6.3575;3.0225;0.795;1025.79;0.86;0.9175;233.25;0;0;16.09;301.6175;"rain";0;0;0;1;3;0
