"datetime";"time";"summary";"icon";"precipIntensity";"precipProbability";"temperature";"apparentTemperature";"dewPoint";"humidity";"pressure";"windSpeed";"windGust";"windBearing";"cloudCover";"uvIndex";"visibility";"ozone";"Rad";"GHI";"TOA";"ForecastOrNot";"month";"predicted_P"
2019-05-09 00:00:00;1557352800;"Mostly Cloudy";"partly-cloudy-night";0.0051;0.02;10.79;10.79;5.12;0.68;1010.78;3.29;6.74;162;0.75;0;16.09;358.21;0;0;0;1;5;0
2019-05-09 00:15:00;1557353700;"Mostly Cloudy";"partly-cloudy-night";0.0089;0.02;10.715;10.715;5.1875;0.6875;1010.675;3.125;6.2975;161.75;0.755;0;16.09;358.09;0;0;0;1;5;0
2019-05-09 00:30:00;1557354600;"Mostly Cloudy";"partly-cloudy-night";0.0127;0.02;10.64;10.64;5.255;0.695;1010.57;2.96;5.855;161.5;0.76;0;16.09;357.97;0;0;0;1;5;0
2019-05-09 00:45:00;1557355500;"Mostly Cloudy";"partly-cloudy-night";0.0165;0.02;10.565;10.565;5.3225;0.7025;1010.465;2.795;5.4125;161.25;0.765;0;16.09;357.85;0;0;0;1;5;0
2019-05-09 01:00:00;1557356400;"Mostly Cloudy";"partly-cloudy-night";0.0203;0.02;10.49;10.49;5.39;0.71;1010.36;2.63;4.97;161;0.77;0;16.09;357.73;0;0;0;1;5;0
2019-05-09 01:15:00;1557357300;"Mostly Cloudy";"partly-cloudy-night";0.024125;0.0275;10.4525;10.4525;5.4575;0.715;1010.2475;2.54;4.7375;160.75;0.7775;0;16.09;357.6825;0;0;0;1;5;0
2019-05-09 01:30:00;1557358200;"Mostly Cloudy";"partly-cloudy-night";0.02795;0.035;10.415;10.415;5.525;0.72;1010.135;2.45;4.505;160.5;0.785;0;16.09;357.635;0;0;0;1;5;0
2019-05-09 01:45:00;1557359100;"Mostly Cloudy";"partly-cloudy-night";0.031775;0.0425;10.3775;10.3775;5.5925;0.725;1010.0225;2.36;4.2725;160.25;0.7925;0;16.09;357.5875;0;0;0;1;5;0
2019-05-09 02:00:00;1557360000;"Mostly Cloudy";"partly-cloudy-night";0.0356;0.05;10.34;10.34;5.66;0.73;1009.91;2.27;4.04;160;0.8;0;16.09;357.54;0;0;0;1;5;0
2019-05-09 02:15:00;1557360900;"Mostly Cloudy";"partly-cloudy-night";0.032425;0.05;10.3525;10.3525;5.7075;0.73;1009.7875;2.335;4.205;161;0.8175;0;16.09;357.535;0;0;0;1;5;0
2019-05-09 02:30:00;1557361800;"Mostly Cloudy";"partly-cloudy-night";0.02925;0.05;10.365;10.365;5.755;0.73;1009.665;2.4;4.37;162;0.835;0;16.09;357.53;0;0;0;1;5;0
2019-05-09 02:45:00;1557362700;"Mostly Cloudy";"partly-cloudy-night";0.026075;0.05;10.3775;10.3775;5.8025;0.73;1009.5425;2.465;4.535;163;0.8525;0;16.09;357.525;0;0;0;1;5;0
2019-05-09 03:00:00;1557363600;"Mostly Cloudy";"partly-cloudy-night";0.0229;0.05;10.39;10.39;5.85;0.73;1009.42;2.53;4.7;164;0.87;0;16.09;357.52;0;0;0;1;5;0
2019-05-09 03:15:00;1557364500;"Mostly Cloudy";"partly-cloudy-night";0.02035;0.045;10.445;10.445;5.895;0.73;1009.285;2.68;5.0825;165.75;0.89;0;16.09;357.5825;0;0;0;1;5;0
2019-05-09 03:30:00;1557365400;"Mostly Cloudy";"partly-cloudy-night";0.0178;0.04;10.5;10.5;5.94;0.73;1009.15;2.83;5.465;167.5;0.91;0;16.09;357.645;0;0;0;1;5;0
2019-05-09 03:45:00;1557366300;"Mostly Cloudy";"partly-cloudy-night";0.01525;0.035;10.555;10.555;5.985;0.73;1009.015;2.98;5.8475;169.25;0.93;0;16.09;357.7075;0;0;0;1;5;0
2019-05-09 04:00:00;1557367200;"Overcast";"cloudy";0.0127;0.03;10.61;10.61;6.03;0.73;1008.88;3.13;6.23;171;0.95;0;16.09;357.77;0;0;0;1;5;0
2019-05-09 04:15:00;1557368100;"Overcast";"cloudy";0.0127;0.0325;10.685;10.685;6.1;0.73;1008.7725;3.26;6.565;172;0.9625;0;16.09;357.94;0;0;0;1;5;0
2019-05-09 04:30:00;1557369000;"Overcast";"cloudy";0.0127;0.035;10.76;10.76;6.17;0.73;1008.665;3.39;6.9;173;0.975;0;16.09;358.11;1;0;0;1;5;0
2019-05-09 04:45:00;1557369900;"Overcast";"cloudy";0.0127;0.0375;10.835;10.835;6.24;0.73;1008.5575;3.52;7.235;174;0.9875;0;16.09;358.28;18;0;0;1;5;0
2019-05-09 05:00:00;1557370800;"Overcast";"cloudy";0.0127;0.04;10.91;10.91;6.31;0.73;1008.45;3.65;7.57;175;1;0;16.09;358.45;45;0;0;1;5;0
2019-05-09 05:15:00;1557371700;"Overcast";"cloudy";0.022225;0.0675;10.935;10.935;6.405;0.735;1008.385;3.72;7.7975;175;1;0;16.09;358.73;73;0;0;1;5;0
2019-05-09 05:30:00;1557372600;"Overcast";"cloudy";0.03175;0.095;10.96;10.96;6.5;0.74;1008.32;3.79;8.025;175;1;0;16.09;359.01;100;0;0;1;5;0
2019-05-09 05:45:00;1557373500;"Overcast";"cloudy";0.041275;0.1225;10.985;10.985;6.595;0.745;1008.255;3.86;8.2525;175;1;0;16.09;359.29;128;1.9055;7.7007;1;5;7
2019-05-09 06:00:00;1557374400;"Overcast";"cloudy";0.0508;0.15;11.01;11.01;6.69;0.75;1008.19;3.93;8.48;175;1;0;16.09;359.57;156;6.9729;21.6886;1;5;13
2019-05-09 06:15:00;1557375300;"Overcast";"cloudy";0.085725;0.22;11.085;11.085;6.8075;0.7525;1008.1525;3.9725;8.66;174.75;1;0;16.0475;359.945;184;13.9744;35.8921;1;5;19
2019-05-09 06:30:00;1557376200;"Overcast";"cloudy";0.12065;0.29;11.16;11.16;6.925;0.755;1008.115;4.015;8.84;174.5;1;0;16.005;360.32;211;22.4529;50.2505;1;5;24
2019-05-09 06:45:00;1557377100;"Overcast";"cloudy";0.155575;0.36;11.235;11.235;7.0425;0.7575;1008.0775;4.0575;9.02;174.25;1;0;15.9625;360.695;238;32.0437;64.7022;1;5;19
2019-05-09 07:00:00;1557378000;"Overcast";"cloudy";0.1905;0.43;11.31;11.31;7.16;0.76;1008.04;4.1;9.2;174;1;0;15.92;361.07;265;42.4535;79.1854;1;5;15
2019-05-09 07:15:00;1557378900;"Overcast";"cloudy";0.23305;0.475;11.4;11.4;7.2775;0.76;1007.995;4.12;9.2575;173.75;1;0.25;14.95;361.5575;291;53.4448;93.6381;1;5;29
2019-05-09 07:30:00;1557379800;"Overcast";"cloudy";0.2756;0.52;11.49;11.49;7.395;0.76;1007.95;4.14;9.315;173.5;1;0.5;13.98;362.045;316;64.8229;107.9986;1;5;35
2019-05-09 07:45:00;1557380700;"Overcast";"cloudy";0.31815;0.565;11.58;11.58;7.5125;0.76;1007.905;4.16;9.3725;173.25;1;0.75;13.01;362.5325;340;76.4259;122.2053;1;5;64
2019-05-09 08:00:00;1557381600;"Overcast";"cloudy";0.3607;0.61;11.67;11.67;7.63;0.76;1007.86;4.18;9.43;173;1;1;12.04;363.02;364;88.1177;136.1974;1;5;75
2019-05-09 08:15:00;1557382500;"Overcast";"cloudy";0.374025;0.6225;11.7825;11.7825;7.7525;0.7625;1007.8075;4.165;9.2875;173;1;1.25;11.5175;363.67;386;99.7822;149.9151;1;5;81
2019-05-09 08:30:00;1557383400;"Overcast";"cloudy";0.38735;0.635;11.895;11.895;7.875;0.765;1007.755;4.15;9.145;173;1;1.5;10.995;364.32;407;111.3168;163.2997;1;5;82
2019-05-09 08:45:00;1557384300;"Overcast";"cloudy";0.400675;0.6475;12.0075;12.0075;7.9975;0.7675;1007.7025;4.135;9.0025;173;1;1.75;10.4725;364.97;427;122.6316;176.294;1;5;90
2019-05-09 09:00:00;1557385200;"Light Rain";"rain";0.414;0.66;12.12;12.12;8.12;0.77;1007.65;4.12;8.86;173;1;2;9.95;365.62;446;133.6475;188.8423;1;5;93
2019-05-09 09:15:00;1557386100;"Light Rain";"rain";0.421625;0.6575;12.245;12.245;8.255;0.77;1007.5875;4.08;8.59;173.25;1;2.25;9.6225;366.355;463;144.2935;200.8909;1;5;87
2019-05-09 09:30:00;1557387000;"Light Rain";"rain";0.42925;0.655;12.37;12.37;8.39;0.77;1007.525;4.04;8.32;173.5;1;2.5;9.295;367.09;479;154.5052;212.3883;1;5;99
2019-05-09 09:45:00;1557387900;"Light Rain";"rain";0.436875;0.6525;12.495;12.495;8.525;0.77;1007.4625;4;8.05;173.75;1;2.75;8.9675;367.825;492;164.224;223.2854;1;5;99
2019-05-09 10:00:00;1557388800;"Light Rain";"rain";0.4445;0.65;12.62;12.62;8.66;0.77;1007.4;3.96;7.78;174;1;3;8.64;368.56;497;173.3968;233.5355;1;5;116
2019-05-09 10:15:00;1557389700;"Light Rain";"rain";0.47625;0.665;12.695;12.695;8.7825;0.7725;1007.3325;3.915;7.55;173.25;1;3;8.375;369.2325;497;181.9747;243.0948;1;5;105
2019-05-09 10:30:00;1557390600;"Light Rain";"rain";0.508;0.68;12.77;12.77;8.905;0.775;1007.265;3.87;7.32;172.5;1;3;8.11;369.905;497;189.9137;251.9224;1;5;107
2019-05-09 10:45:00;1557391500;"Light Rain";"rain";0.53975;0.695;12.845;12.845;9.0275;0.7775;1007.1975;3.825;7.09;171.75;1;3;7.845;370.5775;497;197.1736;259.9806;1;5;111
2019-05-09 11:00:00;1557392400;"Light Rain";"rain";0.5715;0.71;12.92;12.92;9.15;0.78;1007.13;3.78;6.86;171;1;3;7.58;371.25;497;203.7183;267.235;1;5;108
2019-05-09 11:15:00;1557393300;"Light Rain";"rain";0.6388;0.7325;12.84;12.84;9.2525;0.79;1007.04;3.72;6.735;169.5;1;3;7.3575;371.7575;497;209.4776;273.6544;1;5;109
2019-05-09 11:30:00;1557394200;"Light Rain";"rain";0.7061;0.755;12.76;12.76;9.355;0.8;1006.95;3.66;6.61;168;1;3;7.135;372.265;497;214.4235;279.2117;1;5;114
2019-05-09 11:45:00;1557395100;"Light Rain";"rain";0.7734;0.7775;12.68;12.68;9.4575;0.81;1006.86;3.6;6.485;166.5;1;3;6.9125;372.7725;497;218.5703;283.8828;1;5;112
2019-05-09 12:00:00;1557396000;"Light Rain";"rain";0.8407;0.8;12.6;12.6;9.56;0.82;1006.77;3.54;6.36;165;1;3;6.69;373.28;497;221.8977;287.6481;1;5;126
2019-05-09 12:15:00;1557396900;"Light Rain";"rain";0.939125;0.81;12.475;12.475;9.65;0.8325;1006.67;3.4625;6.2725;162.5;1;3;6.53;373.7;497;224.3894;290.4915;1;5;138
2019-05-09 12:30:00;1557397800;"Light Rain";"rain";1.03755;0.82;12.35;12.35;9.74;0.845;1006.57;3.385;6.185;160;1;3;6.37;374.12;497;226.033;292.4006;1;5;136
2019-05-09 12:45:00;1557398700;"Light Rain";"rain";1.135975;0.83;12.225;12.225;9.83;0.8575;1006.47;3.3075;6.0975;157.5;1;3;6.21;374.54;497;226.8206;293.3677;1;5;140
2019-05-09 13:00:00;1557399600;"Light Rain";"rain";1.2344;0.84;12.1;12.1;9.92;0.87;1006.37;3.23;6.01;155;1;3;6.05;374.96;497;226.7479;293.3885;1;5;117
2019-05-09 13:15:00;1557400500;"Light Rain";"rain";1.339175;0.845;11.9975;11.9975;10.0025;0.88;1006.29;3.145;5.925;153;1;3;5.8725;375.275;497;225.8151;292.4631;1;5;113
2019-05-09 13:30:00;1557401400;"Light Rain";"rain";1.44395;0.85;11.895;11.895;10.085;0.89;1006.21;3.06;5.84;151;1;3;5.695;375.59;495;224.0264;290.5956;1;5;115
2019-05-09 13:45:00;1557402300;"Light Rain";"rain";1.548725;0.855;11.7925;11.7925;10.1675;0.9;1006.13;2.975;5.755;149;1;3;5.5175;375.905;482;221.3902;287.7939;1;5;103
2019-05-09 14:00:00;1557403200;"Rain";"rain";1.6535;0.86;11.69;11.69;10.25;0.91;1006.05;2.89;5.67;147;1;3;5.34;376.22;467;217.9195;284.0701;1;5;98
2019-05-09 14:15:00;1557404100;"Rain";"rain";1.7856;0.8625;11.64;11.64;10.3175;0.9175;1006;2.8175;5.5825;146.5;1;3;5.0625;376.1925;450;213.6721;279.4404;1;5;87
2019-05-09 14:30:00;1557405000;"Rain";"rain";1.9177;0.865;11.59;11.59;10.385;0.925;1005.95;2.745;5.495;146;1;3;4.785;376.165;432;208.6688;273.9247;1;5;78
2019-05-09 14:45:00;1557405900;"Rain";"rain";2.0498;0.8675;11.54;11.54;10.4525;0.9325;1005.9;2.6725;5.4075;145.5;1;3;4.5075;376.1375;412;202.8928;267.5466;1;5;79
2019-05-09 15:00:00;1557406800;"Rain";"rain";2.1819;0.87;11.49;11.49;10.52;0.94;1005.85;2.6;5.32;145;1;3;4.23;376.11;392;196.3727;260.3335;1;5;76
2019-05-09 15:15:00;1557407700;"Rain";"rain";2.31525;0.87;11.46;11.46;10.565;0.945;1005.8225;2.5275;5.2325;144.5;1;2.75;3.93;375.98;370;189.1414;252.3165;1;5;78
2019-05-09 15:30:00;1557408600;"Rain";"rain";2.4486;0.87;11.43;11.43;10.61;0.95;1005.795;2.455;5.145;144;1;2.5;3.63;375.85;346;181.2352;243.5298;1;5;77
2019-05-09 15:45:00;1557409500;"Rain";"rain";2.58195;0.87;11.4;11.4;10.655;0.955;1005.7675;2.3825;5.0575;143.5;1;2.25;3.33;375.72;322;172.6947;234.0113;1;5;75
2019-05-09 16:00:00;1557410400;"Rain";"rain";2.7153;0.87;11.37;11.37;10.7;0.96;1005.74;2.31;4.97;143;1;2;3.03;375.59;297;163.5645;223.8019;1;5;71
2019-05-09 16:15:00;1557411300;"Rain";"rain";2.724175;0.8675;11.3475;11.3475;10.73;0.9625;1005.725;2.2375;4.88;143;1;1.75;2.8925;376.02;272;153.8936;212.9452;1;5;69
2019-05-09 16:30:00;1557412200;"Rain";"rain";2.73305;0.865;11.325;11.325;10.76;0.965;1005.71;2.165;4.79;143;1;1.5;2.755;376.45;245;143.736;201.4879;1;5;59
2019-05-09 16:45:00;1557413100;"Rain";"rain";2.741925;0.8625;11.3025;11.3025;10.79;0.9675;1005.695;2.0925;4.7;143;1;1.25;2.6175;376.88;218;133.1505;189.4792;1;5;45
2019-05-09 17:00:00;1557414000;"Rain";"rain";2.7508;0.86;11.28;11.28;10.82;0.97;1005.68;2.02;4.61;143;1;1;2.48;377.31;191;122.2017;176.9704;1;5;38
2019-05-09 17:15:00;1557414900;"Rain";"rain";2.5438;0.855;11.355;11.355;10.835;0.965;1005.6775;1.9075;4.4675;144.75;1;1;2.5025;378.985;163;110.9822;164.0154;1;5;62
2019-05-09 17:30:00;1557415800;"Rain";"rain";2.3368;0.85;11.43;11.43;10.85;0.96;1005.675;1.795;4.325;146.5;1;1;2.525;380.66;135;99.5688;150.6695;1;5;63
2019-05-09 17:45:00;1557416700;"Rain";"rain";2.1298;0.845;11.505;11.505;10.865;0.955;1005.6725;1.6825;4.1825;148.25;1;1;2.5475;382.335;108;88.0271;136.9901;1;5;72
2019-05-09 18:00:00;1557417600;"Rain";"rain";1.9228;0.84;11.58;11.58;10.88;0.95;1005.67;1.57;4.04;150;1;1;2.57;384.01;80;76.4566;123.0357;1;5;45
2019-05-09 18:15:00;1557418500;"Rain";"rain";1.673875;0.8325;11.575;11.575;10.875;0.9525;1005.685;1.42;3.895;145;1;0.75;2.7525;386.265;52;64.9712;108.8663;1;5;39
2019-05-09 18:30:00;1557419400;"Rain";"rain";1.42495;0.825;11.57;11.57;10.87;0.955;1005.7;1.27;3.75;140;1;0.5;2.935;388.52;24;53.7035;94.5425;1;5;31
2019-05-09 18:45:00;1557420300;"Rain";"rain";1.176025;0.8175;11.565;11.565;10.865;0.9575;1005.715;1.12;3.605;135;1;0.25;3.1175;390.775;2;42.8104;80.1257;1;5;28
2019-05-09 19:00:00;1557421200;"Light Rain";"rain";0.9271;0.81;11.56;11.56;10.86;0.96;1005.73;0.97;3.46;130;1;0;3.3;393.03;0;32.4801;65.6777;1;5;19
2019-05-09 19:15:00;1557422100;"Light Rain";"rain";0.793125;0.7925;11.495;11.495;10.83;0.96;1005.79;0.905;3.4625;112.25;1;0;3.8075;394.4275;0;22.941;51.2605;1;5;4
2019-05-09 19:30:00;1557423000;"Light Rain";"rain";0.65915;0.775;11.43;11.43;10.8;0.96;1005.85;0.84;3.465;94.5;1;0;4.315;395.825;0;14.4741;36.9357;1;5;2
2019-05-09 19:45:00;1557423900;"Light Rain";"rain";0.525175;0.7575;11.365;11.365;10.77;0.96;1005.91;0.775;3.4675;76.75;1;0;4.8225;397.2225;0;7.4268;22.7649;1;5;1
2019-05-09 20:00:00;1557424800;"Overcast";"cloudy";0.3912;0.74;11.3;11.3;10.74;0.96;1005.97;0.71;3.47;59;1;0;5.33;398.62;0;2.2307;8.8087;1;5;0
2019-05-09 20:15:00;1557425700;"Overcast";"cloudy";0.338475;0.72;11.2225;11.2225;10.685;0.9625;1006.1025;0.8575;3.755;57;0.995;0;6.475;398.4;0;0.0261;0.1341;1;5;0
2019-05-09 20:30:00;1557426600;"Overcast";"cloudy";0.28575;0.7;11.145;11.145;10.63;0.965;1006.235;1.005;4.04;55;0.99;0;7.62;398.18;0;0;0;1;5;0
2019-05-09 20:45:00;1557427500;"Overcast";"cloudy";0.233025;0.68;11.0675;11.0675;10.575;0.9675;1006.3675;1.1525;4.325;53;0.985;0;8.765;397.96;0;0;0;1;5;0
2019-05-09 21:00:00;1557428400;"Overcast";"cloudy";0.1803;0.66;10.99;10.99;10.52;0.97;1006.5;1.3;4.61;51;0.98;0;9.91;397.74;0;0;0;1;5;0
2019-05-09 21:15:00;1557429300;"Overcast";"cloudy";0.154275;0.6175;10.9125;10.9125;10.435;0.97;1006.6825;1.5625;5.04;125.25;0.97;0;11.38;396.65;0;0;0;1;5;0
2019-05-09 21:30:00;1557430200;"Overcast";"cloudy";0.12825;0.575;10.835;10.835;10.35;0.97;1006.865;1.825;5.47;199.5;0.96;0;12.85;395.56;0;0;0;1;5;0
2019-05-09 21:45:00;1557431100;"Overcast";"cloudy";0.102225;0.5325;10.7575;10.7575;10.265;0.97;1007.0475;2.0875;5.9;273.75;0.95;0;14.32;394.47;0;0;0;1;5;0
2019-05-09 22:00:00;1557432000;"Overcast";"cloudy";0.0762;0.49;10.68;10.68;10.18;0.97;1007.23;2.35;6.33;348;0.94;0;15.79;393.38;0;0;0;1;5;0
2019-05-09 22:15:00;1557432900;"Overcast";"cloudy";0.0654;0.455;10.58;10.58;10.0775;0.97;1007.3825;2.5225;6.65;335.25;0.9275;0;15.865;392.32;0;0;0;1;5;0
2019-05-09 22:30:00;1557433800;"Overcast";"cloudy";0.0546;0.42;10.48;10.48;9.975;0.97;1007.535;2.695;6.97;322.5;0.915;0;15.94;391.26;0;0;0;1;5;0
2019-05-09 22:45:00;1557434700;"Overcast";"cloudy";0.0438;0.385;10.38;10.38;9.8725;0.97;1007.6875;2.8675;7.29;309.75;0.9025;0;16.015;390.2;0;0;0;1;5;0
2019-05-09 23:00:00;1557435600;"Mostly Cloudy";"partly-cloudy-night";0.033;0.35;10.28;10.28;9.77;0.97;1007.84;3.04;7.61;297;0.89;0;16.09;389.14;0;0;0;1;5;0
2019-05-09 23:15:00;1557436500;"Mostly Cloudy";"partly-cloudy-night";0.0273;0.3;10.1675;9.8675;9.64;0.9675;1007.9375;2.9;7.7175;304.5;0.8725;0;16.09;388.395;0;0;0;1;5;0
2019-05-09 23:30:00;1557437400;"Mostly Cloudy";"partly-cloudy-night";0.0216;0.25;10.055;9.455;9.51;0.965;1008.035;2.76;7.825;312;0.855;0;16.09;387.65;0;0;0;1;5;0
2019-05-09 23:45:00;1557438300;"Mostly Cloudy";"partly-cloudy-night";0.0159;0.2;9.9425;9.0425;9.38;0.9625;1008.1325;2.62;7.9325;319.5;0.8375;0;16.09;386.905;0;0;0;1;5;0
