"datetime";"time";"summary";"icon";"precipIntensity";"precipProbability";"precipType";"temperature";"apparentTemperature";"dewPoint";"humidity";"pressure";"windSpeed";"windGust";"windBearing";"cloudCover";"uvIndex";"visibility";"ozone";"Rad";"GHI";"TOA";"ForecastOrNot";"month";"predicted_P"
2019-04-14 00:00:00;1555192800;"Mostly Cloudy";"partly-cloudy-night";0.0102;0.07;"rain";7.33;6.09;5.72;0.9;1016.51;1.99;2.07;333;0.92;0;16.09;395.04;0;0;0;1;4;0
2019-04-14 00:15:00;1555193700;"Mostly Cloudy";"partly-cloudy-night";0.0102;0.0725;"rain";7.245;5.945;5.6675;0.9;1016.475;2.04;2.105;333.5;0.92;0;16.09;395.0025;0;0;0;1;4;0
2019-04-14 00:30:00;1555194600;"Mostly Cloudy";"partly-cloudy-night";0.0102;0.075;"rain";7.16;5.8;5.615;0.9;1016.44;2.09;2.14;334;0.92;0;16.09;394.965;0;0;0;1;4;0
2019-04-14 00:45:00;1555195500;"Mostly Cloudy";"partly-cloudy-night";0.0102;0.0775;"rain";7.075;5.655;5.5625;0.9;1016.405;2.14;2.175;334.5;0.92;0;16.09;394.9275;0;0;0;1;4;0
2019-04-14 01:00:00;1555196400;"Mostly Cloudy";"partly-cloudy-night";0.0102;0.08;"rain";6.99;5.51;5.51;0.9;1016.37;2.19;2.21;335;0.92;0;16.09;394.89;0;0;0;1;4;0
2019-04-14 01:15:00;1555197300;"Mostly Cloudy";"partly-cloudy-night";0.010825;0.08;"rain";6.9175;5.4;5.455;0.9025;1016.33;2.22;2.2375;336;0.9175;0;16.09;394.955;0;0;0;1;4;0
2019-04-14 01:30:00;1555198200;"Mostly Cloudy";"partly-cloudy-night";0.01145;0.08;"rain";6.845;5.29;5.4;0.905;1016.29;2.25;2.265;337;0.915;0;16.09;395.02;0;0;0;1;4;0
2019-04-14 01:45:00;1555199100;"Mostly Cloudy";"partly-cloudy-night";0.012075;0.08;"rain";6.7725;5.18;5.345;0.9075;1016.25;2.28;2.2925;338;0.9125;0;16.09;395.085;0;0;0;1;4;0
2019-04-14 02:00:00;1555200000;"Mostly Cloudy";"partly-cloudy-night";0.0127;0.08;"rain";6.7;5.07;5.29;0.91;1016.21;2.31;2.32;339;0.91;0;16.09;395.15;0;0;0;1;4;0
2019-04-14 02:15:00;1555200900;"Mostly Cloudy";"partly-cloudy-night";0.011425;0.075;"rain";6.615;4.9675;5.215;0.91;1016.15;2.3125;2.3225;340.5;0.9025;0;16.09;395.425;0;0;0;1;4;0
2019-04-14 02:30:00;1555201800;"Mostly Cloudy";"partly-cloudy-night";0.01015;0.07;"rain";6.53;4.865;5.14;0.91;1016.09;2.315;2.325;342;0.895;0;16.09;395.7;0;0;0;1;4;0
2019-04-14 02:45:00;1555202700;"Mostly Cloudy";"partly-cloudy-night";0.008875;0.065;"rain";6.445;4.7625;5.065;0.91;1016.03;2.3175;2.3275;343.5;0.8875;0;16.09;395.975;0;0;0;1;4;0
2019-04-14 03:00:00;1555203600;"Mostly Cloudy";"partly-cloudy-night";0.0076;0.06;"rain";6.36;4.66;4.99;0.91;1015.97;2.32;2.33;345;0.88;0;16.09;396.25;0;0;0;1;4;0
2019-04-14 03:15:00;1555204500;"Mostly Cloudy";"partly-cloudy-night";0.0057;0.045;"rain";6.2775;4.5775;4.9125;0.91;1015.91;2.3025;2.3125;346.5;0.8675;0;16.09;396.6425;0;0;0;1;4;0
2019-04-14 03:30:00;1555205400;"Mostly Cloudy";"partly-cloudy-night";0.0038;0.03;"rain";6.195;4.495;4.835;0.91;1015.85;2.285;2.295;348;0.855;0;16.09;397.035;0;0;0;1;4;0
2019-04-14 03:45:00;1555206300;"Mostly Cloudy";"partly-cloudy-night";0.0019;0.015;"rain";6.1125;4.4125;4.7575;0.91;1015.79;2.2675;2.2775;349.5;0.8425;0;16.09;397.4275;0;0;0;1;4;0
